Course Names,descriptions,prereq,Breadth requirements,distribution requirements
MIE243H1 - Mechanical Engineering Design,"Introduction to basic mechanical parts and mechanisms: gears, cams, bearings, linkages, actuators and motors, chain and belt drives, brakes and clutches, hydraulics and pneumatics. Tutorials on engineering drawing, sketching, and CAD/CAM in SolidWorks: views and drawing types, 2D sketching, 3D modeling and engineering drawing generation, modeling of assembly and motion analysis/animation. Conceptual design examples and mechanical engineering design process, including selection and applications of mechanisms. Dissection and reverse engineering of selected mechanical devices, mechanisms, and subsystems. Competitive group design project including technical report and 3D printing.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,
MIE258H1 - Engineering Economics and Accounting,"Engineering economic and accounting concepts needed in the design of engineering systems. Financial analysis topics include: financial statements, depreciation, income tax, and basic accounting techniques. Project analysis topics includes: time value of money, evaluation of cash flows, defining alternatives, analysis of independent projects, acceptance criteria, buy or lease, make or buy, replacement analysis, economic analysis in the public sector, project risk and uncertainty. Inflation concepts.",MIE231H1/MIE236H1 or equivalent,,
MIE304H1 - Introduction to Quality Control,Introduction to quality engineering. Quality standards and certification. TQM. Modeling processes with simulation. Making inferences about product quality from real or simulation output data. Introduction to statistical process control. Control charts for variables and attributes. Process capability analysis. Lot Acceptance Sampling.,MIE231 or equivalent,,
MIE311H1 - Thermal Energy Conversion,"Engineering applications of thermodynamics in the analysis and design of heat engines and other thermal energy conversion processes within an environmental framework. Steam power plants, gas cycles in internal combustion engines, gas turbines and jet engines. Refrigeration, psychrometry and air conditioning. Fossil fuel combustion and advanced systems includes fuel cells.","MIE210H1, MIE313H1",,
MIE320H1 - Mechanics of Solids II,"Three-dimensional stress transformation, strain energy, energy methods, finite element method, asymmetric and curved beams, superposition of beam solutions, beams on elastic foundations, buckling, fracture mechanics, yield criteria, stress concentration, plane stress and strain.",MIE222H1,,
MIE342H1 - Circuits with Applications to Mechanical Engineering Systems,"This course presents analysis of complex circuits and application of circuit principles to design circuits for mechanical engineering systems. Discussions will centre around circuits and instrumentation. In-depth discussions will be given on a number of topics: (1) Mechatronics design applications of circuit principles; (2) Network theorems, node-voltage, mesh-current method, Thévenin equivalents; (3) Operational amplifier circuits; (4) 1st and 2nd order circuits; (5) Laplace transform, frequency response; (6) Passive and active filter design (low- and high-pass filters, bandpass and bandreject filters); (7) Interface/readout circuits for mechanical engineering systems, sensors, instrumentation; (8) Inductance, transformers, DC/AC machines; (9) Digital circuit and data samplingintroduction.",MAT186H1 and MAT187H1,,
MIE364H1 - Quality Control and Improvement,"In manufacturing and service industries alike, quality is viewed as an important strategic tool for increasing competitiveness. Continuous quality improvement is a key factor leading to a company's success. With more emphasis on quality, the cost and the product cycle time are reduced and the communication between producer and customer is improved. The course focuses on the following topics: introduction to quality engineering, TQM, quality standards, supplier-producer relations and quality certification, costs of quality, statistical process control for long and short production runs, process capability analysis and acceptance sampling, quality certification, six sigma quality, quality improvement using designed experiments and an overview of the Taguchi Methods.",MIE236H1 or equivalent,,
"MSE120H1 - Materials Engineering, Processing and Application","This course covers an introduction to the field of materials science and engineering following a design-led approach. Application areas such as stiffness-limited design, fracture-limited design, strength-limited design will be used to guide further investigations into elements of the processing-structure-properties-performance paradigm. Topics covered will include material property charts, computer-aided design and materials selection, crystallographic planes and directions, crystal structures, stiffness, strength, plasticity, yielding, ductility, fracture and fracture toughness, cyclic loading and fatigue, friction and wear, thermal properties of materials, electrical properties, optical properties, materials corrosion, and materials processing.",,,
MSE191H1 - Introduction to Materials Science and Engineering,"This is a seminar series that will introduce students to the community, upper-year experience, and core fields of Materials Science and Engineering. Seminar presenters will represent the major areas in Materials Science and Engineering and will also be drawn from an array of groups, including students, staff, faculty, and alumni. The format will vary and may include application examples, case studies, career opportunities, and research talks. The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices as they progress through the program. This course will be offered on a credit/no credit basis.",,,
MSE202H1 - Thermodynamics I,"The three laws of thermodynamics, Heat capacity theory and Debye's law. Calculations of enthalpy, entropy, and free energy of pure materials and reactions. Reversible and irreversible processes. Gibbs free energy, chemical equilibria, and phase rule. Introduction of Ellingham, Pourbaix, and pre-dominance area diagrams. Treatment of ideal and non-ideal solutions with the introduction of the concept of activity and activity coefficient. Binary and ternary phase diagrams and their applications to materials processing and materials properties. Thermodynamics of electrochemical systems.",,,
MSE217H1 - Diffusion and Kinetics,"Topics in the Diffusion part include: diffusion mechanisms, steady-state and non-steady-state diffusion, Fick's first and second laws, Kirkendall effect, short-circuit diffusions, diffusion in metallic, polymeric, ionic and semiconducting materials, Darken's first and second equations, marker's velocity, thin film diffusion. Topics in the Kinetics part include: experimental rate laws, reaction orders, determination of order of reaction (integral, differential, and half-life methods), Arrhenius equation, elucidation of mechanism, fluid-particle reactions, kinetic models (progressive-conversion, unreacted core, shrinking core model), reactor design (batch, plug flow, and mixed flow reactors).",,,
MSE218H1 - Phase Transformations,"A key part of MSE is focused on explaining how material systems transform from one condensed phase to another. These phase transformations are a critical aspect of understanding the behaviour of a material. MSE 218 builds on the thermodynamics and phase stability of MSE 202 and runs in parallel to the rates of transformation seen in MSE 217. In MSE 218 we will consider phase transformations in one component, two component, and multicomponent systems. We will look at both diffusional and diffusionless transformations, focusing on the nucleation and growth aspects of each case. Specific examples will include: solidification, precipitation, recrystallization, spinodal, massive, and order-disorder transformations. Both experimental and computational labs will be used to outline specific transformations in more depth.",,,
MSE219H1 - Structure and Characterization of Materials,"Introduction to two and three-dimensional crystallography and crystal structures of solids. Topics include: Pearson and Hermann-Mauguin symbols, reciprocal space, point group and space group symmetry analysis, stereographic projections. Introduction to tensor analysis of crystalline material properties, and symmetry breakdown by imperfections in crystals. Experimental techniques used to interpret structure and chemistry of solids and their defects will be covered theoretically and in the laboratory including: X-ray diffractometry, optical, electron and scanning probe microscopy, and surface/bulk spectroscopies based on optical, X-ray, electron and ion-beam analysis methods.",,,
MSE222H1 - Mechanics of Solid Materials,Principles of stress and strains; Axial loading; Torsion; Shear forces and bending moments; Stresses in Beams; Plane stresses and strains; Pressure vessels; Deflection of beams; Introduction to Finite Element Analysis,,,
MSE235H1 - Materials Physics,"Application of solid state physics to describe properties of materials. Thermal properties of solids: lattice vibrations (phonons), heat capacity, thermal conductivity. Electrical properties of metals: simple circuits, resistivity of metals (classical and quantum descriptions), Seebeck, Peltier, and Thomson effects. Electrical properties of semiconductors: band structure and occupancy, conductivity, Hall effect, simple devices. Electrical properties of insulators: polarization, capacitance, optical properties, ferroelectric and piezoelectric materials. Magnetic properties: diamagnetism and paramagnetism, ferromagnetic and ferrimagnetic materials, magnetic domains, B-H curves.",,,
MSE238H1 - Engineering Statistics and Numerical Methods,"This course will teach engineering statistics and numerical methods with Python. Topics on statistics will include probability theory, hypothesis testing, discrete and continuous distribution, analysis of variance, sampling distributions, parameter estimation, regression analysis, statistical quality control and six-sigma. The topics on numerical methods will include curve fitting and interpolation, solving linear and nonlinear equations, numerical differentiation and integration, solution of ordinary and partial differential equations, initial and boundary value problems.",,,
MSE244H1 - Inorganic Materials Chemistry and Processing,"Basic materials processing flowsheet including priIntroduction to atomic and molecular structures, acid-base and redox reactions, transition metal complexes, and detailed chemical properties of the main group elements in the periodic table. Examples of industrial practice in metal processing industry and energy generation/storage technologies. Hands-on qualitative and quantitative analyses of inorganic compounds, by both classical ""wet"" volumetric and instrumental methods.mary processing and recycling of materials. Materials and energy balance of individual units and of overall process flowsheets. Use of computer software for flowsheet evaluation. Translating process flowsheets to resource and utility requirements, capital/operating cost, and environmental impact of processing operations. Basics of equipment sizing, operation scheduling, and plant layout.",,,
MSE245H1 - Organic Materials Chemistry and Properties,"Introduction to organic chemistry and organic materials. Naming, bonding and shapes of organic molecules. Properties and reactions of organic compounds. Key mechanisms including electrophilic addition, nucleophilic aliphatic substitution, β-elimination reactions and electrophilic aromatic substitution. Syntheses of polymers (step-growth and radical chain growth polymerization) and processing methods. Structure and properties of polymeric materials (amorphous, crystalline, elastomeric). Thermo-transition properties of polymers. Life-cycle of polymers, mechanisms of degradation and strategies of polymer recycle. Hands-on organic syntheses and separation experiments.",,,
MSE250H1 - Materials Selection in Design I,The basic principles underlying the selection and design of engineering materials for different applications are identified. The application of Cambridge Engineering Selection computer software during material selection. Selected case studies. (Half term course taught during last 6 weeks of term),,,
MSE296H1 - Materials Paradigm at a Glance I,"Materials come in all sorts of forms and exhibit a wide range of behaviors, yet there is more in common to their explanation than there is difference. MSE296 & MSE297 will put the threads from the second year curriculum into a common informational framework more reflective of the emerging state-space based materials paradigm. This course will meet on a biweekly basis. Credit is obtained by participating in in-class exercises.",,,
MSE297H1 - Materials Paradigm at a Glance II,"Materials come in all sorts of forms and exhibit a wide range of behaviors, yet there is more in common to their explanation than there is difference. MSE296 & MSE297 will put the threads from the second year curriculum into a common informational framework more reflective of the emerging state-space based materials paradigm. This course will meet on a biweekly basis. Credit is obtained by participating in in-class exercises.",,,
MSE298H1 - Communications,"This full year laboratory, tutorial, and lecture course builds on the communication principles students learned in first year. Students will work in teams on open-ended design projects, and scaffolded assignments will provide students the opportunity to report on their projects in written reports, podium presentations, and poster presentations. The projects in this course are supported by laboratory exercises and tutorial activities designed to help students build engineering drawing skills with an emphasis on the SolidWorks package.",,,
MSE301H1 - Mineral Processing,"Introduction to the theory and practice of mineral beneficiation. Topics covered include comminution, sizing, froth flotation, gravity separation, magnetic separation, electrostatic separation, dewatering and tailings management. The course also covers relevant aspects of sampling, particle size measurement, metallurgical accounting, material balances, surface chemistry and the movement of solid particles in liquid media. Open to 3rd and 4th year Minerals, Materials, and Chemical Engineering students, or with permission of the instructor.",MIN225H1 or MSE244H1,,
MSE302H1 - Thermodynamics II,"Introduction to statistical thermodynamics. The concept of chemical potential and its application in solution thermodynamics. Solution models. Equilibrium in multi-component, multi-phase systems. Thermodynamics of surfaces and interfaces. Applied thermodynamics with examples of industrial applications. Computational thermodynamics.",,,
MSE316H1 - Mechanical Behaviour of Materials,"The mechanical behaviour of engineering materials including metals, alloys, ceramics and polymeric materials. The following topics will be discussed: macro- and micro-structural response of materials to external loads; load-displacement and stress-strain relationships, processes and mechanisms of elastic, visco-elastic, plastic and creep deformation, crystallographic aspects of plastic flow, effect of defects on mechanical behaviour, strain hardening theory, strengthening mechanisms and mechanical testing.",,,
MSE332H1 - Heat and Mass Transfer for Materials Processing,"Fundamental concepts of heat and mass transfer as applied in materials engineering. Steady state and transient analysis in slabs, cylinders and spheres through solutions of problems in metallurgy and material processing. Similarity between heat and mass transfer. Concepts of momentum, mass and thermal boundary layers. Coupled problems.",,,
MSE335H1 - Materials Physics,"Application of solid state physics to describe properties of materials. Thermal properties of solids: lattice vibrations (phonons), heat capacity, thermal conductivity. Electrical properties of metals: simple circuits, resistivity of metals (classical and quantum descriptions), Seebeck, Peltier, and Thomson effects. Electrical properties of semiconductors: band structure and occupancy, conductivity, Hall effect, simple devices. Electrical properties of insulators: polarization, capacitance, optical properties, ferroelectric and piezoelectric materials. Magnetic properties: diamagnetism and paramagnetism, ferromagnetic and ferrimagnetic materials, magnetic domains, B-H curves.",,,
MSE342H1 - Nanomaterials,"An introduction to nanostructured materials. Topics include: the different classes of nanomaterials, synthesis and characterization methods, changes in physical properties on the nanometer scale, areas of application of nanostructured materials and materials issues in nanotechnology. (Quarter term course taught over the entire Fall term, worth .25 credits).",,,
MSE343H1 - Biomaterials,"Provides an overview of the field of biomaterials, introducing fundamental biological and materials design and selection concepts, and is open to CHE students. Key applications of materials for biomedical devices will be covered, along with an introduction to the expected biological responses. The concept of biocompatibility will be introduced along with the essential elements of biology related to an understanding of this criterion for biomaterial selection and implant design. In addition, structure-property relationships in both biological and bio-inspired materials will be highlighted.",,,
MSE351H1 - Design and Sim of Materials Processes,"An overview of computer modeling approaches to analyze various macro-scale phenomena involved in materials processing, product design, and manufacturing. These approaches will include weighted residual methods, finite element and finite difference methods, computational fluid dynamics, and multiphysics simulations. The students will apply these methods to study heat transfer, fluid flow, stress analysis, structural dynamics, and coupled behavior. Practical experience will be provided on commercial finite element (FE) and computer-aided design (CAD) packages such as ANSYS and SOLIDWORKS.",,,
MSE355H1 - Materials Production,"Materials life cycle, primary and secondary resources, resource life and sustainability. Technologies and unit operations used in the production of light metals, non-ferrous and ferrous metals. Energy use and conservation in production of materials. Benefits and technologies of recycling. Treatment of waste streams for value recovery and safe disposal",,,
MSE390H1 - Communications II,"The goals of Communication II are to i) gain in-depth knowledge of a specific area of work within a broader field of Materials Science and Engineering ii) read technical materials that will allow you to advance in the field iii) organize, write and present about the ideas of the field at a level of sophistication and clarity appropriate to university and iv) present clear, well-organized technical presentations.",,,
MSE398Y1 - Materials Manufacturing and Design,"Bringing together concepts from across our entire curriculum, including Mechanical Behaviour of Materials, Phase Transformations, Heat and Mass Transport, and Thermodynamics, MSE398 explains the processing-microstructure-properties-performance paradigm underlying several manufacturing techniques. This full year course connects materials selection, CAD drawing (and simulation) and the basics of manufacturing methods for component and product design. The course culminates in a project in which students complete the design, prototyping, simulation, cost modelling and validation for product design of their own choosing.",,,
MSE401H1 - Materials Information in Design,,,,
MSE415H1 - Environmental Degradation of Materials,"This course deals with four major areas: electrochemistry of low temperature aqueous solvents, the corrosion of materials, mechano-chemical effects in materials and corrosion prevention in design. Electrochemistry deals with thermodynamics of material-electrolyte systems involving ion-solvent, ion-ion interactions, activity coefficients, Nernst equation and Pourbaix diagrams, and rate theory through activation and concentration polarization. Corrosion of metallic, polymeric, ceramic, composite, electronic and biomaterials will be explored along with mechano-chemical effects of stress corrosion, hydrogen embrittlement and corrosion fatigue. Corrosion prevention in terms of case histories and the use of expert systems in materials selection.",,,
MSE419H1 - Fracture and Failure Analysis,"Fracture mechanisms and mechanics of solid materials. Topics include: nature of brittle and ductile fracture, macro-phenomena and micro-mechanisms of failure of various materials, mechanisms of fatigue; crack nucleation and propagation, Griffith theory, stress field at crack tips, stress intensity factor and fracture toughness, crack opening displacement, energy principle and the J-integral, fracture mechanics in fatigue, da/dN curves and their significance. Practical examples of fatigue analysis and fundamentals of non-destructive testing.",,,
MSE421H1 - Solid State Processing and Surface Treatment,"The fundamentals and technologies of mechanical forming (rolling, forging, extrusion, drawing, sheet-metal forming), sintering and powder forming, thermo-mechanical processing and heat treatment are discussed. Various means to enhance surfaces for the purposes of i) improving corrosion and erosion properties, ii) change mechanical, chemical or electric properties, iii) produce a visually more appealing surface are also covered. Techniques include galvanizing, hot dipping, nitriding, vapour deposition, plasma spraying.",,,
MSE430H1 - Electronic Materials,"Materials parameters and electronic properties of semiconductors are discussed as basic factors in the engineering of semiconductor devices. Materials parameters are related to preparation and processing methods, and thus to the electronic properties. The implications of materials parameters and properties on selected simple devices are discussed.",,,
MSE431H1 - Forensic Engineering,"The course provides participants with an understanding of scientific and engineering investigation methods and tools to assess potential sources, causes and solutions for prevention of failure due to natural accidents, fire, high and low speed impacts, design defects, improper selection of materials, manufacturing defects, improper service conditions, inadequate maintenance and human error. The fundamentals of accident reconstruction principles and procedures for origin and cause investigations are demonstrated through a wide range of real world case studies including: medical devices, sports equipment, electronic devices, vehicular collisions, structural collapse, corrosion failures, weld failures, fire investigations and patent infringements. Compliance with industry norms and standards, product liability, sources of liability, proving liability, defense against liability and other legal issues will be demonstrated with mock courtroom trial proceedings involving invited professionals to elucidate the role of an engineer as an expert witness in civil and criminal court proceedings.",MSE101H1/APS104H1/MSE260H1 or MSE160H1,,
MSE435H1 - Optical and Photonic Materials,"Optical and photonic materials play a central role in a variety of application fields including telecommunications, metrology, manufacturing, medical surgery, computing, spectroscopy, holography, chemical synthesis, and robotics - to name a few. The properties of light and its interaction with matter lie at the heart of this ever-expanding list of applications. The syllabus comprises the nature of light, wave motion, lasers, interference, coherence, fibre optics, diffraction, polarized light, photonic crystals, metamaterials, plasmonic materials, and practical design applications.",,,
MSE437H1 - Process Metallurgy of Iron and Steel,"The production and refining of liquid iron in the iron blast furnace, the production and refining of liquid steel, secondary refining operations, continuous casting and thermomechanical processing (hot rolling). Specialty steels and newly emerging technologies (e.g. thin slab casting, direct ironmaking) are also discussed in terms of process/environment and productivity. Downstream topics will include cold rolling, batch and continuous annealing, and coating operations.",,,
MSE438H1 - Computational Materials Design,"Introduces computational design of materials at atomic scale by focusing on two of the most powerful techniques - density functional theory (DFT) and molecular dynamics (MD). At the heart of both these techniques lies atomistic understanding originating from quantum mechanics; thus the initial lectures will review basics of quantum mechanics to inspire the foundational principles of modern-day DFT approaches. Thereafter theoretical background of DFT and its implementation and application for materials design will be covered. Specific topics on DFT will include Kohn-Sham equations, plane-wave basis sets, exchange and correlation, and nudged-elastic band calculations. Topics concerning MD will include foundational principles, Born-Oppenheimer hypothesis, time integration schemes such as velocity-verlet scheme, and interatomic potential functions. Finally, students will be exposed to the concepts and case-studies pertaining to multi-scale modeling. A particular emphasis of the course is providing hands-on training on open source software packages such as VESTA, Quantum-ESPRESSO, and LAMMPS.",MSE335H1/PHY356H1/PHY452H1/ECE330H1,,
MSE440H1 - BIomaterial Processing and Properties,"Currently used biomaterials for formation of surgical implants and dental restorations include selected metals, polymers, ceramics, and composites. The selection and processing of these materials to satisfy biocompatibility and functional requirements for applications in selected areas will be presented. Materials used for forming scaffolds for tissue engineering, and strategies for repair, regeneration and augmentation of degenerated or traumatized tissues will be reviewed with a focus on biocompatibility issues and required functionality for the intended applications.",MSE343H1 or equivalent,,
MSE443H1 - Composite Materials Engineering,"This course is designed to provide an integrated approach to composite materials design, and provide a strong foundation for further studies and research on these materials. Topics include: structure, processing, and properties of composite materials; design of fillers reinforcements and matrices reinforcements, reinforcement forms, nanocomposites systems, manufacturing processes, testing and properties, micro and macromechanics modeling of composite systems; and new applications of composites in various sectors.",,,
MSE450H1 - Plant and Process Design,"Basic materials processing flowsheet including primary processing and recycling of materials. Materials and energy balance of individual units and of overall process flowsheets. Use of computer software for flowsheet evaluation. Translating process flowsheets to resource and utility requirements, capital/operating cost, and environmental impact of processing operations. Basics of equipment sizing, operation scheduling, and plant layout.",,,
MSE451H1 - Advanced Physical Properties of Structural Nanomaterials,"This course deals with the physical properties of bulk nanostructured materials. Included are mechanical properties (elastic behavior, tensile and compressive strength, creep, wear and fatigue properties) electrical properties (electrical transport phenomena, electrical resistivity) magnetic properties (paramagnetic, diamagnetic, soft and hard ferromagnetic, superparamagnetic and antiferromagnetic properties), thermodynamic properties (interfacial enthalpy, thermal stability, phase transformations, heat capacity). The considerable differences observed for nanocrystalline solids compared to conventional polycrystalline and amorphous solids will be discussed in terms of the microstructural differences for these materials.",,,
MSE455H1 - Process Simulation and Computer Design,"Various production processes use simulation software to shorten the route from the initial design to finished product. Simulation software provides the designer and practicing engineer with a powerful tool in the tasks of improving and optimizing the industrial processes. Expensive trials can be avoided and the quality of the finished product secured from the beginning of production. First, this course will cover the basics of the process simulation used in industrial setting. Subsequently, the course will focus on industrial process simulation software used extensively in foundry industry worldwide. Essential elements of CAD/CAM techniques will be covered. Numerical simulation of the filling and solidification in castings will be presented. Calculation of foundry processes with multiple production cycles will be analyzed. Another course feature will be the graphical presentation of the results on the screen. Limited enrolment.",,,
