Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CSC384H1 - Introduction to Artificial Intelligence,"Theories and algorithms that capture (or approximate) some of the core elements of computational intelligence. Topics include: search; logical representations and reasoning, classical automated planning, representing and reasoning with uncertainty, learning, decision making (planning) under uncertainty. Assignments provide practical experience, in both theory and programming, of the core topics.","(CSC263H1/​ CSC265H1/ CSC263H5/ CSCC63H3/ ECE345H1/ ECE358H1/ MIE335H1, STA237H1/ STA247H1/​ STA255H1/​ STA257H1/ STA237H1/ STAB57H3/ STAB52H3/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1)",,
ECE110H1 - Electrical Fundamentals,"An overview of the physics of electricity and magnetism: Coulomb's law, Gauss' law, Ampere's law, Faraday's law. Physics of capacitors, resistors and inductors. An introduction to circuit analysis: resistive circuits, nodal and mesh analysis, 1st order RC and RL transient response and sinusoidal steady-state analysis.",,,
ECE344H1 - Operating Systems,"Operating system structures, concurrency, synchronization, deadlock, CPU scheduling, memory management, file systems. The laboratory exercises will require implementation of part of an operating system.",ECE244H1  and ECE243H1,,
FOR424H1 - Innovation and Manufacturing of Sustainable Materials,"Sustainable materials are a mandate for sustainable societies. This course will explore the manufacturing, engineering principles and design fundamentals for creating sustainable materials from renewable resources. Special emphasis will be on bioplastics, biofibre, nanobiofibre, biocomposites and nanobiocomposites. Written communication and design skills will be developed through tutorials and assignments.",,,
MAT186H1 - Calculus I,"Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems, curve sketching, optimization problems, L'Hopital's rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry, mechanics and other engineering problems.",,,
MAT187H1 - Calculus II,"Topics include: techniques of integration, an introduction to mathematical modeling with differential equations, infinite sequences and series, Taylor series, parametric and polar curves, vector-valued functions, partial differentiation, and application to mechanics and other engineering problems.",APS162H1/MAT186H1,,
MAT188H1 - Linear Algebra,"This course covers systems of linear equations and Gaussian elimination, applications; vectors in Rn, independent sets and spanning sets; linear transformations, matrices, inverses; subspaces in Rn, basis and dimension; determinants; eigenvalues and diagonalization; systems of differential equations; dot products and orthogonal sets in Rn; projections and the Gram-Schmidt process; diagonalizing symmetric matrices; least squares approximation. Includes an introduction to numeric computation in a weekly laboratory.",,,
MAT231H1 - Modelling with Differential and Difference Equations,Ordinary differential equations. Equations of first order and first degree. Linear equations of order n. Equations of second order. Systems of simultaneous equations. Difference equations. Linear control. Forecasting. Business dynamics. Throughout the course: formulating and analysing differential or difference equation models for real-world problems.,,,
MAT234H1 - Differential Equations,Ordinary differential equations. Classification. Equations of first order and first degree. Linear equations of order n. Equations of second order. Bessel's equation. Legendre's equation. Series solutions. Systems of simultaneous equations. Partial differential equations. Classification of types. The diffusion equation. Laplace's equation. The wave equation. Solution by separation of variables.,,,
MIE100H1 - Dynamics,"This course on Newtonian mechanics considers the interactions which influence 2-D, curvilinear motion. These interactions are described in terms of the concepts of force, work, momentum and energy. Initially the focus is on the kinematics and kinetics of particles. Then, the kinematics and kinetics of systems of particles and solid bodies are examined. Finally, simple harmonic motion is discussed. The occurrence of dynamic motion in natural systems, such as planetary motion, is emphasized. Applications to engineered systems are also introduced.",,,
MIE191H1 - Seminar Course: Introduction to Mechanical and Industrial Engineering,"This is a seminar series that will preview the core fields in Mechanical and Industrial Engineering. Each seminar will be given by a professional in one of the major areas in MIE. The format will vary and may include application examples, challenges, case studies, career opportunities, etc. The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices for second year. This course will be offered on a credit/no credit basis. Students who receive no credit for this course must re-take it in their 2S session. Students who have not received credit for this course at the end of their 2S session will not be permitted to register in session 3F.",,,
MIE210H1 - Thermodynamics,"This is a basic course in engineering thermodynamics. Topics covered include: properties and behaviour of pure substances; equation of states for ideal and real gases; compressibility factor; first and second laws of thermodynamics; control mass and control volume analyses; applications of first and second laws of thermodynamics to closed systems, open systems and simple thermal cycles.",MAT186H1,,
MIE221H1 - Manufacturing Engineering,"Production Fundamentals: Metal casting; metal forming - rolling, forging, extrusion and drawing, and sheet-metal forming; plastic/ceramic/glass forming; metal removal - turning, drilling/ boring/reaming, milling, and grinding; non-traditional machining - ECM, EDM and laser cutting; welding; surface treatment; metrology. Environmental issues in manufacturing processes, recycling of materials. Automation Fundamentals: Automation in material processing and handling - NC, robotics and automatically-guided vehicles; flexible manufacturing - group technology, cellular manufacturing and FMS; and computer-aided design - geometric modelling, computer graphics, concurrent engineering and rapid prototyping.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,
MIE222H1 - Mechanics of Solids I,"Design of mechanical joints. Elasto-plastic torsion of circular sections. Elasto-plastic bending of beams. Residual stresses, shearing stresses in beams, analysis of plane stress and plant strain problems. Pressure vessels, design of members of strength criteria, deflection of beams. Statistically indeterminate problems.",,,
MIE230H1 - Engineering Analysis,"Introduction to complex analysis. Multivariate integration with application to calculation of volumes, centroids and moments. Vector calculus. Divergence, curl and gradient operators. Green's theorem. Gauss' theorem. Stokes' theorem. Integral transforms. Laplace transforms and Fourier series, integral and transform.","MAT186H1, MAT187H1",,
MIE231H1 - Probability and Statistics with Engineering Applications,"Use of data in engineering decision processes. Elements of probability theory. Discrete and continuous random variables. Standard distributions: binomial, Poisson, hypergeometric, exponential, normal etc. Expectation and variance. Random sampling and parameter estimation. Confidence intervals. Hypothesis testing. Goodness-of-fit tests. Regression and correlation. Statistical Process Control and quality assurance. Engineering applications in manufacturing, instrumentation and process control.",,,
MIE236H1 - Probability,"Introduction to probability (the role of probability, exploratory data analysis and basic graphical methods). Sample space and events, Venn diagram. Definitions of probability. Axiomatic definition and basic rules. Conditional probability and Bayes' rule. Concept of random variables. Discrete, continuous, and joint distributions. Probability mass functions, density function, cumulative distribution function. Expectation, variance, and covariance. Important discrete and continuous distributions. Multivariate normal distribution. Functions of random variables. Moment Generating functions. Central limit theorem, laws of large numbers, Markov and Chebyshev's inequalities, types of convergence. Fundamental sampling distributions, Chi-square, t, and F distributions. One sample estimation and hypothesis testing.",,,
MIE237H1 - Statistics,Two sample estimation and hypothesis testing. Least squares estimation. Simple linear regression and correlation. Multiple linear regression. Linear models. Model building and model assessment. Design and analysis of single and multi factor experiments. Analysis of variance. Randomization and blocking. Fixed and random effects models. Multiple comparisons. Sample size calculations.,MIE231H1/MIE236H1 or equivalent,,
MIE240H1 - Human Centred Systems Design,"Introduction to principles, methods, and tools for the analysis, design and evaluation of human-centred systems. Consideration of impacts of human physical, physiological, perceptual, and cognitive factors on the design and use of engineered systems. Basic concepts of anthropometrics, work-related hazards, shiftwork, workload, human error and reliability, and human factors standards. The human-centred systems design process, including task analysis, user requirements generation, prototyping, and usability evaluation. Design of work/rest schedules, procedures, displays and controls, and training systems; design for error prevention and human-computer interaction; design for aging populations.",MIE242H1 recommended,,
MIE242H1 - Psychology For Engineers,"Introduction to neuroanatomy and processes that are core to perception, cognition, language, decision making, and action. Use of experiments to test hypotheses concerning brain activities and computations. Conducting and reporting experimental research, use of elementary statistics, and satisfaction of research ethics requirements.",,,
MIE243H1 - Mechanical Engineering Design,"Introduction to basic mechanical parts and mechanisms: gears, cams, bearings, linkages, actuators and motors, chain and belt drives, brakes and clutches, hydraulics and pneumatics. Tutorials on engineering drawing, sketching, and CAD/CAM in SolidWorks: views and drawing types, 2D sketching, 3D modeling and engineering drawing generation, modeling of assembly and motion analysis/animation. Conceptual design examples and mechanical engineering design process, including selection and applications of mechanisms. Dissection and reverse engineering of selected mechanical devices, mechanisms, and subsystems. Competitive group design project including technical report and 3D printing.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,
MIE250H1 - Fundamentals of Object Oriented Programming,Introduction to object-oriented programming using the Java programming language with heavy emphasis on practical application; variable types; console and file input/output; arithmetic; logical expressions; control structures; arrays; modularity; functions; classes and objects; access modifiers; inheritance; polymorphism; fundamental data structures; design and implementation of programs relevant to industrial engineering needs according to strict specifications.,APS105H1/APS106H1 or equivalent,,
MIE253H1 - Data Modelling,"This course provides an understanding of the principles and techniques of information modelling and data management, covering both relational theory and SQL database systems (DBMS), as well as entity-relation conceptual modelling. The course also familiarizes the student with analytical applications (OLAP) and provides an introduction to XML data modelling. The laboratory focuses on database application development using SQL DBMS, OLAP queries and entity-relation data modelling.",MIE250H1,,
MIE258H1 - Engineering Economics and Accounting,"Engineering economic and accounting concepts needed in the design of engineering systems. Financial analysis topics include: financial statements, depreciation, income tax, and basic accounting techniques. Project analysis topics includes: time value of money, evaluation of cash flows, defining alternatives, analysis of independent projects, acceptance criteria, buy or lease, make or buy, replacement analysis, economic analysis in the public sector, project risk and uncertainty. Inflation concepts.",MIE231H1/MIE236H1 or equivalent,,
MIE262H1 - Operations Research I: Deterministic OR,Introduction to deterministic operations research. Formulations of mathematical models to improve decision making; linear and integer programming; the simplex method; the revised simplex method; branch-and-bound methods; sensitivity analysis; duality; network models; network simplex method; Dijkstra's algorithm; basic graph theory; and deterministic dynamic programming.,"MAT186H1, MAT188H1",,
MIE263H1 - Operations Research II: Stochastic OR,"Modeling and analysis of systems subject to uncertainty using probabilistic methods. Introduction to decision analysis. Derivation and application of Bernoulli and Poisson processes, Markov chains, and queuing models. Stochastic optimization and extensions. Applications to engineering, games of chance, health care, and management.",MIE231H1 or MIE236H1,,
MIE270H1 - Materials Science,"Corrosion and degradation of materials; Phase transformation and strengthening mechanisms; Mechanical failure, fatigue, creep, impact; Electrical, thermal, magnetic, optical properties of materials; Composite materials.",APS110H1/APS164H1/MSE101H1,,
MIE297H1 - Foundations of Design Portfolio,Students will assemble a short design portfolio with items drawn from engineering courses and extra-curricular experience. The portfolio will demonstrate an understanding and application of basic principles of engineering design through a showcase of the student's best work. The portfolio will further demonstrate competence in written and oral communication through a brief summary of each item and an introduction to the portfolio. Students whose communication work is not up to standard will be provided with opportunities for remediation. The course will be offered on a credit/no credit basis; students who receive no credit must retake the course in year 3.,,,
MIE301H1 - Kinematics and Dynamics of Machines,"Classifications of mechanisms, velocity, acceleration and force analysis, graphical and computer-oriented methods, gears, geartrains, cams, flywheels, mechanism dynamics.|Instruction and assessment of engineering communication that will form part of an ongoing design portfolio.",MIE100H1,,
MIE304H1 - Introduction to Quality Control,Introduction to quality engineering. Quality standards and certification. TQM. Modeling processes with simulation. Making inferences about product quality from real or simulation output data. Introduction to statistical process control. Control charts for variables and attributes. Process capability analysis. Lot Acceptance Sampling.,MIE231 or equivalent,,
MIE311H1 - Thermal Energy Conversion,"Engineering applications of thermodynamics in the analysis and design of heat engines and other thermal energy conversion processes within an environmental framework. Steam power plants, gas cycles in internal combustion engines, gas turbines and jet engines. Refrigeration, psychrometry and air conditioning. Fossil fuel combustion and advanced systems includes fuel cells.","MIE210H1, MIE313H1",,
MIE312H1 - Fluid Mechanics I,"Fluid statics, pressure measurement, forces on surfaces. Kinematics of flow, velocity field, streamlines. Conservation of mass. Fluid dynamics, momentum analysis, Euler and Bernoulli equations. Energy and head lines. Laminar flow. Flow at high Reynolds numbers, turbulence, the Moody diagram. External flows. Boundary layers. Lift and drag. Flow separation.","MIE100H1, MAT234H1, MIE210H1",,
MIE313H1 - Heat and Mass Transfer,Exact and numerical analysis of steady and transient conduction in solids. Solutions of one-dimensional and multidimensional systems. Principles of convection and solutions under laminar and turbulent flow over flat plates and inside and over pipes. Free convection. Thermal radiation between multiple black and grey surfaces. Analysis of open-ended design problems for improving thermal transport in commercial products.,"MAT234H1, MIE210H1, MIE230H1,  MIE312H1 or equivalent",,
MIE315H1 - Design for the Environment,"Life Cycle Assessment for the measurement of environmental impacts of existing products and processes. Design for Environment principles for the reduction of environmental impacts in new product and process designs. Functional, economic, and societal analysis taught for use in a major team-written project to compare and contrast two product or process alternatives for a client.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,
MIE320H1 - Mechanics of Solids II,"Three-dimensional stress transformation, strain energy, energy methods, finite element method, asymmetric and curved beams, superposition of beam solutions, beams on elastic foundations, buckling, fracture mechanics, yield criteria, stress concentration, plane stress and strain.",MIE222H1,,
MIE334H1 - Numerical Methods I,"This introductory course to numerical methods includes the following topics: polynomial interpolation, numerical integration, solution of linear systems of equations, least squares fitting, solution of nonlinear equations, numerical differentiation, solution of ordinary differential equations, and solution of partial differential equations. Tutorial assignments using MATLAB will focus on engineering applications relevant to the background of students taking the course.",,,
MIE335H1 - Algorithms & Numerical Methods,"Algorithmic analysis, big-O asymptotic analysis; numerical linear algebra, solution techniques for linear and non-linear systems of equations; matrix factorization, LU and Cholesky factorization, factorization in the revised simplex method; Newton's method, Gale-Shapley method, greedy methods for combinatorial optimization, branch-and-bound search methods; graph theory and graph theoretic algorithms; design and implementation of algorithms to optimize mathematical models.",MIE262H1,,
MIE341H1 - Mechanical Engineering Design,"Technical drawing including sketching. Computer-aided drafting and design analysis Mechanical components - nomenclature, function and selection. Mechanical dissection of selected mechanical devices. Group competitive conceptual design projects including technical reports, oral presentations and display posters.",,,
MIE342H1 - Circuits with Applications to Mechanical Engineering Systems,"This course presents analysis of complex circuits and application of circuit principles to design circuits for mechanical engineering systems. Discussions will centre around circuits and instrumentation. In-depth discussions will be given on a number of topics: (1) Mechatronics design applications of circuit principles; (2) Network theorems, node-voltage, mesh-current method, Thévenin equivalents; (3) Operational amplifier circuits; (4) 1st and 2nd order circuits; (5) Laplace transform, frequency response; (6) Passive and active filter design (low- and high-pass filters, bandpass and bandreject filters); (7) Interface/readout circuits for mechanical engineering systems, sensors, instrumentation; (8) Inductance, transformers, DC/AC machines; (9) Digital circuit and data samplingintroduction.",MAT186H1 and MAT187H1,,
MIE343H1 - Industrial Ergonomics and the Workplace,"The Biology of Work: anatomical and physiological factors underlying the design of equipment and work places. Biomechanical factors governing physical workload and motor performance. Circadian rhythms and shift work. Measurement and specification of heat, light, and sound with respect to design of the work environment.",MIE231H1/MIE236H1 or equivalent,,
MIE344H1 - Ergonomic Design of Information Systems,"The goal of this course is to provide an understanding of how humans and machines can be integrated with information systems. The focus will be on the design of human-machine interfaces, and on the analysis of the impact of computers on people. The course will also include coverage of usability engineering and rapid prototyping design, analysis of user mental models and their compatibility with design models, and quantitative modelling of human-computer interaction.",MIE240H1 or permission of the instructor,,
MIE345H1 - Case Studies in Human Factors and Ergonomics,A detailed analysis will be made of several cases in which human factors methods have been applied to improve the efficiency with which human-machine systems operate. Examples will be chosen both from the area of basic ergonomics and from high technology. Emphasis will be placed on the practical use of material learned in earlier human factors courses.,MIE240H1,,
MIE346H1 - Analog and Digital Electronics for Mechatronics,"A study of the fundamental behaviour of the major semiconductor devices (diodes, bipolar junction transistors and field effect transistors). Development of analysis and design methods for basic analog and digital electronic circuits and devices using analytical, computer and laboratory tools. Application of electronic circuits to instrumentation and mechatronic systems.","MIE230H1, MAT234H1, MIE342H1",,
MIE350H1 - Design and Analysis of Information Systems,"Provides students with an understanding of the mothods of information system analysis and design. These include methods for determining and documenting an organization's structure (FDD), activities, behaviours and information flows (DFDs, decision tables and trees, network diagrams, etc); model acquisition (data repositories), verification and validation. Methods such as SADT, RAD and prototyping will be covered. Students will acquire a working knowledge of various frameworks for analysis (e.g., information technology categories, system and application classifications, decision types, data vs information). Throughout the course, emphasis is placed on the importance of systems thinking and organizational culture in the analysis and design process. In the laboratory, students will use a CASE-based computer program (Visible Analyst) for the analysis and design of information systems for selected organizations. Students will be asked to work in teams to create a web-based information site and to document and present their development progress through the use of a structured project log.",MIE253H1,,
MIE354H1 - Business Process Engineering,"This course focuses on understanding multiple perspectives for grouping, assessing, designing and implementing appropriately integrated and distributed information systems to support enterprise objectives. The emphasis is on understanding how Business Process Management techniques and tools can contribute to align an organization's business and information technology perspectives, as well as the characteristics of application and system types and the implications for their design, operation and support of information needs, including those associated with different platforms and technology infrastructure e.g., legacy systems, client/server, the Internet and World Wide Web including the emergence of a web-service-based service oriented architecture. Students will work in the laboratory to develop business processes that can be specified and executed by information systems supporting BPEL, a widely supported standard for describing web-service-based business process.",MIE253H1 or permission of the instructor,,
MIE360H1 - Systems Modelling and Simulation,"Principles for developing, testing and using discrete event simulation models for system performance improvement. Simulation languages, generating random variables, verifying and validating simulation models. Statistical methods for analyzing simulation model outputs, and comparing alternative system designs. Fitting input distributions, including goodness of fit tests. Role of optimization in simulation studies.",MIE231H1/MIE236H1 or equivalent,,
MIE363H1 - Resource and Production Modelling,"This course focuses on features of production/service systems and methods of modelling their operation; the material flow, information flow and control systems. Topics include demand forecasting, inventory management, supply chain management, capacity planning, and lot size planning. Emphasis will be placed on the modelling aspects of operations management, as well as the application of analytical methods in the design of production/service systems. Students will be asked to address open-ended design problems in various activities of the course.","MIE231H1/MIE236H1, MIE262H1 or equivalent",,
MIE364H1 - Quality Control and Improvement,"In manufacturing and service industries alike, quality is viewed as an important strategic tool for increasing competitiveness. Continuous quality improvement is a key factor leading to a company's success. With more emphasis on quality, the cost and the product cycle time are reduced and the communication between producer and customer is improved. The course focuses on the following topics: introduction to quality engineering, TQM, quality standards, supplier-producer relations and quality certification, costs of quality, statistical process control for long and short production runs, process capability analysis and acceptance sampling, quality certification, six sigma quality, quality improvement using designed experiments and an overview of the Taguchi Methods.",MIE236H1 or equivalent,,
MIE365H1 - Operations Research III: Advanced OR,"Design of operations research models to solve a variety of open-ended problems. Linear programming extensions are presented: goal programming, column generation, Dantzig-Wolfe decomposition, and interior point solution methods. Non-linear programming solution methods are developed: optimality conditions, quadratic programming and bi-level programming. Solutions to advanced stochastic models: stochastic programming, 2-person and n-person game theory, and Markov Decision Processes.","MIE262H1, MIE263H1",,
MIE367H1 - Cases in Operations Research,"This course focuses on the integration of the results from earlier operations research courses and an assessment of the different methods with regard to typical applications. The course is taught using the case method. Students are expected to analyze cases based on real applications on their own, in small groups and during lecture sessions, and solve them using commercial software packages.",MIE263H1,,
MIE368H1 - Analytics in Action,"This course showcases the impact of analytics focusing on real world examples and case studies. Particular focus on decision analytics, where data and models are combined to ultimately improve decision-making. Methods include: linear and logistic regression, classification and regression trees, clustering, linear and integer optimization. Application areas include: healthcare, business, sports, manufacturing, finance, transportation, public sector.","MIE237H1/ECE286H1, MIE262H1/MIE376H1, MIE263H1/STA347H1, or permission of the instructor",,
MIE369H1 - Introduction to Artificial Intelligence,"Introduction to Artificial Intelligence. Search. Constraint Satisfaction. Propositional and First-order Logic Knowledge Representation. Representing Uncertainty (Bayesian networks). Rationality and (Sequential) Decision Making under Uncertainty. Reinforcement Learning. Weak and Strong AI, AI as Engineering, Ethics and Safety in AI.","MIE250H1/ECE244H1/ECE345H1/CSC263H1/CSC265H1, MIE236H1/ECE286H1/ECE302H1",,
