Course Names,descriptions,prereq,Breadth requirements,distribution requirements
BME595H1 - Medical Imaging,"An introductory course to medical imaging and is designed as a final year course for engineers. The main clinical imaging modalities are covered: magnetic resonance imaging, ultrasound imaging, x-ray and computed tomography, nuclear medicine, and clinical optical imaging. Emphasis is placed on the underlying physical and mathematical concepts behind each modality, and applications are discussed in the context of how different modalities complement one another in the clinical setting. Early year engineering concepts are extensively used, including: basic electromagnetics theory, fields and waves, signals and systems, digital signal processing, differential equations and calculus, and probability and random processes. The laboratories involve image reconstruction and analysis for the various imaging modalities and a live animal imaging session.",,,
CHE353H1 - Engineering Biology,"Using a quantitative, problem solving approach, this course will introduce basic concepts in cell biology and physiology. Various engineering modelling tools will be used to investigate aspects of cell growth and metabolism, transport across cell membranes, protein structure, homeostasis, nerve conduction and mechanical forces in biology.",,,
CHE354H1 - Cellular and Molecular Biology,"This course will cover the principles of molecular and cellular biology as they apply to both prokaryotic and eukaryotic cells. Topics will include: metabolic conversion of carbohydrates, proteins, and lipids; nucleic acids; enzymology; structure and function relationships within cells; and motility and growth. Genetic analysis, immunohistochemistry, hybridomis, cloning, recombinant DNA and biotechnology will also be covered. This course will appeal to students interested in environmental microbiology, biomaterials and tissue engineering, and bioprocesses.",CHE353H1,,
CIV100H1 - Mechanics,"The principles of statics are applied to composition and resolution of forces, moments and couples. The equilibrium states of structures are examined. Throughout, the free body diagram concept is emphasized. Vector algebra is used where it is most useful, and stress blocks are introduced. Shear force diagrams, bending moment diagrams and stress-strain relationships for materials are discussed. Stress and deformation in axially loaded members and flexural members (beams) are also covered.",,,
CIV220H1 - Urban Engineering Ecology,"Core Course in the Environmental Engineering Minor Basic concepts of ecology within the context of urban environments. Response of organisms, populations, dynamic predator-prey and competition processes, and ecosystems to human activities. Thermodynamic basis for food chains, energy flow, biodiversity and ecosystem stability. Biogeochemical cycles, habitat fragmentation and bioaccumulation. Introduction to industrial ecology and life cycle assessment principles. Urban metabolism and material flow analysis of cities. Response of receiving waters to pollution and introduction to waste water treatment. Emphasis is on identifying the environment/engineering interface and minimizing environmental impacts.",CHE112H1,,
CIV300H1 - Terrestrial Energy Systems,"Core Course in the Sustainable Energy Minor Various earth systems for energy transformation, storage and transport are explored. Geological, hydrological, biological, cosmological and oceanographic energy systems are considered in the context of the Earth as a dynamic system, including the variation of solar energy received by the planet and the redistribution of this energy through various radiative, latent and sensible heat transfer mechanisms. It considers the energy redistribution role of large scale atmospheric systems, of warm and cold ocean currents, the role of the polar regions, and the functioning of various hydrological systems. The contribution and influence of tectonic systems on the surface systems is briefly introduced, as well the important role of energy storage processes in physical and biological systems, including the accumulation of fossil fuel reserves.",,,
CSC326H1 - Programming Languages,"Study of programming styles and paradigms. Included are object-oriented scripting functional and logic-based approaches. Languages that support these programming styles will be introduced. Languages treated include Python, Lisp or Scheme and Prolog.",,,
CSC343H1 - Introduction to Databases,"Introduction to database management systems. The relational data model. Relational algebra. Querying and updating databases: the query language SQL. Application programming with SQL. Integrity constraints, normal forms, and database design. Elements of database system technology: query processing, transaction management.","CSC111H1/ CSC165H1/ ​CSC240H1/ ​(MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ ​MAT157Y1/ (MAT186H1, MAT187H1)/ (MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); CSC207H1/ CSC207H5/ CSCB07H3/ ECE345H1/ ESC190H1",,
CSC467H1 - Compilers and Interpreters,"Compiler organization, compiler writing tools, use of regular expressions, finite automata and context-free grammars, scanning and parsing, runtime organization, semantic analysis, implementing the runtime model, storage allocation, code generation.",ECE243H1 or ECE352H1,,
ECE110H1 - Electrical Fundamentals,"An overview of the physics of electricity and magnetism: Coulomb's law, Gauss' law, Ampere's law, Faraday's law. Physics of capacitors, resistors and inductors. An introduction to circuit analysis: resistive circuits, nodal and mesh analysis, 1st order RC and RL transient response and sinusoidal steady-state analysis.",,,
ECE191H1 - Introduction to Electrical and Computer Engineering,This is a seminar series that will introduce first year students to the wealth of subjects within the field of Electrical and Computer Engineering. Instructors will be drawn from the various research groups within the Department. This course will be offered on a credit/no-credit basis. Credit will not be given to students who attend fewer than 70% of the seminars. Students who receive no credit for the course must re-take it in their 2F session. Students who have not received credit for this course at the end of their 2F session will not be permitted to register in session 2S.,,,
ECE201H1 - Electrical and Computer Engineering Seminar,"This seminar introduces second year students to the various career pathways within the field of Electrical and Computer Engineering. Instructors from various areas will talk about third and fourth year ECE courses in weekly seminars to guide students with the selection of upper year courses. The course also offers talks and advice to aid students transitioning into second year, as well as enhance students' skills such as stress management and time management. This course will be offered on a credit/no credit basis. Credit will not be given to students who attend fewer than 70% of the seminars. Students who receive no credit for the course must re-take it in their 3F session. Students who have not received credit for this course at the end of their 3F session will not be permitted to register for their 3S session.",,,
ECE212H1 - Circuit Analysis,"Nodal and loop analysis and network theorems. Natural and forced response of RL, RC, and RLC circuits. Sinusoidal steady-state analysis. Frequency response; resonance phenomena; poles and zeros; applications of the Laplace transform.",,,
ECE216H1 - Signals and Systems,"Fundamental discrete- and continuous-time signals, definition and properties of systems, linearity and time invariance, convolution, impulse response, differential and difference equations, Fourier analysis, sampling and aliasing, applications in communications.",,,
ECE221H1 - Electric and Magnetic Fields,"The fundamental laws of electromagnetics are covered, including Coulomb's law, Gauss' law, Poisson's and Laplace's equations, the Biot-Savart law, Ampere's law, Faraday's law, and Maxwell's equations. Vector calculus is applied to determine the relationship between the electric and magnetic fields and their sources (charges and currents). The interaction of the fields with material media will be discussed, including resistance, polarization in dielectrics, magnetization in magnetic materials, properties of magnetic materials and boundary conditions. Other topics include: electric and magnetic forces, the electric potential, capacitance and inductance, electric and magnetic energy, magnetic circuits, and boundary-value problems.",,,
ECE231H1 - Introductory Electronics,"An introduction to electronic circuits using operational amplifiers, diodes, bipolar junction transistors and field-effect transistors.",,,
ECE241H1 - Digital Systems,"Digital logic circuit design with substantial hands-on laboratory work. Algebraic and truth table representation of logic functions and variables. Optimizations of combinational logic, using ""don't cares."" Multi-level logic optimization. Transistor-level design of logic gates; propagation delay and timing of gates and circuits. The Verilog hardware description language. Memory in digital circuits, including latches, clocked flip-flops, and Static Random Access Memory. Set-up and hold times of sequential logic. Finite state machines - design and implementation. Binary number representation, hardware addition and multiplication. Tri-state gates, and multiplexers. There is a major lab component using Field-Programmable Gate Arrays (FPGAs) and associated computer-aided design software.",,,
ECE243H1 - Computer Organization,Basic computer structure. Design of central processing unit. Hardwired control. Input-output and the use of interrupts. Assembly language programming. Main memory organization and caches. Peripherals and interfacing. System design considerations. The laboratory will consist of experiments involving logic systems and microprocessors and a large open project. Design activity constitutes a major portion of laboratory work.,,,
ECE244H1 - Programming Fundamentals,"Provides a foundation in programming using an object-oriented programming language. Topics include: classes and objects, inheritance, exception handling, basic data structures (lists, tree, etc.), big-O complexity analysis, and testing and debugging. The laboratory assignments emphasize the use of object-oriented programming constructs in the design and implementation of reasonably large programs.",APS105H1,,
ECE295H1 - Hardware Design and Communication,"By the end of this course, students will be able to:1. Work in a team environment in developing a complex hardware project;2. Intepret design specifications and translate them into a design that attempts to achieve them;3. Be familiar with agile methods in hardware development, and apply ideas from these methods in their own design process with their team;4. Demonstrate proficiency using computer aided design (CAD) and electronic design automation (EDA) techniques for hardware development, in particular, schematic capture and printed circuit board layout tools;5. Demonstrate ability to solder components, familiarity with surface-mount technology, and awareness of the restriction of hazardous substances directive (RoHS);6. Be familiar with electrostatic discharge (ESD) handling guidelines and protection;7. Confidently use using laboratory instruments and apply them for testing circuits and systems;8. Assemble instruments and controlling software for the purpose of automated hardware testing (test automation);9. Be aware of standards and regulatory compliance when pursuing industrial design; and10. Demonstrate confidence preparing oral presentations and written documents on technical engineering hardware design.","ECE212H1, ECE241H1, ECE244H1",,
ECE297H1 - Software Design and Communication,"An introduction to engineering design processes, illustrated by the design and implementation of a software system, and to effective oral and written communication in a team context. Principles of software design, project management and teamwork are developed in the lectures and tutorials, and students apply these concepts in the laboratories as they work in a team to design and implement a complex software system. Students learn and practice oral and written communication techniques in lectures and in meetings with their communication instructor, and apply these techniques in a variety of documents and presentations, such as short status reports and longer design proposals and design reviews.","APS105H1, ECE244H1",,
ECE302H1 - Probability and Applications,"Events, sample space, axioms of probability. Discrete and continuous random variables, distribution and density functions. Bernoulli trials, Binomial, geometric, Poisson, exponential and Gaussian distributions.Expectation, moments, characteristic function and correlation coefficient. Functions of random variables. Random vectors, joint distributions, transformations. Applications will be chosen from communication theory, estimation and hypothesis testing, predictive analytics and other areas of electrical and computer engineering.",MAT290H1 and MAT291H1  and ECE216H1,,
ECE311H1 - Introduction to Control Systems,"An introduction to dynamic systems and their control. Differential equation models of mechanical, electrical, and electromechanical systems. State variable form. Linearization of nonlinear models and transfer functions. Use of Laplace transform to solve ordinary differential equations. Conversion of models from state variable form to transfer function representation and vice versa. Block diagrams and their manipulation. Time response: transient analysis and performance measures. Properties of feedback control systems. Steady state tracking:the notion of system type. The concept of stability of feedback systems, Routh-Hurwitz stability criterion. Frequency response and stability in the frequency domain. Root locus. Bode and Nyquist plots and their use in feedback control design.","MAT290H1, MAT291H1, ECE216H1",,
ECE313H1 - Energy Systems and Distributed Generation,Three-phase systems; steady-state transmission line model; symmetrical three-phase faults; power system stability; symmetrical components; unsymmetrical faults and fault current calculation; distribution network; equivalent steady-state model of voltage-sourced converter; distributed energy resources (DR); distributed energy storage; interface between DR and power system.,,,
ECE314H1 - Fundamentals of Electrical Energy Systems,"Introduction to 3-phase systems, single line diagrams and complex power flow. Energy conversion via switch-mode power electronic circuits: DC/DC converters, DC/AC converters. Energy conversions via magnetic devices: Faraday's law for time varying fields, characterization of hysteresis and eddy current losses in magnetic materials, modelling of magnetic circuits, transformer and inductor modelling and design. Introduction to electromechanical energy conversion: Lorentz Force, concepts of energy, co-energy, forces between ferromagnetic materials carrying flux, simple magnetic actuators.",ECE212H1 and ECE221H1 and ECE231H1,,
ECE316H1 - Communication Systems,"An introductory course in analog and digital communication systems. Analog and digital signals. Signal representation and Fourier transforms; energy and power spectral densities; bandwidth. Distortionless analog communication; amplitude, frequency and phase modulation systems; frequency division multiplexing. Sampling, quantization and pulse code modulation (PCM). Baseband digital communication; intersymbol interference (ISI); Nyquist's ISI criterion; eye diagrams. Passband digital communications; amplitude-, phase- and frequency-shift keying; signal constellations. Performance analysis of analog modulation schemes in the presence of noise. Performance analysis of PCM in noise.","(MAT290H1, ECE216H1) /(MAT389H1, ECE355H1)",,
ECE318H1 - Fundamentals of Optics,"Geometric Optics: Spherical surfaces, lenses and mirrors, optical imaging systems, matrix method, and aberrations. Polarization: Polarizer and polarizations, anisotropic materials, dichroism, birefringence, index ellipsoid, waveplates, optical activity, Faraday effect. Interference: superposition of waves, longitudinal and transverse coherence, Young's double-slit experiment, Michelson and Fabry-Perot interferometer, thin-films. Diffraction and Fourier Optics: diffraction theory, single and double slits, diffraction gratings, spatial filtering, basic optical signal processing. (Background preparation in ECE320H1 F - Fields and Waves, or ECE357H1 S - Electromagnetic Fields, is strongly recommended.)",ECE221H1 or ECE259H1,,
ECE320H1 - Fields and Waves,"Voltage and current waves on a general transmission line, reflections from the load and source, transients on the line, and Smith's chart. Maxwell's equations, electric and magnetic fields wave equations, boundary conditions, plane wave propagation, reflection and transmission at boundaries, constitutive relations, dispersion, polarization; Poynting vector; waveguides.",ECE221H1,,
ECE326H1 - Programming Languages,"Study of programming styles and paradigms. Included are object-oriented scripting functional and logic-based approaches. Languages that support these programming styles will be introduced. Languages treated include Python, Lisp or Scheme and Prolog.",,,
ECE330H1 - Quantum and Semiconductor Physics,"The course introduces the principles of quantum physics and uses them to understand the behaviour of semiconductors. Topics to be covered include wave-particle duality, Schrodinger's equation, energy quantization, quantum mechanical tunnelling, electrons in crystalline semiconductors and other physical concepts that form the basis for nanotechnology, microelectronics, and optoelectronics.",ECE221H1/ECE231H1,,
ECE331H1 - Analog Electronics,"Transistor amplifiers, including: differential and multistage amplifiers, integrated circuit biasing techniques, output stage design and IC amplifier building blocks. Frequency response of amplifiers at low, medium and high frequencies. Feedback amplifier analysis. Stability and compensation techniques for amplifiers using negative feedback.","ECE212H1, ECE231H1",,
ECE334H1 - Digital Electronics,"Digital design techniques for integrated circuits. The emphasis will be on the design of logic gates at the transistor level. A number of different logic families will be described, but CMOS will be emphasized. Review of: device modeling, IC processing, and Spice simulation, simplified layout rules, inverter noise margins, transient response, and power dissipation, traditional CMOS logic design, transmission gates, RC timing approximations, input-output circuits, latches and flipflops, counters and adders, decoders and muxes, dynamic gates, SRAMs, DRAMs, and EEPROMs.",ECE241H1  and ECE231H1  or ECE253H1  and ECE360H1,,
ECE335H1 - Introduction to Electronic Devices,"Electrical behaviour of semiconductor structures and devices. Metal-semiconductor contacts; pn junctions, diodes, photodetectors, LED's; bipolar junction transistors, Ebers-Moll and hybrid-pi models; field effect transistors, MOSFET, JFET/MESFET structures and models; thyristors and semiconductor lasers.",MAT291H1 and ECE221H1 and ECE231H1,,
ECE342H1 - Computer Hardware,"Arithmetic circuits, cubical representation of logic functions, digital system design, timing analysis, design of asynchronous circuits, testing of logic circuits.",ECE241H1 and ECE243H1,,
ECE344H1 - Operating Systems,"Operating system structures, concurrency, synchronization, deadlock, CPU scheduling, memory management, file systems. The laboratory exercises will require implementation of part of an operating system.",ECE244H1  and ECE243H1,,
ECE345H1 - Algorithms and Data Structures,"Design and analysis of algorithms and data structures that are essential to engineers in every aspect of the computer hardware and software industry. Recurrences, asymptotics, summations, trees and graphs. Sorting, search trees and balanced search trees, amortized analysis, hash functions, dynamic programming, greedy algorithms, basic graph algorithms, minimum spanning trees, shortest paths, introduction to NP completeness and new trends in algorithms and data structures.",ECE244H1 or equivalent with the permission of the Chair of the AI certificate/minor.,,
ECE357H1 - Electromagnetic Fields,"An introduction to transmission line theory: voltage and current waves, characteristic impedance, reflections from the load and source, transients on the line, Smith's chart, impedance matching. Fundamentals of electromagnetic theory: Maxwell's equations, Helmholtz's theorem, time retarded scalar and vector potentials, gauges, boundary conditions, electric and magnetic fields wave equations and their solutions in lossless and lossy medium. Plane wave propagation, reflection and transmission at boundaries. Constitutive relations and dispersion. Radiating dipole and waveguides.",ECE259H1,,
ECE361H1 - Computer Networks I,Layered network architectures; overview of TCP/IP protocol suite. Introduction to sockets; introduction to application layer protocols. Peer-to-Peer Protocols: ARQ; TCP reliable stream service; flow control. Data Link Controls: Framing; PPP; HDLC. Medium access control and LANs: Aloha; Ethernet; Wireless LANs; Bridges. Packet Switching: Datagram and virtual circuit switching; Shortest path algorithms; Distance vector and link state algorithms.,ECE286H1  or ECE302H1,,
ECE367H1 - Matrix Algebra and Optimization,"This course will provide students with a grounding in optimization methods and the matrix algebra upon which they are based. The first past of the course focuses on fundamental building blocks in linear algebra and their geometric interpretation: matrices, their use to represent data and as linear operators, and the matrix decompositions (such as eigen-, spectral-, and singular-vector decompositions) that reveal structural and geometric insight. The second part of the course focuses on optimization, both unconstrained and constrained, linear and non-linear, as well as convex and nonconvex; conditions for local and global optimality, as well as basic classes of optimization problems are discussed. Applications from machine learning, signal processing, and engineering are used to illustrate the techniques developed.","AER210H1/MAT290H1, MAT185H1/MAT188H1",,
ECE368H1 - Probabilistic Reasoning,"This course will focus on different classes of probabilistic models and how, based on those models, one deduces actionable information from data. The course will start by reviewing basic concepts of probability including random variables and first and second-order statistics. Building from this foundation the course will then cover probabilistic models including vectors (e.g., multivariate Gaussian), temporal (e.g., stationarity and hidden Markov models), and graphical (e.g., factor graphs). On the inference side topics such as hypothesis testing, marginalization, estimation, and message passing will be covered. Applications of these tools cover a vast range of data processing domains including machine learning, communications, search, recommendation systems, finance, robotics and navigation.",ECE286H1/ECE302H1,,
ECE410H1 - Linear Control Systems,"State space analysis of linear systems, the matrix exponential, linearization of nonlinear systems. Structural properties of linear systems: stability, controllability, observability, stabilizability, and detectability. Pole assignment using state feedback, state estimation using observers, full-order and reduced-order observer design, design of feedback compensators using the separation principle, control design for tracking. Control design based on optimization, linear quadratic optimal control, the algebraic Riccati equation. Laboratory experiments include computer-aided design using MATLAB and the control of an inverted pendulum on a cart.",ECE311H1,,
ECE411H1 - Real-Time Computer Control,"Digital Control analysis and design by state-space methods. Introduction to scheduling of control tasks using fixed-priority protocols. Labs include control design using MATLAB and Simulink, and computer control of the inverted pendulum using a PC with real-time software.",ECE311H1 or ECE356H1,,
ECE412H1 - Analog Signal Processing Circuits,"This course will provide students with an overview of continuous-time and discrete-time signal processing techniques, and the analysis and design of analog and mixed-signal circuit building blocks used in modern electronic systems. Topics covered include: analysis, specification, simulation, and design of continuous-time filters with linear transconductors and op-amps; phase-domain model, noise model, and design methodology for low phase noise Phase Lock Loops and associated building blocks (VCO, phase-frequency detector, charge pump); discrete-time signal analysis using z-transform; discrete-time filter design based on switched capacitors; as well as fundamentals, architectures, building blocks, and characterization techniques for digital-to-analog and analog-to-digital converters.",ECE331H1 or ECE354H1,,
ECE417H1 - Digital Communication,"Basic concepts of digital communication. Baseband data transmission, intersymbol interference, Nyquist pulse shaping, equalization, line coding, multi-path fading, diversity. Binary and M-ary modulation schemes, synchronization. Signal space concepts, optimum receivers, coherent and noncoherent detectors. Information theory, source encoding, error control coding, block and convolutional codes.","ECE302H1 and ECE316H1, or ECE286H1",,
ECE419H1 - Distributed Systems,"Design issues in distributed systems: heterogeneity, security, transparency, concurrency, fault-tolerance; networking principles; request-reply protocol; remote procedure calls; distributed objects; middleware architectures; CORBA; security and authentication protocols; distributed file systems; name services; global states in distributed systems; coordination and agreement; transactions and concurrency control; distributed transactions; replication.",ECE344H1 or ECE353H1,,
ECE421H1 - Introduction to Machine Learning,"An Introduction to the basic theory, the fundamental algorithms, and the computational toolboxes of machine learning. The focus is on a balanced treatment of the practical and theoretical approaches, along with hands on experience with relevant software packages. Supervised learning methods covered in the course will include: the study of linear models for classification and regression, neural networks and support vector machines. Unsupervised learning methods covered in the course will include: principal component analysis, k-means clustering, and Gaussian mixture models. Theoretical topics will include: bounds on the generalization error, bias-variance tradeoffs and the Vapnik-Chervonenkis (VC) dimension. Techniques to control overfitting, including regularization and validation, will be covered.","ECE286H1/STA286H1, ECE302H1/MIE231H1/CHE223H1/MIE236H1/MSE238H1",,
ECE422H1 - Radio and Microwave Wireless Systems,"Analysis and design of systems employing radio waves, covering both the underlying electromagnetics and the overall system performance aspects such as signal-to-noise ratios. Transmission/reception phenomena include: electromagnetic wave radiation and polarization; elementary and linear dipoles; directivity, gain, efficiency; integrated, phased-array and aperture antennas; beam-steering; Friis transmission formula and link budget. Propagation phenomena include: diffraction and wave propagation over obstacles; multipath propagation; atmospheric and ionospheric effects. Receiver design aspects include: radio receiver architectures, receiver figures of merit, noise in cascaded systems, noise figure, and noise temperature. System examples are: terrestrial communication systems; satellite communications; radar; radiometric receivers; software-defined radio.",ECE320H1 or ECE357H1,,
ECE424H1 - Microwave Circuits,"Losses in conductors and dielectrics; RF and microwave transmission lines; transients on transmission lines; matching networks; planar transmission lines (microstrip, stripline, coplanar waveguide); design with scattering parameters; 3- and 4-port RF devices (power dividers/combiners, couplers, isolators & circulators); coupled lines and devices; microwave active circuits (RF amplifiers, mixers, and receiver front ends); RF and microwave filters. The hands-on laboratories engage students in the design, simulation, fabrication, and test of practical passive and active microwave circuits using industry-standard RF/microwave simulation tools and measurement systems.",,,
ECE427H1 - Photonic Devices,"The human visual interface is rapidly evolving with the emergence of smart glasses, AR/VR wearable display, and autonomous vehicles. This course examines the photonic devices and integrated systems that underline such technologies, and how they are shaped by human visual perception and acuity. Advanced integrated photonic systems in optical display and sensing will be deconstructed and the underlying fundamental concepts studied. Topics include introduction to: heads up and wearable display, optical lidar, optical fiber, waveguide circuits, holography, optical switches, light sources (LED, laser), detectors and imaging sensors.",ECE318H1/ECE320H1/ECE357H1,,
ECE430H1 - Analog Integrated Circuits,"Review of MOSFET semiconductor device equations. Noise in electronic devices. Review of single-stage amplifiers and frequency response, including noise analysis. Basic CMOS op amp. Op amp compensation. Advanced op amp circuits: telescopic and folded-cascode op amps. Fully-differential op amps. Common mode feedback.",ECE331H1 or ECE354H1,,
ECE431H1 - Digital Signal Processing,"An introductory course in digital filtering and applications. Introduction to real world signal processing. Review of sampling and quantization of signals. Introduction to the discrete Fourier transform and its properties. The fast Fourier transform. Fourier analysis of signals using the discrete Fourier transform. Structures for discrete-time systems. Design and realization of digital filters: finite and infinite impulse response filters. DSP applications in areas such as communications, multimedia, video coding, human computer interaction and medicine.",,,
ECE437H1 - VLSI Technology,"The introduction to VLSI fabrication techniques, integrated circuit designs and advanced semiconductor devices will give a proper perspective of the past, present and future trends in the VLSI industry. Following the evolution of MOS and bipolar devices, digital and analog CMOS, BiCMOS, deep submicron CMOS, SOI-CMOS, RF-CMOS and HV-CMOS technologies will be studied. Special attention will be given to the physical scaling limits such as short channel effects. In addition, CAD tools and design methodology for the development of advanced semiconductor devices and integrated circuits will be introduced in the laboratory environment. These include the simulation of device fabrication, device characteristics, device modeling, circuit layout, design verification. Finally, advanced technology such as GaN HEMTs, graphene devices, carbon nano-tube devices, power devices, heterojunctions, InP and GaSb HBTs will also be studied.",(ECE331H1 or ECE334H1 or ECE354H1) and (ECE335H1 or ECE350H1),,
ECE444H1 - Software Engineering,"The software development process. Software requirements and specifications. Software design techniques. Techniques for developing large software systems; CASE tools and software development environments. Software testing, documentation and maintenance.",ECE344H1 or ECE353H1,,
ECE445H1 - Neural Bioelectricity,"Generation, transmission and the significance of bioelectricity in neural networks of the brain. Topics covered include: (i) Basic features of neural systems. (ii) Ionic transport mechanisms in cellular membranes. (iii) Propagation of electricity in neural cables. (iv) Extracellular electric fields. (v) Neural networks, neuroplasticity and biological clocks. (vi) Learning and memory in artificial neural networks. Laboratory experiences include: (a) Biological measurements of body surface potentials (EEG and EMG). (b) Experiments on computer models of generation and propagation of neuronal electrical activities. (c) Investigation of learning in artificial neural networks.",,,
ECE446H1 - Sensory Communication,"Physical acoustics, acoustic measurements, electroacoustic transducers, and physiological acoustics. Speech processing, speech recognition algorithms and signal processing by the auditory system. Engineering aspects of acoustic design. Electrical models of acoustic systems. Noise, noise-induced hearing loss, and noise control. Introduction to vision and other modalities. Musical and psychoacoustics.",,,
ECE448H1 - Biocomputation,"Modern technologies in the biosciences generate tremendous amounts of biological data ranging from genomic sequences to protein structures to gene expression. Biocomputations are the computer algorithms used to reveal the hidden patterns within this data. Course topics include basic concepts in molecular cell biology, pairwise sequence alignment, multiple sequence alignment, fast alignment algorithms, deep learning approaches, phylogentic prediction, structure-based computational methods, gene finding and annotation.",,,
ECE454H1 - Computer Systems Programming,"Fundamental techniques for programming computer systems, with an emphasis on obtaining good performance. Topics covered include: how to measure and understand program and execution and behaviour, how to get the most out of an optimizing compiler, how memory is allocated and managed, and how to exploit caches and the memory hierarchy. Furthermore, current trends in multicore, multithreaded and data parallel hardware, and how to exploit parallelism in their programs will be covered.",,,
ECE461H1 - Internetworking,"This course will cover the fundamentals of protocols for packet switching networks with emphasis on Internet type of networks including the following topics: the Internetworking concept and architectural model; data link layer (Ethernet and PPP); service interface; Internet addresses; address resolution protocol; Internet protocol (connectionless datagram delivery); routing IP datagrams; Internet control message protocol (error and control messages); subnet and supernet address extensions; ping program; traceroute program; user datagram protocol; reliable stream transport service (TCP); the socket interface; routing (GGP, EGP, IP, OSPF, HELLO); Internet multicasting; domain name system; applications such as HTTP, electronic mail, and SNMP; Internet security and firewall design; Ipv6, RSVP, flows, and ISIP.",ECE361H1,,
