Course Names,descriptions,prereq,Breadth requirements,distribution requirements
LIN101H1 - Introduction to Linguistics: Sound Structure,"Introduction to fundamental principles of linguistics with particular attention to sound structure and its acquisition, processing, and variation; practice in elementary analytic techniques using data from a broad spectrum of languages.",,"Thought, Belief and Behaviour (2)",Humanities
LIN102H1 - Introduction to Linguistics: Sentence Structure and Meaning,"Introduction to fundamental principles of linguistics with particular attention to sentence and meaning structure, their acquisition, processing, and variation; practice in elementary analytic techniques using data from a broad spectrum of languages.",,"Thought, Belief and Behaviour (2)",Humanities
LIN192H1 - Sustaining Indigenous Languages,"There has been much publicity in recent years about language shift and language loss and, along with it, language revitalization. In this course we examine shift involving Indigenous languages – and particularly those of Canada – from a variety of perspectives, and looking at reasons why one might want to 'save' a language. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",
LIN194H1 - The Science Behind Our Accents,"When we speak, the sound is transmitted through the air as a complex sound wave. How are various speech sounds – vowels and consonants – manifested acoustically? What does it mean, in physical terms, to have an accent? These and other related questions will be explored through computer-based acoustic analysis and perceptual experimentation. Upon completion of this course, students will (i) have overview knowledge of basic acoustic properties characterizing phonetic variation pertaining to speech, and accents in particular, (ii) be able to conduct simple speech production and perception experiments, and write up results in the form of scientific research reports, (iii) begin to read and understand scientific literature pertaining to acoustic phonetic variation and its relevance for communication. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",Science
LIN195H1 - Babel: Language in the Mind of Speakers,"What is the relation between language and thought? In this course we examine how language is represented in our minds, and how language and cognitive processes interact. While the link between words and meanings is arbitrary and reflects culture, language is considered to be a universal property of our species. We will examine the place of language in the architecture of the mind; the debates about the universality of language structure vs. linguistic relativism; and how language and thought interact in children’s development. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",Social Science
LIN196H1 - Language and Communication,We will explore the ways in which information is communicated in conversation. We will consider systematic ways in which what a speaker intends to communicate with language goes beyond what one says in conversation. The goal of the course is to investigate the ways in which speakers rely on knowledge of language and implicit “rules” to enrich and transform the literal content of someone’s utterance.|Students will familiarize themselves with some fundamental concepts in linguistic semantics and pragmatics. They will develop analytic skills necessary to analyze a text in an academic context and beyond. Restricted to first-year students. Not eligible for CR/NCR option.,,"Thought, Belief and Behaviour (2)",Social Science
LIN197H1 - Language and Social Justice,"This course explores how language is used to construct and reinforce unjust social structures. Topics may include: the underlying sexism, classism, racism, and ableism of prestige dialects and prescriptive language education; the history and consequences of national language movements; language endangerment, documentation, and revival; sign languages and language rights for the deaf and hard-of-hearing; popular media representations of linguistic variation, especially vocal fry, uptalk, and regional accents; and the relationships between language and sex, gender identity, and sexuality.|Students will develop research, analytic, and writing skills through critique and discussion of assigned texts, independent research projects, and regular written and oral presentation of their work. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",Social Science
LIN198H1 - Language Diversity,"There are estimated to be about 7000 languages currently spoken in the world. What do they have in common? In what ways are they different? This course will explore these questions, covering such topics as meaning, sound systems, the structure of words, the order of words in sentences, question formation, concepts such as subject and object, tense systems, pronoun systems. We will also discuss language loss and revival. Students will develop analytic skills as they consult published grammars and other resources to address these issues. Students will share their findings through oral and written presentation. Examples will be drawn from a wide range of languages. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",Social Science
LIN199H1 - Exploring Heritage Languages,"We will explore how speakers use Heritage Languages in Toronto, using data recently collected in the GTA, so students should be familiar with one of these languages. We will collect, organize and interpret information about heritage languages in Toronto. We will look for speech patterns that differentiate first, second and third generation speakers in Toronto from corresponding speakers in their countries of origin, and look at the effects of cultural and language attitudes and usage.|Students will develop analytic skills as they explore a range of research methods and resources to address these issues. Students will share their findings through oral and written presentation, including online formats. Restricted to first-year students. Not eligible for CR/NCR option.",,"Thought, Belief and Behaviour (2)",Social Science
LIN200H1 - Introduction to Language,"Introduction to Language is a general-interest course on language. Possible topics include: the structure of language; how language changes over time, the social and psychological aspects of language, language and culture, the origin of language, writing systems, and language acquisition. (This course cannot be used as an entrance to programs in linguistics, and cannot be used as a prerequisite to any linguistics courses unless otherwise indicated.)",,"Thought, Belief and Behaviour (2)",Humanities
LIN201H1 - Canadian English,"A study of English spoken in Canada. Topics include: vocabulary items, usage surveys, non-standard dialect enclaves, regional variation and historical development. Students will develop original research projects in linguistics.","(LIN101H1, LIN102H1)/LIN200H1","Thought, Belief and Behaviour (2)",Humanities
LIN202H1 - Introduction to Indigenous Languages of the Americas,"This is an introduction to Indigenous languages and cultures of Central, North, and South America. Students will be exposed to discussions about what is an indigenous language, social status of indigenous languages as well as indigenous movements towards language documentation and revitalization and language education in the Americas.",,"Thought, Belief and Behaviour (2)",Humanities
LIN203H1 - English Words,"English has a rich vocabulary. We will learn how it has developed over time, and investigate aspects of the meaning and pronunciation of words. Most of all, we will study how words are put together, so that students will be able to recognize and analyze unfamiliar words.",,"Thought, Belief and Behaviour (2)",Humanities
LIN204H1 - English Grammar,How the English language works: students analyze a wide variety of English grammatical structures and learn how they vary across dialects and change through time.,,"Thought, Belief and Behaviour (2)",Humanities
LIN211H1 - American Sign Language 1,"This course is an introductory language course for students with little or no prior knowledge of American Sign Language (ASL). It provides an immersive introduction to ASL, with a focus on basic vocabulary, grammar, conversation, and appropriate behaviours for everyday interactions in a variety of social situations. The language is taught through various immersive activities, such as lecture/discussion, interactive games, and situational conversations, supplemented with readings and videos. A significant emphasis throughout the course is placed on Deaf culture and issues facing the Deaf community.",,"Thought, Belief and Behaviour (2)",
LIN228H1 - Phonetics,"Phonetics is a linguistics course that investigates the sounds most commonly used in languages from an articulatory and acoustic point of view, with practice in their recognition and production. Students will learn the International Phonetic Alphabet (IPA) and practice transcribing a wide variety of speech sounds.",,"Thought, Belief and Behaviour (2)",Humanities
LIN229H1 - Sound Patterns in Language,"The nature and organization of phonological systems, with practical work in linguistic analysis.","LIN101H1, LIN228H1","Thought, Belief and Behaviour (2)",Humanities
LIN232H1 - Syntactic Patterns in Language,The nature and organization of syntactic systems; their relation to semantic systems and the linguistic organization of discourse; practical work in linguistic analysis.,LIN102H1,"Thought, Belief and Behaviour (2)",Humanities
LIN241H1 - Introduction to Semantics,"An introduction to meaning within linguistics and the interpretation of language in context. Topics include logical and semantic relations, pragmatic concepts such as presupposition and implicature, the nature of thematic roles, quantifiers and scope relations, the expressions of temporal and modal relations in natural language.",LIN102H1,"Thought, Belief and Behaviour (2)",Humanities
LIN251H1 - Introduction to Sociolinguistics,"How does linguistic variation construct identity? Introduction to recent sociolinguistic literature on language contact, multilingualism, code-switching, expressions of ethnic solidarity and regional identity, sex and gender differentiation, dialect geography, sociophonetics, perceptual dialectology, diffusion of norms in mobile populations, documentation of variation in lesser studied languages, and changes across the life-span.","LIN101H1, LIN102H1","Thought, Belief and Behaviour (2)",Social Science
LIN299Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,Social Science
LIN302H1 - South American Indigenous Languages,"This course is an overview of linguistic diversity in South America, centred on Brazilian indigenous languages and peoples. Students will be introduced to current practices in the maintenance and revitalization of Brazilian indigenous languages and current strategies for empowering indigenous peoples (such as training indigenous filmmakers and music production). We will study aspects of the grammar of Brazilian languages through the analysis of small data sets, and we will discuss the influence of Brazilian indigenous languages on Brazilian Portuguese. Not offered every year.","(LIN101H1, LIN102H1)/LIN200H1/ANT253H1","Thought, Belief and Behaviour (2)",Humanities
LIN303H1 - Central American Indigenous Languages,"This course is about indigenous languages of Central America, focusing on Mayan languages and culture. Students will be introduced to current movements in the maintenance and revitalization of indigenous languages and current strategies for empowering indigenous people (such as training indigenous linguists, music production in indigenous languages, and intercultural bilingual education). Students will also study grammatical features of indigenous languages through the analysis of small data sets, and discuss the contact between indigenous languages and Spanish. Not offered every year.","(LIN101H1, LIN102H1)/LIN200H1/ANT253H1","Thought, Belief and Behaviour (2)",Humanities
LIN305H1 - Quantitative Methods in Linguistics,"Principles of research design, data collection, and a wide variety of statistical techniques for research in various subfields of linguistics.","LIN101H1, LIN102H1, 1.0 credit in LIN/JAL/JFL/JLP","Thought, Belief and Behaviour (2)",Social Science
LIN306H1 - Language Diversity and Language Universals,This linguistics course examines cross-linguistic typological features found in the languages of the world. Special attention is given to describing morphological and syntactic patterns found cross-linguistically. The goal of the course is to draw on the diversity of languages in order to uncover language universals. (Not offered every year),LIN232H1,"Thought, Belief and Behaviour (2)",Humanities
LIN322H1 - Phonological Theory,Basic issues in current phonological theory. Problems focusing on analysis and theory. (Students who want to pursue graduate studies in linguistics are strongly advised to include this course in their program.),LIN229H1,"Thought, Belief and Behaviour (2)",Humanities
LIN323H1 - Acoustic Phonetics,"This linguistics course is an introduction to the acoustic phonetics of the vocal tract, including acoustic properties of speech and its analysis using instrumental techniques.","LIN101H1, LIN102H1, LIN228H1",The Physical and Mathematical Universes (5),Science
LIN331H1 - Syntactic Theory,A course in syntactic theory and analysis within a current formal framework. (Students who want to pursue graduate studies in linguistics are strongly advised to include this course in their program.),LIN232H1,"Thought, Belief and Behaviour (2)",Humanities
LIN333H1 - Morphological Patterns in Language,"The nature and organization of morphological systems, with practical work in linguistic analysis.","LIN229H1, LIN232H1","Thought, Belief and Behaviour (2)",Humanities
LIN341H1 - Semantic Theory,"This linguistics course focuses on the study of natural language semantics and the relation between interpretation and syntactic structure. Topics include predication and quantification, scope and anaphora, problems of discourse analysis, the interpretation of different types of pronouns, and ellipsis.",LIN241H1,"Thought, Belief and Behaviour (2)",Humanities
LIN351H1 - Sociolinguistic Patterns in Language,"In this sociolinguistics course, we explore linguistic variation and its social implications, especially the quantitative study of phonological and grammatical features and their correlations with age, sex, ethnicity, and other social variables.","LIN251H1, or permission of the instructor",Society and its Institutions (3),"Humanities, Social Science"
LIN362H1 - Historical Linguistics,"An introduction to diachronic linguistics. Theories of language change; the comparative method, internal reconstruction, linguistic geography, the origin of languages; language death.",LIN229H1,"Thought, Belief and Behaviour (2)",Humanities
LIN398H0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,Humanities
LIN398Y0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,Humanities
LIN399Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,
LIN402H1 - Linguistic Typology and Constructed Languages,"This course uses constructed languages (e.g., Esperanto, Klingon, Dothraki) to explore crosslinguistic patterns in language structure. Topics include phonological and morphosyntactic typology, language change over time, effects of culture and environment on language, history of language construction, standards in writing descriptive grammars, and critical analysis of research on language diversity.","5 required 200-level courses (LIN228H1, LIN229H1, LIN232H1, LIN241H1, LIN251H1), AND LIN322H1 Phonological Theory OR LIN331H1 Syntactic Theory, or permission of the instructor.","Thought, Belief and Behaviour (2)",Humanities
LIN405H1 - Advanced Quantitative Methods in Linguistics,"This course introduces advanced statistical modeling techniques using the statistical software R, tailored specifically to the needs of linguistic research.",LIN305H1,"Thought, Belief and Behaviour (2)",Humanities
LIN409H1 - Structure of a Specific Language,"Topics may include: the phonological, morphological, syntactic, and semantic systems; the writing system; a brief diachronic sketch; linguistic variation and sociolinguistic aspects. (Not offered every year).","LIN228H1, LIN229H1, LIN232H1, 1.0 credit at the 300/400- level in LIN/JAL/JFL/JLP/JLS","Thought, Belief and Behaviour (2)",Humanities
LIN423H1 - Phonetic Analysis,This course provides students with hands-on experience with main methods of linguistic phonetic (acoustic and articulatory) analysis through project-based group work and training in writing up experimental results.,LIN323H1,The Physical and Mathematical Universes (5),"Humanities, Social Science"
LIN429H1 - Research in Phonology,"Research in Phonological Theory, including guided instruction in how to undertake critical reading of primary literature, develop an original topic, write a research paper, an abstract, a handout, and give an oral presentation. Not eligible for CR/NCR option.",LIN322H1,"Thought, Belief and Behaviour (2)",Humanities
LIN432H1 - Advanced Morphology,"Current research involving morphology, including the role of morphology in the grammar, the nature of inflectional paradigms, affixes affecting grammatical relations constitute this linguistics course. Each year one topic will be a special focus and will be dealt with at length. (Not offered every year)",LIN333H1,"Thought, Belief and Behaviour (2)",Humanities
LIN439H1 - Research in Syntax,"Research in Syntactic Theory, including guided instruction in how to undertake critical reading of primary literature, develop an original topic, write a linguistics research paper, an abstract, a handout, and give an oral presentation. Not eligible for CR/NCR option. (Not offered every year)",LIN331H1,"Thought, Belief and Behaviour (2)",Humanities
LIN441H1 - Advanced Semantics and Pragmatics,This course covers current research in formal semantics and pragmatics. Topics may vary from year to year. The course is intended to be a seminar-style course; it includes reading primary literature and writing a research paper.,LIN341H1,"Thought, Belief and Behaviour (2)",Humanities
LIN451H1 - Urban Dialectology,"Ways in which urban sub-cultures differ in their use of language. How speakers dialects reflect their ethnicity, group affiliation, and other social categories. Practice in dialect analysis based on data from the speech community, emphasizing procedures and techniques.",LIN351H1 plus 2.0 credits at the 200+ level in LIN/JAL/JLP,Society and its Institutions (3),"Humanities, Social Science"
LIN456H1 - Language Variation and Change: Theory and Analysis,"The theory and practice of sociolinguistics. The inter-relationship between language and society from the perspective of collecting, organizing, and analyzing patterns in natural speech data, including field methods and quantitative methods for correlating linguistic and social variables.",LIN351H1,Society and its Institutions (3),"Humanities, Social Science"
LIN458H1 - Revitalizing Languages,"A study of language endangerment and language revitalization efforts, focusing on Indigenous languages of Canada. Topics include language classification and a survey of major features of the languages, what it means for a language to be endangered, the factors that contribute to language shift, and efforts to reverse language shift, including discussion of literacy, documentary linguistics and dictionaries.","LIN101H1, LIN102H1 plus 2.0 credits at the 200+ level in LIN/JAL",Society and its Institutions (3),"Humanities, Social Science"
LIN481H1 - Introduction to Analysis and Argumentation,"Linguistic argumentation, practice in constructing and evaluating hypotheses, and critical evaluation of representative articles. Emphasis on the structure of arguments rather than on the analysis of a particular language.",LIN322H1/LIN331H1,"Thought, Belief and Behaviour (2)",Humanities
LIN490H1 - Special Topics in Linguistics,"A specific topic in linguistics will be explored in depth in Special Topics in Linguistics. Students will learn about a narrowly-focused area of linguistics, including guided instruction in how to undertake critical reading of primary literature, develop a research topic and write a linguistics research paper. Not eligible for CR/NCR option. (Not offered every year)","2.0 LIN credits at the 200+ level, of which 1.0 LIN credit must be at the 300+ level. Permission of the instructor will also be required.","Thought, Belief and Behaviour (2)",Humanities
LIN495Y1 - Individual Project,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,,
LIN496H1 - Individual Project,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,,"Humanities, Social Science"
LIN497Y1 - Individual Project,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,,"Humanities, Social Science"
LIN498H1 - Individual Project,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,,"Humanities, Social Science"
LIN499H1 - Individual Project,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,,"Humanities, Social Science"
