Course Names,descriptions,prereq,Breadth requirements,distribution requirements
HMB434H1 - Complementary & Integrative Medicine,"Introduction to complementary and alternative medical therapies. Topics include, Traditional Chinese Medicine, Naturopathy, Ayurvedic, and Mind-Body Practices. Biological mechanisms will be emphasized and therapies will be critically analyzed from an evidence-based research perspective. Integrating alternative therapies into Western practices with a focus on personalized medicine will be discussed.","Completion of 14.0 credits, BCH210H1, BIO230H1/BIO255H1, HMB302H1/ HMB312H1/ HMB314H1/ HMB322H1/ HMB323H1/ HMB342H1, and HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB435H1 - Selected Topics in Molecular Cell Biology,"Theme-based lecture and seminar course underlining current basic science research in the area of molecular and cell biology, focusing on cell migration and its relevance to human health and disease. Topics may focus on the impact of fundamental processes underlying the cell biology, physiology and pathophysiology of cell motility in a variety of systems (e.g. immune, nervous system, cancer context).","Completion of 14.0 credits, BCH311H1/CSB349H1/MGY311Y1/PSL350H1",Living Things and Their Environment (4),Science
HMB437H1 - The Biology of the Human Metallome,"This course will discuss how heavy metals are integral to organ function through various biological pathways, the importance of metal regulation and control and its relationship with gene transcription. An introduction of metallo-therapeutics will also be featured, ranging from neurodegenerative therapies to cancer treatment.","Completion of 14.0 credits, HMB265H1/BIO260H1, BIO230H1/ BIO255H1, BCH210H1",Living Things and Their Environment (4),Science
HMB440H1 - Dementia,"This course, featuring a service-learning component, explores dementia. In patients with dementia, intellectual, social and occupational functioning deteriorate. The course addresses the multi-disciplinary aspects of dementia (clinical, genetic, molecular, social) with a focus on the most common cause of dementia, Alzheimer's disease.|A short application to enrol in this course is required. Information may be found via the Human Biology Program website.","Completion of 14.0 credits,  HMB265H1/ BIO260H1,  PSL300H1,  HMB300H1/ HMB302H1/ HMB320H1/ HMB321H1/ ANA300Y1",Living Things and Their Environment (4),Science
HMB441H1 - Genetics of Human Disease,"This advanced course aims to provide students with current, in-depth knowledge of the genetics of specific human diseases, including single gene (e.g., Huntington disease), multifactorial (e.g. Alzheimer’s disease), and non-Mendelian (e.g. mitochondrial DNA-related disease) disorders, and how the use of genetics to elucidate disease mechanisms can lead to treatments and personalized medicine in order to improve healthcare.","Completion of 14.0 credits, HMB265H1/BIO260H1, BCH210H1, HMB302H1/HMB321H1/HMB322H1/BCH311H1/CSB349H1/MGY311Y1/PSL350H1, and HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB442H1 - Brain Tumours: From Diagnosis to Treatment Effects,"This course focuses on current insights in brain tumour etiology and pathology as well as treatment options and side-effects. Based on a seminar format, this course is highly discussion-based and collaborative in nature.","14.0 credits complete, PSL300H1, HMB302H1/HMB322H1/HMB300H1/CJH332H1",Living Things and Their Environment (4),Science
HMB443H1 - Global Hidden Hunger,"Vitamin and mineral deficiencies, termed ‘hidden hunger,’ affect about half the world’s population. Explore the global nature, catastrophic consequences, and causes of these deficiencies. Discuss formulation and implementation of international, national, and local policies to alleviate ‘hidden hunger’ especially in infants and young children. A service-learning opportunity is integrated. Students will be required to contribute to a local community organization while using course knowledge to develop a project or initiative beneficial to the organization and community.|A short application to enrol in this course is required. Information may be found via the Human Biology Program website.","Completion of 14.0 credits,  BIO230H1/ BIO255H1,  HMB302H1/  HMB303H1/  HMB312H1/  HMB314H1/  HMB322H1/  HMB323H1/  CJH332H1 (formerly  CSB332H1)/  NFS382H1",Society and its Institutions (3),Science
HMB450H1 - Neurodevelopmental Disorders and Diseases,"Proper development of the human brain is essential for human health. This course will examine how neurodevelopment failures contribute to neurological disorders and diseases, such as epilepsy and autism. Current research from basic, translational, and clinical perspectives will be examined using case studies.","Completion of 14.0 credits, HMB200H1, HMB320H1/ANA300Y1",Living Things and Their Environment (4),Science
HMB452H1 - Personalized Medicine,The bridge between basic scientific research and clinical practice integrates fundamental knowledge about molecular/cellular mechanisms and clinical disorders to increase the potential for new medical treatments and technologies as well as understanding of disease processes. Specific topics vary from year to year and will be based on the course instructor's area(s) of expertise.,"14.0 credits complete, HMB302H1/ HMB321H1/ HMB322H1, HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB453H1 - AIDS: A Global Perspective,"Seminars explore the global AIDS crisis. Varying epidemiological profiles of AIDS are placed in broader biological, social, and cultural frameworks. The impact of globalization and structural inequality on local cultures and lifestyles provides a backdrop to the discussions.","14.0 credits complete, BIO220H1/JSU237H1/PHS300H1/JNH350H1",Living Things and Their Environment (4),Science
HMB460H1 - Seminars in Neurobiology of Mental Health,This seminar course focuses on recent research into the neurobiology underlying mental health issues and is highly discussion-based and collaborative in nature. Specific topics are indicated by subtopic (which may vary yearly).,"14.0 credits complete, HMB200H1, HMB300H1, HMB320H1/ANA300Y1",Living Things and Their Environment (4),Science
HMB462H1 - Topics in Epidemiology,"The focus is on the theory and application of biostatistics and epidemiology to current developments in special topics in substantive areas of epidemiology (e.g., chronic disease, environmental & occupational health, infectious disease, methods, social, etc.).","Completion of 14.0 credits, HMB342H1",Living Things and Their Environment (4),Science
HMB470H1 - Exercise and Sports Medicine,"This course considers the health benefits and risks of different forms of exercise, with a goal of understanding how people should exercise, and how much, depending on their athletic and health goals. It introduces elements of exercise science including the biomechanics of tissues and injuries to develop an understanding of how both the quantity and quality of movement and loading contribute to healthy training and/or injury. Some common injuries in sport such as knee injuries and concussions are used as examples of how various patterns of loading can cause injuries.","Completion of 14.0 credits, PSL300H1, PSL301H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB471H1 - Performance Enhancement,"Enhancing performance has broad appeal. This course explores current developments for achieving peak performance academically, physically and emotionally. We focus on the scientific basis of the links between performance and stress, and of the benefits and risks of pharmacological methods to achieve performance enhancement. Various stress management skills are introduced.","Completion of 14.0 credits, PSL300H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB472H1 - Exercise Physiology,"Examine the physiological and biochemical responses of the human body to both acute and chronic bouts of physical activity. The impact of activity on health, and health on physical activity, is explored by examining adaptations from the cellular to the systemic level of bodily function.","Completion of 14.0 credits, PSL300H1, PSL301H1,  HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB473H1 - Exercise and Mental Health,"This course, featuring a service-learning component, discusses how mental well-being is a critical element of total health. We explore the evidence underpinning the role of physical activity in the avoidance of mental disorders, recovery from mental disorders, and the quality of life of those with or without mental disorders.|A short application to enrol in this course is required. Information may be found via the Human Biology Program website.","Completion of 14.0 credits,  PSL300H1,  PSL301H1",Living Things and Their Environment (4),Science
HMB474H1 - Dental Sciences,"Dentistry is one of the oldest branches of medicine responsible for the treatment of diseases of oral cavity. This course will introduce students to the key concepts as well as the latest research in the dental sciences, including but not limited to craniofacial structures, bone physiology, odontogenesis, pathogenesis of oral diseases, and technology in dental sciences.","Completion of 14.0 credits, BIO230H1/BIO255H1, PSL300H1, PSL301H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Living Things and Their Environment (4),Science
HMB489H1 - Advanced Laboratory in Human Biology,"Building on their experience in 3rd-year labs, students participate in inquiry-based laboratory experiments in diverse areas of current human biology research. Open to students in any Human Biology program. Labs start in the first week of term. (Lab Materials Fee: $107)","Completion of 14.0 credits, HMB310H1/ HMB311H1/ HMB312H1/ HMB314H1",Living Things and Their Environment (4),Science
HMB490Y1 - Health in Community,"An experiential learning course exploring health-related challenges and social determinants of health in partnership with local community organizations. Lectures and tutorials will support learning of selected biological and social aspects of health and disease, neuroscience, genetics or population health, and the development of scientific knowledge translation skills relevant to the community agencies. Cannot be taken concurrently with a full year research project course.","BIO230H1/ BIO255H1,  HMB265H1/ BIO260H1,  BCH210H1,  PSL300H1,  PSL301H1,  HMB200H1/ HMB201H1/ HMB202H1/ HMB203H1/ HMB204H1","Living Things and Their Environment (4), Society and its Institutions (3)",Science
HMB496Y1 - Research Project in Human Biology,"A research project course for students enrolled in a Human Biology program, supervised by a faculty member appointed in a faculty or division at St. George Campus (Faculties of Arts & Science, Medicine, Engineering, Dalla Lana School of Public Health, etc.). Open to third and fourth year students.|Students are responsible for securing their own supervisor. Should a HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.|Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the Special Enrolment Courses page on the HMB Website.|Not eligible for CR/NCR option.",Permission of the Human Biology Program; please refer to the Human Biology Program website for more details,,Science
HMB499Y1 - Research Project in Human Biology II,"A research project course for students enrolled in a Human Biology program, supervised by a faculty member appointed in a faculty or division at St. George Campus (Faculties of Arts & Science, Medicine, Engineering, Dalla Lana School of Public Health, etc.).|Students are responsible for securing their own supervisor. Should a HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.|Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the Special Enrolment Courses page on the HMB Website.|Not eligible for CR/NCR option.","HMB496Y1, and permission of the program",,Science
JEH455H1 - Current Issues in Environment and Health,"This course introduces students to complex issues at the interface between environment and health where health is broadly defined. Each year a current and controversial case study is explored from scientific, medical, political and policy perspectives. The course takes students from the molecular to individual to population and societal levels.","Completion of 14.0 credits, ENV341H1/ HMB302H1/HMB312H1/ HMB314H1/ HMB322H1",Living Things and Their Environment (4),Science
JHA410H1 - Clinical Neuroimaging,"This course focuses on the use of neuroimaging techniques in understanding how trauma, disorders, and disease impact neural structure and function. Lectures will focus on introduction to techniques and clinical/research applications. Lab work will focus on the development of practical skills including image processing, analyses, and experimental design.","Completion of 9.0 credits,  PSL300H1,  BIO230H1,  HMB200H1/ PSY290H1/ ANA300Y1",Living Things and Their Environment (4),Science
JNH350H1 - AIDS : Challenges and Successes,Explores the pandemic of AIDS in Africa through a social science lens. (Given by Human Biology and New College),,Society and its Institutions (3),"Humanities, Science, Social Science"
