Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CHM209H1 - Science of the Modern Kitchen,"The properties of different food types will be discussed, as well as how they can be manipulated in the kitchen to transform taste and texture. Concepts will be considered through the lens of the scientific method, and many of the ingredients and practices of modernist cuisine will be examined. This course is intended for students with no science background.",,The Physical and Mathematical Universes (5),Science
CHM210H1 - Chemistry of Environmental Change,"Examines the fundamental chemical processes of the Earth’s natural environment, and changes induced by human activity. Topics related to the atmosphere: urban air pollution, stratospheric ozone depletion, acid rain, climate change; the hydrosphere: water resources and pollution, wastewater analysis; biogeochemistry and inorganic metals in the environment.","(CHM135H1/CHM139H1/CHM151Y1), (MAT135H1/MAT137Y1/MAT157Y1)",The Physical and Mathematical Universes (5),Science
"CHM211H1 - Chemicals in the Environment: The Good, the Bad, and the Ugly","The world is made up of chemicals, some are natural and some are unnatural. This course will explore sources and fate of chemicals in the environment and how humans interact with them. From this perspective, we will examine how to assess exposure and risk in our everyday lives.",,The Physical and Mathematical Universes (5),Science
CHM217H1 - Introduction to Analytical Chemistry,"Introduction to the science of chemical measurement, from sampling through analysis to the interpretation of results, including how water, food products, pharmaceuticals, and dietary supplements are analysed for content, quality, and potential contaminants. Also how to interpret experimental measurements, compare results and procedures, and calibrate analytical instrumentation. Through closely integrated lectures, laboratories, and tutorials, this highly practical course introduces a variety of analytical techniques including volumetric methods, potentiometry, uv/visible and infrared spectrophotometry, flame atomic absorption spectrometry, and chromatography. Additional information can be found at http://www.chem.utoronto.ca/coursenotes/CHM217/. (Lab Materials Fee: $25).","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1 with a minimum grade of 63%; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",The Physical and Mathematical Universes (5),Science
CHM220H1 - Physical Chemistry for Life Sciences,"Introduction to thermodynamics; kinetics; phase equilibrium, properties of mixtures, chemical equilibrium, electrochemistry; introduction to quantum mechanics and spectroscopy. This course is recommended for students in life and health science programs that involve a small amount of chemistry. Students enrolled in any chemistry specialist program (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program), are strongly encouraged to take CHM222H1 and CHM223H1.","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",The Physical and Mathematical Universes (5),Science
CHM222H1 - Introduction to Physical Chemistry,"Topics: introductory thermodynamics, first and second law and applications; chemical equilibrium. The course is intended for students who will be following one of the chemistry specialist programs (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program).","[(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1 with a minimum grade of 63%], (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1,(PHY131H1, PHY132H1)/(PHY151H1, PHY152H1)",The Physical and Mathematical Universes (5),Science
CHM223H1 - Physical Chemistry: The Molecular Viewpoint,A continuation of  CHM220H1 or  CHM222H1 for students wishing to take some additional material in Physical Chemistry. The course covers topics in quantum mechanics and spectroscopy.,"CHM220H1 with a minimum grade of B, or  CHM222H1",The Physical and Mathematical Universes (5),Science
CHM238Y1 - Introduction to Inorganic Chemistry,"The first part (with CHM338H1) of a two-year sequence in Inorganic Chemistry, designed to illustrate and systematize the rich variety of structures, physical properties and reactions of compounds of the elements across and down the Periodic Table. Introduction to structure, symmetry and bonding of molecules and lattices; acid-base and redox reactions; d-metal complexes; chemistry of elements of the s and p blocks; inorganic materials and solid state chemistry with applications in advanced technologies. (Lab Materials Fee: $50).","CHM151Y1/(CHM135H1/CHM139H1, CHM136H1/CHM138H1) with a minimum grade of 63%",The Physical and Mathematical Universes (5),Science
CHM247H1 - Introductory Organic Chemistry II,"Reactions of organic compounds. Principles of mechanism, synthesis, and spectroscopy, continuing from CHM138H1. This course is recommended for students in life and health science programs that involve a small amount of chemistry. Students enrolled in any chemistry specialist program (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program) are strongly encouraged to take CHM249H1. (Lab Materials Fee: $25).","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1",The Physical and Mathematical Universes (5),Science
CHM249H1 - Organic Chemistry,"An introductory course in organic chemistry, based around the themes of structure, bonding, reaction mechanism and synthesis. Reactions are discussed with a view to understanding mechanism and how they are useful in the multi-step synthesis of medicinally and industrially important compounds. An introduction to the spectroscopy of organic molecules is also given, as well as discussion of topics relating to the biological behaviour of organic molecules and medicinal chemistry. Students are also introduced to green chemistry approaches from an experimental perspective. This course continues from CHM151Y1 or CHM138H1 and is designed for students enrolled in any chemistry specialist or major program. This course is highly recommended for students in the Biological Chemistry Specialist program. (Lab Materials Fee: $25).","CHM151Y1/(CHM135H1/CHM139H1, CHM136H1/CHM138H1) with a minimum grade of 63%",The Physical and Mathematical Universes (5),Science
CHM299H1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,Science
CHM299Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,Science
CHM310H1 - Environmental Fate and Toxicity of Organic Contaminants,"Organic chemical contaminants surround us in our everyday lives (e.g. in medications, personal care products, flame retardants, refrigerants) and because of this, they are present in the environment and in ourselves. In this course we will explore the fate of chemicals in the environment as a whole, as well as in the body, to understand how chemicals can be designed to mitigate the risks associated with their use and unintended release. Specific topics will include environmental partitioning; environmentally-relevant transformation processes; the chemistry and effects of redox-active species; and the toxicity/detoxification of electrophilic species in the body.","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1, (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",The Physical and Mathematical Universes (5),Science
CHM317H1 - Introduction to Instrumental Methods of Analysis,Scope of instrumental analytical chemistry; Fourier transform IR absorption spectroscopy; molecular luminescence; emission spectroscopy; mass spectrometry; sensors; gas and high performance liquid chromatography; instrument design principles and applications in industry and the environment. (Lab Materials Fee: $25).,"CHM217H1 with a minimum grade of 63%; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",The Physical and Mathematical Universes (5),Science
CHM326H1 - Introductory Quantum Mechanics and Spectroscopy,This course introduces the postulates of quantum mechanics to develop the fundamental framework of quantum theory. A number of exactly soluble problems are treated in detail as examples. Perturbation theory is introduced in the context of understanding many body problems. Various applications to chemical bonding and molecular spectroscopy are covered in detail.,"(CHM220H1/CHM222H1,CHM221H1/CHM223H1)/CHM225Y1, MAT235Y1/MAT237Y1",The Physical and Mathematical Universes (5),Science
CHM327H1 - Experimental Physical Chemistry,"Students are introduced to physical chemistry laboratory work in a project based approach in which they develop, design and implement projects that address fundamental and applied questions in physical chemistry. The course also involves lecture material related to working as an experimental physical chemist. (Lab materials fee: $25).","(CHM220H1/CHM222H1/MSE202H1, CHM221H1/CHM223H1) with a minimum grade of 63% in each/CHM225Y1 with a minimum grade of 63%",The Physical and Mathematical Universes (5),Science
CHM328H1 - Modern Physical Chemistry,"This course explores the microscopic description of macroscopic phenomena in chemistry. Statistical mechanics is introduced as the bridge between the microscopic and macroscopic views, and applied to a variety of chemical problems including reaction dynamics. More advanced topics in thermodynamics are introduced and discussed as required.","(CHM220H1/CHM222H1,CHM221H1/CHM223H1)/CHM225Y1, MAT235Y1/MAT237Y1",The Physical and Mathematical Universes (5),Science
CHM338H1 - Intermediate Inorganic Chemistry,"Further study of the structures, physical properties and reactions of compounds and transition metals. Introductions to spectroscopy and structural analysis, reaction mechanisms, d- block organometallic compounds, catalysis, and bioinorganic chemistry. The weekly laboratory demonstrates aspects of transition metal chemistry. (Lab Materials Fee: $25).",CHM238Y1 with a minimum grade of 63%,The Physical and Mathematical Universes (5),Science
CHM342H1 - Modern Organic Synthesis,"An overview of the preparation of various classes of organic compounds. Strategies and tactics of synthetic organic chemistry using examples from natural products and pharmaceuticals. C-C bond formation, functional group reactivity, structure, stereochemistry and selectivity.",CHM247H1/CHM249H1,The Physical and Mathematical Universes (5),Science
CHM343H1 - Organic Synthesis Techniques,This laboratory course showcases modern organic synthesis techniques and introduces chemical research principles. It provides excellent preparation for a CHM499Y1 project in organic chemistry. Associated lectures teach theory and problem-solving approaches from a practical perspective and through industrial case studies. Green chemistry decision-making is a central theme of both the lecture and laboratory components. (Lab Materials Fee: $25).,CHM247H1/CHM249H1 with a minimum grade of 63%,The Physical and Mathematical Universes (5),Science
CHM347H1 - Organic Chemistry of Biological Compounds,"An organic chemical approach to the structure and reactions of major classes of biological molecules: carbohydrates, amino acids, peptides and proteins, phosphates, lipids, heterocycles, vitamins, nucleotides and polynucleotides. This is achieved through studies of advanced stereochemistry, chemical modification, reactions and synthesis. In addition to lectures and reading from texts, there will be opportunities for independent written assignments on several of the topics.",CHM247H1/CHM249H1,The Physical and Mathematical Universes (5),Science
CHM348H1 - Organic Reaction Mechanisms,"Principles and methods of analyzing and predicting organic chemical reactivity: advanced stereochemistry, conformational analysis, molecular orbitals, reaction kinetics, isotope effects, linear free energy relationships, orbital transformations, systematization of mechanisms. The laboratory section is used to illustrate the operation of the principles, including examples of data acquisition for mechanistic analysis and theoretical computations. Regular original reports on methods and outcomes are an important part of the laboratory. (Lab Materials Fee: $25).",CHM247H1/CHM249H1 with a minimum grade of 63%,The Physical and Mathematical Universes (5),Science
CHM355H1 - Introduction to Inorganic and Polymer Materials Chemistry,"Fashioned to illustrate how inorganic and polymer materials chemistry can be rationally used to synthesize superconductors, metals, semiconductors, ceramics, elastomers, thermoplastics, thermosets and polymer liquid crystals, with properties that can be tailored for applications in a range of advanced technologies. Coverage is fairly broad and is organized to crosscut many aspects of the field.","CHM220H1/CHM222H1/CHM225Y1, CHM238Y1, CHM247H1/CHM249H1",The Physical and Mathematical Universes (5),Science
CHM379H1 - Biomolecular Chemistry,This course provides an opportunity to learn core techniques in biological chemistry in a small group laboratory setting. It provides excellent preparation for a CHM499Y1 project in biological chemistry or related areas. Lectures will discuss the theory behind the techniques and highlight how they are used in modern biological chemistry research and practice. Note: CHM379H1 can be used as the biochemistry lab requirement for students completing double majors in chemistry and biochemistry. (Lab Materials Fee: $25).,"(CHM247H1/CHM249H1 with a minimum grade of 63%), CHM347H1, BCH210H1",The Physical and Mathematical Universes (5),Science
CHM395Y1 - Research Project in Chemistry,An independent research project conducted under the direction of a teaching faculty or research faculty member in the Department of Chemistry. Applications for enrolment should be made to the Department before the end of the preceding Summer session. Not eligible for CR/NCR option.,"Completion of at least 2.0 CHM credits with a minimum cGPA of 3.0 in all CHM credits. Students are required to identify a potential faculty supervisor before contacting the Associate Chair, Undergraduate Studies for enrolment permission. Written confirmation is needed from both the Associate Chair, Undergraduate Studies and the prospective supervisor. Attendance at a mandatory safety orientation training session held during the first week of September.",The Physical and Mathematical Universes (5),Science
CHM396Y0 - Research Topic Abroad,Course credit for research or field studies abroad under the supervision of a faculty member. Not eligible for CR/NCR option.,"At least 8.5 credits and no more than 14.0 credits, including at least 1.5 credits from 200-level Chemistry courses, or permission of the instructor.",The Physical and Mathematical Universes (5),Science
CHM397H0 - Research Abroad in Chemistry,Independent research project in Chemistry under the supervision by a faculty member in an approved partner institution. This unique opportunity to conduct a lab-based research project is open to students in any Chemistry programs. Not eligible for CR/NCR option.,Any CHM 300-level courses with lab; permission of the Department,The Physical and Mathematical Universes (5),Science
CHM398H0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Science
CHM398Y0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Science
CHM399H1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,Science
CHM410H1 - Analytical Environmental Chemistry,"An analytical theory, instrumental, and methodology course focused on the measurement of pollutants in soil, water, air, and biological tissues and the determination of physical/chemical properties including vapour pressure, degradation rates, partitioning. Lab experiments involve application of theory. (Lab Materials Fee: $25).","CHM217H1, CHM210H1/CHM310H1",The Physical and Mathematical Universes (5),Science
CHM414H1 - Biosensors and Chemical Sensors,"The development, design, and operation of biosensors and chemical sensors, including: biosensor technology, transducer theory and operation, device design and fabrication, surface modification and methods of surface analysis, flow injection analysis and chemometrics.",CHM217H1/CHM220H1/CHM222H1/CHM225Y1,The Physical and Mathematical Universes (5),Science
CHM415H1 - Topics in Atmospheric Chemistry,"This course builds upon the introductory understanding of atmospheric chemistry provided in CHM210H1. In particular, modern research topics in the field are discussed, such as aerosol chemistry and formation mechanisms, tropospheric organic chemistry, the chemistry of climate including cloud formation and geoengineering, biosphere-atmosphere interactions, the chemistry of remote environments. Reading is from the scientific literature; class discussion is emphasized.",CHM210H1,The Physical and Mathematical Universes (5),Science
CHM416H1 - Separation Science,"This course provides theoretical and practical background useful for engaging in cutting-edge chemical separations in chemistry, biology, medicine, engineering, research, and industry. The course covers general separations concepts and principles, with an emphasis on liquid chromatography and its various modes, including partition chromatography, ion chromatography, enantiomer chromatography, size exclusion chromatography, and affinity chromatography. Other topics include materials and instrumentation, gas chromatography, supercritical fluid chromatography, electrophoresis and related techniques, and a host of miscellaneous separation (e.g., TLC, FFF, CF) and extraction (e.g., LLE, SPE, SPME) modalities. Classes are supplemented with online/virtual laboratory exercises.",CHM317H1,The Physical and Mathematical Universes (5),Science
CHM417H1 - Laboratory Instrumentation,"This course provides an introduction to building and using optics- and electronics-based instrumentation for laboratory research, as well as for implementing custom software control. Lecture topics include passive electronic components, diodes and transistors, operational amplifiers, analogue-to-digital conversion, light sources and detectors, reflectors, refractors, polarizers, diffractors, and many others. Lectures are supplemented by laboratories in which students work in teams to build fluorescent detection systems for chromatography over the course of several weeks. (Lab Materials Fee: $25).",,The Physical and Mathematical Universes (5),Science
CHM423H1 - Applications of Quantum Mechanics,"Applications of time independent and time dependent perturbation theory to atomic and molecular problems, selection of topics from WKB approximation and the classical limit; the interaction of light with matter; elementary atomic scattering theory; molecular bonding.",CHM326H1,The Physical and Mathematical Universes (5),Science
CHM427H1 - Statistical Mechanics,"Ensemble theory in statistical mechanics. Applications, including imperfect gases and liquid theories. Introduction to non-equilibrium problems.","CHM326H1, CHM328H1",The Physical and Mathematical Universes (5),Science
CHM432H1 - Organometallic Chemistry and Catalysis,"Structure, bonding, and reactions of organometallic compounds, with emphasis on basic mechanisms, and industrial processes. Addition, metalation, elimination, important catalytic cycles, electrophilic, and nucleophilic reactions are considered on a mechanistic basis. Topics on modern organometallic chemistry and catalysis are covered.",CHM338H1,The Physical and Mathematical Universes (5),Science
CHM437H1 - Bioinorganic Chemistry,"This course examines the use of metals in biology. Topics include naturally occurring and medicinal ligands; transport, uptake and control of concentration of metal ions; and physical methods of characterization of metal binding sites. The roles of metal ions in nature are discussed, including as structural and signaling elements in proteins, nucleic acids and DNA-binding complexes and proteins; as Lewis-acid centres in enzymes; as carriers of electrons, atoms and groups in redox proteins and enzymes; and as sources of biominerals; as radiopharmaceuticals.",CHM238Y1,The Physical and Mathematical Universes (5),Science
CHM440H1 - The Synthesis of Modern Pharmaceutical Agents,"This course provides an overview of reactions and synthetic strategies that are being used at different stages of the drug development process. Using representative examples from the literature, we will concentrate on synthesis of complex heterocyclic compounds.",CHM342H1,The Physical and Mathematical Universes (5),Science
CHM441H1 - Spectroscopic Analysis in Organic Chemistry,"Structure and stereochemistry determination using modern spectroscopic techniques. Several techniques are discussed but particular emphasis is given to NMR (1H and 13C NMR) and mass spectrometry. The approach taken emphasizes applications of these spectroscopic methods to organic problems. Students are trained to run their own spectra (IR, UV, NMR, GC-MS). (Lab Materials Fee: $25).","CHM249H1, CHM343H1",The Physical and Mathematical Universes (5),Science
CHM443H1 - Physical Organic Chemistry,"Noncovalent binding forces, solutions, and molecular recognition. Electronic structure theory and computational techniques. Reaction mechanisms: experimental probes and reactive intermediates, including carbenes and radicals. Photophysics and photochemistry of organic compounds.","CHM220H1/CHM222H1/CHM225Y1, CHM348H1",The Physical and Mathematical Universes (5),Science
CHM447H1 - Bio-organic Chemistry,"Mechanisms in biochemical systems:  Examples of biological catalysis are considered in terms of chemical mechanisms and their extensions, overcoming barriers catalytic groups in active sites, stereochemical applications, energy transfer, kinetic patterns, inhibitors, drug design, cofactors, ribozymes, proteosomes.  Related current issues are noted and discussed.  The format includes lectures integrated with in-class discussions.","CHM347H1, CHM348H1",The Physical and Mathematical Universes (5),Science
CHM455H1 - Advanced Materials Chemistry,"A comprehensive investigation of synthetic methods for preparing diverse classes of inorganic materials with properties intentionally tailored for a particular use. Begins with a primer on solid-state materials and electronic band description of solids followed by a survey of archetypical solids that have had a dramatic influence on the materials world, some new developments in materials chemistry and a look at perceived future developments in materials research and technology. Strategies for synthesizing many different classes of materials with intentionally designed structures and compositions, textures and morphologies are then explored in detail emphasizing how to control the relations between structure and property of materials and ultimately function and utility. A number of contemporary issues in materials research are critically evaluated to appreciate recent highlights in the field of materials chemistry - an emerging sub-discipline of chemistry.","CHM325H1/CHM355H1, CHM338H1",The Physical and Mathematical Universes (5),Science
CHM456H1 - Organic Materials Chemistry,"This course covers design, synthesis, characterization and application of organic materials. Emphasis is placed on classic examples of organic materials including semiconducting polymers, molecular devices, self-assembled systems, and bioconjugates, as well as recent advances from the literature.","CHM247H1/CHM249H1, CHM220H1/CHM222H1/CHM225Y1",The Physical and Mathematical Universes (5),Science
CHM457H1 - Polymer Chemistry,"Scope of polymer chemistry. Classification of polymers. Synthesis and characterization. Polymers in solution. Thermodynamics of polymer solutions and blends, Flory-Huggins theory. Polymers in the solid state. Crystalline and amorphous polymers. Glass transition and melting temperature. Mechanical properties. Polymers as advanced materials.","CHM220H1/CHM222H1/CHM225Y1, CHM247H1/CHM249H1",The Physical and Mathematical Universes (5),Science
"CHM458H1 - Soft Materials for Life, Energy, and the Environment","In the framework of a dry lab, students will analyze and interpret characterization data, extending their existing knowledge of chemical fundamentals and experimental techniques to polymeric systems. Through a combination of lectures, dynamic group collaborations, and self-paced assignments, students will actively engage with peers to understand course materials (including published literature), explore how polymer innovations are commercialized, and develop a toolkit for leveraging instrumentation to investigate hypotheses in research.",CHM247H1/CHM249H1/MSE245H1; CHM220H1/CHM222H1/CHM223H1/APS110H1,The Physical and Mathematical Universes (5),Science
CHM479H1 - Biological Chemistry,"An in depth examination of biological systems at the molecular level. Several complex, multi-component molecular machines with a central role in life will be examined. For each system studied, the focus will be on understanding the chemical mechanisms that underlie the biological activities, and how these processes fit into a cellular context.","BCH210H1/BCH242Y1, CHM347H1",The Physical and Mathematical Universes (5),Science
CHM499Y1 - Introduction to Chemistry Research,"An experimental or theoretical research problem under the supervision of a teaching faculty or research faculty member in the Department of Chemistry. Five mandatory 90-minute professional development workshops cover aspects of academic writing, poster presentations, reading scientific literature, and job applications/interviews. Each student is required to attend a total of six one-hour research colloquia during the Fall and Winter Sessions. Applications for enrolment should be made to the Department in the preceding Winter Session with the deadline being the Friday before Reading Week: the application form is available at the Department of Chemistry website. Students are notified with the results of their application by the last week of March. Only students being admitted are required to contact chemistry faculty to discuss available research projects. Projects are in the areas of environmental, analytical, physical, inorganic, materials, polymer, organic and biological chemistry. Not eligible for CR/NCR option.",Permission of the department. Minimum cGPA of 3.0 in CHM program courses. Research positions are limited. Students with strong background on courses in the sub-discipline of research interest will be given preference. Attendance at a mandatory safety orientation training session held during the first week of September.,The Physical and Mathematical Universes (5),Science
JCC250H1 - Computing for Science,"Computational skills for the modern practice of basic and applied science. Applied computer programming with an emphasis on practical examples related to the simulation of matter, drawing from scientific disciplines including chemistry, biology, materials science, and physics. Studio format with a mixture of lecture, guided programming, and open scientific problem solving. Students will be exposed to Python numerical and data analysis libraries. No prior programming experience is required.","CHM135H1/ CHM136H1/ CHM151Y1, 0.5 credit in MAT (excluding FYF courses)",The Physical and Mathematical Universes (5),Science
JSC301H1 - Principles and Practices in Science Education,"Fundamental principles and practices in education and public outreach in the sciences, mathematics, and engineering, including education research, curriculum, teaching, and assessment.  Students will learn and apply effective strategies which engage and educate learners at the K-16 and public level.  The course assignments include a project and/or placement experience.","At least 8.0 credits, and enrolment in a science, mathematics, or engineering program",Society and its Institutions (3),Social Science
NUS227H0 - Science at the Nanoscale,Students are introduced to fundamental principles of physics and chemistry important to the nanoscale. Some basic physical tools that can be used to explore structures at this length scale are discussed. Linkages between the fundamental sciences and practical applications in nanotechnology are also made.,"CHM135H1/CHM139H1/CHM151Y1; (PHY131H1, PHY132H1)/(PHY151H1, PHY152H1)",The Physical and Mathematical Universes (5),Science
NUS228H0 - Principles of Spectroscopy,"Topics discussed include microwave spectroscopy, infrared spectroscopy, Raman spectroscopy, electronic spectroscopy, electron and nuclear spin resonance spectroscopy. The fundamental principles such as energy quantization, rigid rotors and harmonic oscillators are discussed, the techniques and instrumentation are studied, and the practical applications are emphasized.","CHM135H1/CHM139H1/CHM151Y1; (PHY131H1, PHY132H1)/(PHY151H1, PHY152H1)",The Physical and Mathematical Universes (5),Science
NUS328H0 - Nanochemistry,"The synthesis, characterisation and application of nanostructures using chemical routes, incorporating various concepts from colloidal chemistry, supramolecular chemistry, polymer chemistry and electrochemistry. Applications of nanostructures such as quantum dots, nanoparticles, nanorods and nanowires in the areas of biosensors, bioimaging, LEDs and photonic crystals are highlighted.",,The Physical and Mathematical Universes (5),Science
NUS398H0 - Nanoscience Research,An experimental or theoretical research problem in nanoscience under the supervision of a faculty member. Not eligible for CR/NCR option.,,,Science
