Course Names,descriptions,prereq,Breadth requirements,distribution requirements
AER373H1 - Mechanics of Solids and Structures,"An Introduction to Solid and Structural Mechanics. Continuum Mechanics: Stress, strain and constitutive relations for continuous systems, Equilibrium equations, Force and Flexibility methods, Introduction to Cartesian Tensors. Variational Principles: Virtual Work, Complementary Virtual Work, Strain Energy and Work, Principle of Stationary Value of the Total Potential Energy, Complementary Potential Energy, Reissner's Principle, Calculus of Variations, Hamilton's Principle. Beam and Plate theory. Dynamics of discrete and continuous systems.",CIV102H1,,
AER406H1 - Aircraft Design,"Teams of 3 or 4 students design, build, and fly a remotely piloted aircraft. The aircraft is designed and built to maximize a flight score, which is a complex function of many factors - payload fraction, payload type, flight time, takeoff distance, etc. Teams are provided with identical motors, batteries, radio equipment, and flight instrumentation. Weekly sessions consist of a combination of lectures and one-on-one meetings with the tutors and professor to discuss each teams' progress. Evaluations are based on the weekly reports, preliminary and final design presentations and reports, an as-built report, and measured flight performance.","AER302H1, AER307H1 and AER373H1",,
AER407H1 - Space Systems Design,"Introduction to the conceptual and preliminary design phases for a space system currently of interest in the Aerospace industry. A team of visiting engineers provide material on typical space systems design methodology and share their experiences working on current space initiatives through workshops and mock design reviews. Aspects of operations, systems, electrical, mechanical, software, and controls are covered. The class is divided into project teams to design a space system in response to a Request for Proposals (RFP) formulated by the industrial team. Emphasis is placed on standard top-down design practices and the tradeoffs which occur during the design process. Past projects include satellites such as Radarsat, interplanetary probes such as a solar sailer to Mars, a Mars surface rover and dextrous space robotic systems.","AER301H1, AER372H1",,
AER501H1 - Computational Structural Mechanics and Design Optimization,"Introduction to the Finite Element Method and Structural Optimization. Review of linear elasticity: stress, strain and material constitutive laws, Variational Principles. The Finite Element technique: problem formulation - methods of Ritz and Galerkin, element properties - C0 and C1 formulations, static and dynamic problems: applications to bar, beam, membrane and plate problems. Structural Optimization: Overview of problems, Optimal Design problem formulation, solution strategies - gradient search techniques, Sensitivity analysis for static and dynamic problems, Optimization problems using commercial finite element codes. Text: Shames & Dym, Energy and Finite Element Methods in Structural Mechanics.",AER373H1,,
AER503H1 - Aeroelasticity,"Static aeroelastic phenomena are studied, including divergence of 2D sections and slender 3D wings, as well as control reversal of 3D wings. Various methods of solution are considered such as closed form, discrete element, and the Rayleigh-Ritz approach. A study of vibration and flutter of wings and control surfaces is presented with particular emphasis on those parameters that affect flutter speed. Classical, k, and p-k methods for flutter estimation are presented.",AER307H1 and AER501H1,,
AER506H1 - Spacecraft Dynamics and Control,"Planar ""central force"" motion; elliptical orbits; energy and the major diameter; speed in terms of position; angular momentum and the conic parameter; Kepler's laws. Applications to the solar system; applications to Earth satellites. Launch sequence; attaining orbit; plane changes; reaching final orbit; simple theory of satellite lifetime. Simple (planar) theory of atmospheric entry. Geostationary satellite; adjustment of perigee and apogee; east-west stationkeeping. Attitude motion equations for a torque-free rigid body; simple spins and their stability; effect of internal energy dissipation; axisymmetric spinning bodies. Spin-stabilized satellites; long-term effects; sample flight data. Dual-spin satellites; basic stability criteria; example-CTS. ""active"" attitude control; reaction wheels; momentum wheels; controlmoment gyros; simple attitude control systems.",AER301H1 and AER372H1,,
AER507H1 - Introduction to Fusion Energy,"Nuclear reactions between light elements provide the energy source for the sun and stars. On earth, such reactions could form the basis of an essentially inexhaustible energy resource. In order for the fusion reactions to proceed at a rate suitable for the generation of electricity, the fuels (usually hydrogen) must be heated to temperatures near 100 million Kelvin. At these temperatures, the fuel will exist in the plasma state. This course will cover: (i) the basic physics of fusion, including reaction cross-sections, particle energy distributions, Lawson criterion and radiation balance, (ii) plasma properties including plasma waves, plasma transport, heating and stability, and (iii) fusion plasma confinement methods (magnetic and inertial). Topics will be related to current experimental research in the field.",,,
AER510H1 - Aerospace Propulsion,"Scope and history of jet and rocket propulsion; fundamentals of air-breathing and rocket propulsion; fluid mechanics and thermodynamics of propulsion including boundary layer mechanics and combustion; principles of aircraft jet engines, engine components and performance; principles of rocket propulsion, rocket performance, and chemical rockets; environmental impact of aircraft jet engines.",AER310H1,,
AER525H1 - Robotics,"The course addresses fundamentals of analytical robotics as well as design and control of industrial robots and their instrumentation. Topics include forward, inverse, and differential kinematics, screw representation, statics, inverse and forward dynamics, motion and force control of robot manipulators, actuation schemes, task-based and workspace design, mobile manipulation, and sensors and instrumentation in robotic systems. A series of experiments in the Robotics Laboratory will illustrate the course subjects.",AER301H1 and AER372H1,,
APM446H1 - Applied Nonlinear Equations,"Partial differential equations appearing in physics, material sciences, biology, geometry, and engineering. Nonlinear evolution equations. Existence and long-time behaviour of solutions. Existence of static, traveling wave, self-similar, topological and localized solutions. Stability. Formation of singularities and pattern formation. Fixed point theorems, spectral analysis, bifurcation theory. Equations considered in this course may include: Allen-Cahn equation (material science), Ginzburg-Landau equation (condensed matter physics), Cahn-Hilliard (material science, biology), nonlinear Schroedinger equation (quantum and plasma physics, water waves, etc). mean curvature flow (geometry, material sciences), Fisher-Kolmogorov-Petrovskii-Piskunov (combustion theory, biology), Keller-Segel equations (biology), and Chern-Simmons equations (particle and condensed matter physics).|Joint undergraduate/graduate course - APM446H1/MAT1508H",APM346H1/MAT351Y1,,
APM466H1 - Mathematical Theory of Finance,"Introduction to the basic mathematical techniques in pricing theory and risk management: Stochastic calculus, single-period finance, financial derivatives (tree-approximation and Black-Scholes model for equity derivatives, American derivatives, numerical methods, lattice models for interest-rate derivatives), value at risk, credit risk, portfolio theory.|Joint undergraduate/graduate course - APM466H1/MAT1856H","APM346H1, STA347H1",,
APS305H1 - Energy Policy,"Complimentary Studies ElectiveCore Course in the Sustainable Energy MinorIntroduction to public policy including the role and interaction of technology and regulation, policy reinforcing/feedback cycles; procedures for legislation and policy setting at the municipal, provincial and federal levels; dimensions of energy policy; energy planning and forecasting including demand management and conservation incentives; policy institution, analysis, implementation, evaluation and evolution; Critical analyses of case studies of energy and associated environmental policies with respect to conservation and demand management for various utilities and sectors; policy derivatives for varied economic and social settings, developing countries and associated impacts.",,,
BME205H1 - Fundamentals of Biomedical Engineering,"Introduction to connecting engineering and biological approaches to solve problems in medicine, science, and technology. Emphasis is placed on demonstrating the connection between organ level function with cellular mechanisms. Topics may include, but are not limited to: design principles of biological systems, medical devices, overviews of anatomy and physiology, and cellular mechanisms as they relate to biotechnological and medical technology applications. Laboratories will provide hands-on experiences with selected concepts and encourage students to understand how to connect their own vital and physiologic signs to current medical technologies.",,,
BME330H1 - Patents in Biology and Medical Devices,"The emphasis of the course is on applying the logic of patents to diverse cases of products through biology and biomedical engineering. A commercial context will be ever present the case studies. Students will work in teams on these problems in class. Students will learn to apply tests for obviousness, inventiveness, novelty and enablement based on the use of these tests in technology patents in the past. Claim construction will be introduced towards the end of the course to learn how technologies can be protected in considering a patent. There will be papers for reading in this course but no textbook. This course is designed for senior undergraduate students (3-4 year).",CHE353H1 or BME205H1,,
"BME344H1 - Modeling, Dynamics, and Control of Biological Systems","Introduction to modeling of physiological control systems present in the human body, combining physiology, linear system modeling and linear control theory. Topics include: representation of physical systems using differential equations and linearization of these dynamic models; graphical representation of the control systems/plants; Laplace transforms; transfer functions; performance of dynamic systems; time and frequency analysis; observability and controllability; and close-loop controller design.",MAT185H1 or equivalent;MAT292H1 or equivalent,,
BME346H1 - Biomedical Engineering and Omics Technologies,"An introduction to the principles and design of fundamental technologies used in biomedical engineering and ""omics"" research. Topics may include but are not limited to tissue culture; spectroscopy; electrophoresis; PCR, genomics, sequencing technologies, and gene expression measurement; protein expression assays and tagging strategies; fluorescence labeling tools, microscopy, and high content imaging; DNA manipulation and transfection, RNAi, and other genetic and molecular tools for transformation of organisms. Laboratories will provide hands-on experience with selected technologies. Students will engage in a major design project in which they will design an experimental plan to investigate a specific research question, also of their design, utilizing available laboratory technologies.",BME205H1,,
BME350H1 - Biomedical Systems Engineering I: Organ Systems,"An introduction to human anatomy and physiology with selected focus on the nervous, cardiovascular, respiratory, renal, and endocrine systems. The structures and mechanisms responsible for proper function of these complex systems will be examined in the healthy and diseased human body. The integration of different organ systems will be stressed, with a specific focus on the structure-function relationship. Application of biomedical engineering technologies in maintaining homeostasis will also be discussed.",BME205H1,,
BME352H1 - Biomaterials and Biocompatibility,"An introduction to the science of biomaterials, focusing on polymeric biomaterials and biocompatibility. Topics include biomaterial surface analysis, hydrogel rheology and swelling, protein adsorption, cell adhesion and migration and the foreign body response. Primary focus is on implantable biomaterials but some attention will be given to applications of biomaterials in biotechnology and drug delivery. Specific device or other examples as well as the research literature will be used to illustrate the topic at hand.",BME205H1/CHE353H1,,
BME358H1 - Molecular Biophysics,"Topics to be covered will include: Building blocks of the living cell; thermodynamics of living systems: interactions and kinetic energy, equilibrium and non-equilibrium processes, entropy, temperature, free energy and chemical potential ; diffusion and friction in liquids, Brownian motion; membrane potential, ion pumps and nerve cells; light and molecules: photon absorption and fluorescence; light microscope, fluorescence as a window into cells, optogenetics and fluorescent reporters; two-photon excitation and fluorescence resonance energy transfer; the eye, image formation, and color vision; structural color in animals.",BME205H1,,
BME395H1 - Biomedical Systems Engineering II: Cells and Tissues,"Tissue engineering is largely based on concepts that emerged from developmental biology. This course provides an introduction to the study of animal development, both at the cellular and molecular levels. Topics include developmental patterning, differential gene expression, morphogenesis, stem cells, repair and regeneration.",,,
BME396H1 - Biomedical Systems Engineering III: Molecules and Cells,"Understanding diversity of cell behaviour at the molecular level. Through discussion of molecular dynamics in living cells in the context of varied microenvironments, develop an understanding of cellular behaviour based on intracellular events in response to extracellular stimuli. Specific topics include receptor-ligand interatctions, morphogens, signal transduction, cell growth & differentiation, cell adhesion and migration, trafficking, and mechanotransduction. Examples from in vitro culture systems and model organisms in vivo are used to support discussions.","BME350H1, BME395H1",,
BME410H1 - Regenerative Engineering,"The course encompasses the new multidisciplinary area of Regenerative Engineering by integrating various components of Regenerative Medicine, Clinical Engineering, Human Biology & Physiology, Advanced Biomaterials, Tissue Engineering, and Stem Cell and Developmental Biology, bringing all these disciplines into the clinical perspective of translational medicine. The course starts with the key concepts of stem cell biology and their properties at the cellular and subcellular levels working our way to complex tissues and organs. In the first half of the course, 2D and 3D tissue and organ formation will be our main focus. In the second half, we will discuss the integration of medical devices, technologies and treatments into healthcare as well as clinical trial logistics, ethics and processes. The course materials will integrate cutting-edge research in regenerative medicine and current clinical trials by inviting scientists and clinicians as guest lecturers. Students will be given the rare opportunity to incorporate into their written assignments experiment-based learning via participation in workshops, tours of research facilities, seminars and independent projects integrated into the course during the semester.",BME396H1,,
BME428H1 - Biomedical Systems Engineering IV: Computational Systems Biology,"Through systematic mathematical analysis of biological networks, this course derives design principles that are cornerstones for the understanding of complex natural biological systems and the engineering of synthetic biological systems. Course material includes: transcriptional networks, autoregulation, feed-forward loops, global network structure, protein networks, robustness, kinetic proofreading and optimality. After completion of the course, students should be able to use quantitative reasoning to analyze biological systems and construct mathematical models to describe biological systems.","BME350H1, BME395H1, BME396H1",,
BME445H1 - Neural Bioelectricity,"Generation, transmission and the significance of bioelectricity in neural networks of the brain. Topics covered include: (i) Basic features of neural systems. (ii) Ionic transport mechanisms in cellular membranes. (iii) Propagation of electricity in neural cables. (iv) Extracellular electric fields. (v) Neural networks, neuroplasticity and biological clocks. (vi) Learning and memory in artificial neural networks. Laboratory experiences include: (a) Biological measurements of body surface potentials (EEG and EMG). (b) Experiments on computer models of generation and propagation of neuronal electrical activities. (c) Investigation of learning in artificial neural networks. This course was previously offered as ECE445H1.",ECE159H1/ECE110H1,,
BME460H1 - Biomaterial and Medical Device Product Development,"The objective of this course is to provide students with strategies by which they can ""reverse engineer"" medical device products intended for use as implantable devices or in contact with body tissue and fluids. A top down approach will be taken where the regulatory path for product approval and associated costs with product development and validation are reviewed for different biomaterials and devices. This path is then assessed in the context of product specific reimbursement, safety, competitive positioning and regulatory concerns. Students will be required to use their existing knowledge of biomaterials and biocompatibility to frame the questions, challenges and opportunities with a mind to re-engineering products in order to capitalize on niche regulatory pathways. The resulting regulatory path gives a good idea of the kind of trial design the product must prevail in and ultimately the design characteristics of the device itself. The United States and Europe will be contrasted with respect to both their regulatory environment and reimbursement. Lastly, quantitative product development risks estimates are considered in choosing a product path strategy for proof of concept and approval.",MSE352H1,,
BME479H1 - Introduction to Biomedical Systems Engineering Design Concepts,"A seminar to introduce students to concepts in biomedical systems engineering design in preparation for BME489H1 - Biomedical Systems Engineering Design. Review of general design concepts in the context of biodesign practice. Discussion of issues related to biodesign, including regulatory processes, intellectual property, and global health. Students will be introduced to clients, identify a design project, and define their design problem. At the end of the term, students will deliver a draft ""elevator pitch"" for their project.",,,
BME489H1 - Biomedical Systems Engineering Design,"A capstone design project that provides students in the Biomedical Systems Engineering option with an opportunity to intergrate and apply their technical knowledge and communication skills to solve real-world biomedical engineering design challenges. Students will work in small groups on projects that evolve from clinical partners, biomedical/clinical research and teaching labs, and commercial partners. At the end of the course, students submit a final design report and a poster for public exhibition.",BME205H1,,
BME498Y1 - Biomedical Engineering Capstone Design,"In this project-based design course, teams of students from diverse engineering disciplines (enrolled in the biomedical engineering minor) will engage in the biomedical technology design process to identify, invent and implement a solution to an unmet clinical need defined by external clients and experts. This course emphasizes ""hands-on"" practicums and lectures to support a student-driven design project. The UG Office will reach out in the summer to 4th year BME Minor students regarding course registration. For A&S students, approval to register in the course must be obtained from the course instructor by completing the application available through the BME UG Office.",,,
BME520H1 - Imaging Case Studies in Clinical Engineering,"An introduction to current practices in modern radiology - the detection and assessment of various human diseases using specialized imaging tools (e.g., MRI, CT, ultrasound, and nuclear imaging) from the perspective of the end-user, the clinician. Course content will include lectures delivered by radiologists describing normal anatomy and physiology as well as tissue pathophysiology (i.e., disease). Visualization and characterization using medical imaging will be described, with core lecture material complemented by industry representative guest lectures where challenges and opportunities in the development of new medical imaging technologies for niche applications will be discussed.|Note: BME520H1 will not be offered for the 2018-19 academic year.",BME595H1,,
BME530H1 - Human Whole Body Biomechanics,"An introduction to the principles of human body movement. Specific topics include the dynamics of human motion and the neural motor system, with a focus on the positive/negative adaptability of the motor system. Students will experience basic techniques of capturing and analyzing human motion. Engineering applications and the field of rehabilitation engineering will be emphasized using other experimental materials. This course is designed for senior undergraduate and graduate students.",,,
BME595H1 - Medical Imaging,"An introductory course to medical imaging and is designed as a final year course for engineers. The main clinical imaging modalities are covered: magnetic resonance imaging, ultrasound imaging, x-ray and computed tomography, nuclear medicine, and clinical optical imaging. Emphasis is placed on the underlying physical and mathematical concepts behind each modality, and applications are discussed in the context of how different modalities complement one another in the clinical setting. Early year engineering concepts are extensively used, including: basic electromagnetics theory, fields and waves, signals and systems, digital signal processing, differential equations and calculus, and probability and random processes. The laboratories involve image reconstruction and analysis for the various imaging modalities and a live animal imaging session.",,,
CHE260H1 - Thermodynamics and Heat Transfer,"Classical thermodynamics and its applications to engineering processes. Concepts of energy, heat, work and entropy. First and second laws of thermodynamics. Properties of pure substances and mixtures. Phase equilibrium. Ideal heat engines and refrigerators. Mechanisms of heat transfer: conduction, convection and radiation. Steady state heat transfer. Solution of conduction equation. Convective heat transfer coefficients. Momentum and heat transfer analogies. Basics of radiative heat transfer..",,,
"CHE308H1 - Energy Systems and Fuels: Global Needs, Challenges, and Technological Opportunities","The chemistry and chemical engineering involved in various forms of power generation and storage: alternative liquid fuels, nuclear power, fuel cells, solar cells/photovoltaics. A team-taught course with instruction from leading experts within the Faculty. Lectures will be focused around the presentation and analysis of recent published accounts or a review of the state of the art, while providing the necessary background within each field to enable the students to make objective critiques of the topics discussed. Where applicable, the design of facilities and devices for the forms of generation or storage will be discussed.",,,
CHE333H1 - Chemical Reaction Engineering,"Covers the basics of simple reactor design and performance, with emphasis on unifying the concepts in kinetics, thermodynamics and transport phenomena. Topics include flow and residence time distributions in various reactor types as well as the influence of transport properties (bulk and interphase) on kinetics and reactor performance. The interplay of these facets of reaction engineering is illustrated by use of appropriate computer simulations.",,,
CHE374H1 - Economic Analysis and Decision Making,"Economic evaluation and justification of engineering projects and investment proposals. Cost estimation; financial and cost accounting; depreciation; inflation; equity, bond and loan financing; after tax cash flow; measures of economic merit in the private and public sectors; sensitivity and risk analysis; single and multi-attribute decisions. Introduction to micro-economic. Applications: retirement and replacement analysis; make-buy and buy-lease decisions; economic life of assets; capital budgeting; selection from alternative engineering proposals; production planning; investment selection.","MAT194H1, ESC103H1",,
CHE375H1 - Engineering Finance and Economics,"This course consists of three modules: 1) managerial accounting, 2) corporate finance and 3) macro economics. The first module, managerial accounting, will consist of an introduction to financial statements and double entry recordkeeping, then delve deeper into aspects of revenue, expenses, assets, debt and equity.The second module, corporate finance, will introduce the concept of risk and return, and the Capital Asset Pricing Model, and then delve deeper into capital budgeting, corporate financing, financial statement analysis and financial valuation. The third model, macro economics, will introduce global aspects of business, including economic, political, societal and technological, then discuss factors such as GDP, inflation, unemployment, interest rates, foreign exchange rates, fiscal debt/surplus and balance of payments, and their impact on the financials of a given country.","MAT194H1, ESC103H1",,
CHE391H1 - Organic Chemistry and Biochemistry,"This course examines the sources, structures, properties and reactions of organic chemicals with reference to their interactions with the environment. Industrial organic chemistry, biochemical compounds and relevant biochemical reactions will be discussed.",,,
CHE412H1 - Advanced Reactor Design,"Heterogeneous reactors. Mass and heat transport effects including intraparticle transport effects (Thiele modulus). Stability for various rate laws, transport regimes. Time dependent issues - deactivation/regeneration strategies. Emerging processes.",,,
CHE451H1 - Petroleum Processing,"This course is aimed at surveying the oil industry practices from the perspective of a block flow diagram. Oil refineries today involve the large scale processing of fluids through primary separation techniques, secondary treating plus the introduction of catalyst for molecular reforming in order to meet the product demands of industry and the public. Crude oil is being shipped in increasing quantities from many parts of the world and refiners must be aware of the properties and specifications of both the crude and product slates to ensure that the crude is a viable source and that the product slate meets quality and quantity demands thus assuring a profitable operation. The course content will examine refinery oil and gas operations from feed, through to products, touching on processing steps necessary to meet consumer demands. In both course readings and written assignments, students will be asked to consider refinery operations from a broad perspective and not through detailed analysis and problem solving.",,,
CHE469H1 - Fuel Cells and Electrochemical Conversion Devices,"The objective of this course is to provide a foundation for understanding the field of electrochemical conversion devices with particular emphasis on fuel cells. The topics will proceed from the fundamental thermodynamic in-system electodics and ionic interaction limitations to mass transfer and heat balance effects,t o the externalities such as economics and system integration challenges. Guest lecturers from the fuel cell industry will be invited to procide an industrial perspective. Participants will complete a paper and in-class presentation.",,,
CHE471H1 - Modelling in Biological and Chemical Systems,"This course outlines the methodology for the modelling of biological systems and its applications. Topics will include a review of physical laws, selection of balance space, compartmental versus distributed models, and applications of the conservation laws for both discrete and continuous systems at the level of algebraic and ordinary differential equations. The course covers a wide range of applications including environmental issues, chemical and biochemical processes and biomedical systems.",,,
CHE475H1 - Biocomposites: Mechanics and Bioinspiration,"An overview on structure, processing and application of natural and biological materials, biomaterials for biomedical applications, and fibre-reinforced eco-composites based on renewable resources will be provided. Fundamental principles related to linear elasticity, linear viscoelasticity, dynamic mechanical response, composite reinforcement mechanics, and time-temperature correspondence will be introduced. Novel concepts in comparative biomechanics, biomimetic and bio-inspired material design, and materials' ecological and environmental impact will be discussed. In addition, key material processing methods and testing and characterization techniques will be presented. Structure-property relationships for materials broadly ranging from natural materials, including wood, bone, cell, and soft tissue, to synthetic composite materials for industrial and biomedical applications will be covered.",,,
CHE507H1 - Data-based Modelling for Prediction and Control,This course will teach students how to build mathematical models of dynamic systems and how to use these models for prediction and control purposes. The course will deal primarily with a system identification approach to modelling (using observations from the system to build a model). Both continuous time and discrete time representations will be treated along with deterministic and stochastic models. This course will make extensive use of interactive learning by having students use computer based tools available in the Matlab software package (e.g. the System Identification Toolbox and the Model Predictive Control Toolbox).,,,
"CHE562H1 - Applied Chemistry IV - Applied Polymer Chemistry, Science and Engineering","This course serves as an introduction to concepts in polymer chemistry, polymer science and polymer engineering. This includes a discussion of the mechanisms of step growth, chain growth and ring-opening polymerizations with a focus on industrially relevant polymers and processes. The description of polymers in solution as well as the solid state will be explored. Several modern polymer characterization techniques are introduced including gel permeation chromatography, differential scanning calorimetry, thermal gravimetric analysis and others.",,,
CHE565H1 - Aqueous Process Engineering,"Application of aqueous chemical processing to mineral, environmental and industrial engineering. The course involves an introduction to the theory of electrolyte solutions, mineral-water interfaces, dissolution and crystallization processes, metal ion separations, and electrochemical processes in aqueous reactive systems. Applications and practice of (1) metal recovery from primary (i.e. ores) and secondary (i.e. recycled) sources by hydrometallurgical means, (2) treatment of aqueous waste streams for environmental protection, and (3) production of high-value-added inorganic materials.",,,
CHE566H1 - Elements of Nuclear Engineering,"A first course in nuclear engineering intended to introduce students to all aspects of this interdisciplinary field. Topics covered include nuclear technology, atomic and nuclear physics, thermonuclear fusion, nuclear fission, nuclear reactor theory, nuclear power plants, radiation protection and shielding, environment and nuclear safety, and the nuclear fuel cycle.",,,
CHE568H1 - Nuclear Engineering,"Fundamental and applied aspects of nuclear engineering. The structure of the nucleus; nuclear stability and radioactive decay; the interaction of radiation with matter including radiological health hazards; the interaction of neutrons including cross-sections, flux, moderation, fission, neutron diffusion and criticality. Poison buildup and their effects on criticality. Nuclear engineering of reactors, reactor accidents, and safety issues.",,,
CIV102H1 - Structures and Materials - An Introduction to Engineering Design,"An introduction to the art and science of designing structures. Topics include: 1) material bodies that sustain or resist force, work, energy, stress and strain; 2) the properties of engineering materials (strength, stiffness, ductility); 3) simple structural elements; 4) engineering beam theory; 5) stability of columns; 6) the practical problems which constrain the design of structures such as bridges, towers, pressure vessels, dams, ships, aircraft, bicycles, birds and trees; and 7) design methods aimed at producing safe, functional, efficient and elegant structures.",,,
CIV214H1 - Structural Analysis I,"This course provides an introduction to the nature of loads and restraints and types of structural elements, and then reviews the analysis of statically determinate structures. Shear and moment diagrams for beams and frames are considered, along with influence lines, cantilever structures, three-pin arches, cables and fatigue. Virtual work principles are viewed and applied to various structural systems. An introduction to the analysis of indeterminate structures is made, and the Portal method is applied to the analysis of building frames under lateral loads. Displacement methods of an analysis including moment distribution are also studied.","MAT188H1, CME210H1",,
CIV280H1 - Management of Construction,"An introduction to the management of construction projects including: the nature of the industry, project delivery alternatives, legal and ethical considerations, the Safety Act and construction regulations, labour relations, construction contracts, risk distribution, project planning and scheduling, estimating and bidding, controlling of time, cost and quality, accounting leading to financial statements, dispute resolution, as well as new and evolving concepts in managing construction.",,,
CIV301H1 - Design of Hydro and Wind Electric Plants,"Introduction to the applications of turbo-machinery. Description of typical wind and hydroelectric plants; different types of turbo-machines. Fundamental fluid mechanics equations, efficiency coefficients, velocity triangles, characteristic curves, similarity laws, specific speed, vibration, cavitation of hydraulic turbines, pump/turbines; variable speed machines. Estimation of main dimensions of machine units, machine house, waterways, electrical and civil structure; transients and stability. Layout of electric and storage plants. Major and auxiliary equipments and systems. Small and mini plants. Case studies.",,,
CIV313H1 - Reinforced Concrete I,"This course provides an introduction to the design of reinforced concrete structures. Concrete technology, properties of concrete and reinforcing steel, construction practice, and general code requirements are discussed. Analysis and design of members under axial load, flexure, shear, and restraint force are examined in detail. Other aspects of design covered include control of cracks, minimum and maximum reinforcement ratios, fire resistance, durability, distress and failure. A major design project, done in teams of two and accounting for 15% of the final mark, requires students to formulate a complete design for a structural system such as a pedestrian bridge or floor system. Project requirements include consideration of alternative designs in terms of structural efficiency and total costs.",CIV312H1,,
CIV332H1 - Transport II - Performance,"This course focuses on the fundamental techniques of transportation systems performance analysis with emphasis on congested traffic networks. Topics include transportation demand, supply and equilibrium, traffic assignment, network equilibrium, and system optimality, traffic flow theory, shockwaves, highway capacity analysis, introduction to deterministic and stochastic queuing analyses, intersection signal control types and related timing methods, and traffic simulation. The course also provides an introduction to basic elements of Intelligent Transportation Systems (ITS).",,,
CIV375H1 - Building Science,"The fundamentals of the science of heat transfer, moisture diffusion, and air movement are presented. Using these fundamentals, the principles of more sustainable building enclosure design, including the design of walls and roofs are examined. Selected case studies together with laboratory investigations are used to illustrate how the required indoor temperature and moisture conditions can be maintained using more durable and more sustainable designs.",,,
