Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CRI420H1 - Current Issues in Criminal Law,"An advanced seminar exploring in detail current issues in criminal law. The objective of the course is to discuss current policy and case law developments in the criminal law, and their social, political and ethical implications. The role of Parliament and the judiciary in the development of the criminal law is considered. Topics vary from year to year.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI422H1 - Indigenous Law,"Seminar course exploring Indigenous law, settler state law, and the complex interrelationship between the two in Canada. Topics include: legal sources, forms and processes; sovereignty, territory and jurisdiction; treaty relationships; Indigenous peoples in international law; Indigenous rights and the constitution; environmental use, relations and protection; and Indigenous self-determination and governance.","1.0 credit from: CRI205H1, CRI210H1,  CRI215H1, CRI225H1 and a 0.5 CRI credit at the 300-level",Society and its Institutions (3),Social Science
CRI425H1 - The Prosecution Process,"A critical examination of the process by which certain conduct is identified, prosecuted and punished as “crime”, and the process by which individuals become “criminals”. The evolution of the modern prosecution system, including the exercise of prosecutorial discretion, rules of evidence, socially constructed defences, disparity in sentencing, and wrongful convictions.","CRI205H1, CRI210H1, CRI225H1, 0.5 CRI 300 level  course",Society and its Institutions (3),Social Science
CRI427H1 - Organized Crime and Corruption,An advanced seminar exploring the history and characteristics of organized crime and corruption.,2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI428H1 - Neighbourhoods and Crime,"An advanced seminar exploring the connection between neighbourhoods and the perpetuation of poverty, social marginalization, segregation and crime. The course may include an optional Service Learning component. Check the timetable for details.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
"CRI429H1 - Youth Culture, Racialization and Crime in the Global Context",An advanced seminar exploring youth culture and its possible connection to criminality from an international perspective.,2 CRI 300 half-credit lecture/seminar courses (0.5 may be substituted by a 300+ level HIS/PHL/PSY/SOC course),Society and its Institutions (3),Social Science
"CRI431H1 - Mental Health, Morality & Legal Controls","A critical exploration of contemporary debates in criminology, and legal and moral philosophy concerning the diagnostic and criminal justice labeling of mental disorders such as psychopathy and paedophilia, and their representation in popular culture.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI435H1 - Advanced Seminar in Policing,"This course will explore policing in a comparative and historical context. Issues to be covered include the following: the maintenance of law and order before police forces; development of police forces in continental Europe and the English-speaking world; structure and function of national police forces around the world today; the role of political and secret police forces; and contemporary debates on the mission and regulation of the police in contemporary North America including issues such as police-community relations, private policing, and counter-terrorism.",2 CRI 300 half-credit lecture/seminar courses.,Society and its Institutions (3),Social Science
CRI445H1 - International Criminal Law,"An advanced seminar focusing on the legal and conceptual framework for responding to state violence and war crimes, and the challenges faced by various international legal institutions. Legal doctrines of sovereign immunity and universal jurisdiction, the history of international criminal prosecutions, and substantive international criminal law are examined.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI450H1 - Advanced Research/Reading,A supervised individual or group project under the direction of a faculty member from the Centre for Criminology & Sociolegal Studies. Approval of the Undergraduate Coordinator is required. Form is available on the Program Office website. Not eligible for CR/NCR option.,3 CRI 300 half-credit lecture/seminar courses and minimum 3.0 CGPA.,Society and its Institutions (3),Social Science
CRI480H1 - Interpersonal Violence,"The meaning, purposes and sources of interpersonal violence, including an examination of debates over defining and documenting violence, and a review of the research on the relationships between illegitimate, interpersonal violence and state-approved or state-initiated violence. Cultural, social and individual correlates of interpersonal violence; the violence of the law; and how violence is justified and denied.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
"CRI487H1 - Law, Space, and the City","An introduction to interdisciplinary studies of law and space, this course covers a broad range of topics, from work on empire and colonialism by legal historians and indigenous scholars to studies of national spaces, urban spaces, and bodily spaces. Some background in either legal studies or cultural geography is desirable. Open to students in law, geography, anthropology, women/gender studies, and sociology, though permission of the instructor is required.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI490H1 - Advanced Topics in Criminology and Sociolegal Studies,"The objective of the course is to explore emerging issues in Criminology, and their social, legal, ethical and political implications. Topics vary from year to year.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI491H1 - Advanced Topics in Criminology and Sociolegal Studies,"Topics vary from year to year. The objective of the course is to explore emerging issues in Criminology, and their social, legal, ethical and political implications.",2 CRI 300 half-credit lecture/seminar courses,Society and its Institutions (3),Social Science
CRI498H1 - Intensive Course,Content in any given year depends on  instructor. Intensive courses are offered by distinguished visitors  from around the world. Students in their 4th year are strongly  encouraged to take advantage of this unique opportunity to study  with one or more outstanding visiting international scholars that the Centre for Criminology & Sociolegal Studies brings from time to  time. The intensive course usually runs for approximately 3-4 weeks.,,Society and its Institutions (3),Social Science
