Course Names,descriptions,prereq,Column 4,Breadth requirements,distribution requirements
PSY201H1 - Statistics I,"Fundamentals of descriptive and inferential statistics, including population and sampling distributions, simple association, probability, estimation, and hypothesis testing.",PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3),,The Physical and Mathematical Universes (5),Science
PSY202H1 - Statistics II,"Fundamentals of statistical analysis of experimental and observational data including linear models, the analysis of variance, a priori contrasts, post-hoc tests, power analysis and effect size calculations.",PSY201H1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3,,The Physical and Mathematical Universes (5),Science
PSY203H1 - Psychological Research,"This course provides an introduction to conceiving, designing, and conducting research in psychology. It prepares students to be both consumers and producers of scientific research, and also addresses basic issues related to the work of psychological scientists such as theory development, research ethics, and scientific writing. Students in this course will gain insight into the scientific process as a whole – its advantages, difficulties, and limitations. As such, students will be able to better evaluate the knowledge that psychological science can provide, and integrate that knowledge into a broader worldview.",PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3),,"Thought, Belief and Behaviour (2)",Science
PSY204H1 - Psychology Careers and Applications,"Psychology has been identified as a hub science, a discipline whose research influences the work of scientists in many other fields. This course will provide students with a broad introduction to the application of the psychological sciences across various clinical, academic, and industry contexts. Students will gain valuable insight into the broad range of careers that are relevant to psychology, while also investigating barriers to rigorous application of psychological science in applied settings. Students will also learn how the skills and knowledge gained in an undergraduate psychology program can be applied to a broad range of careers and fields/sectors. Students will gain significant exposure to career and education planning considerations within the psychological sciences and will participate in at least one experiential career exploration activity.","PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and 0.5 PSY credit at the 200-level",,Society and its Institutions (3),Science
PSY210H1 - Introduction to Developmental Psychology,"The developmental approach to the study of behaviour with reference to sensorimotor skills, cognition, socialization, personality, and emotional behaviour.",PSY100H1/PSY100Y5/PSYA02H3/COG250Y1,,"Thought, Belief and Behaviour (2)",Science
PSY220H1 - Introduction to Social Psychology,"Contemporary areas of research in social psychology: social perception, attitudes, inter-personal relations, and group processes.",PSY100H1/PSY100Y5/PSYA02H3/COG250Y1,,"Thought, Belief and Behaviour (2)",Science
PSY230H1 - Personality and Its Transformations,Theory and research in personality structure and dynamics: the interaction of cultural and biological factors in the development and expression of individual differences.,PSY100H1/PSY100Y5/PSYA02H3,,"Thought, Belief and Behaviour (2)",Science
PSY240H1 - Introduction to Abnormal Psychology,"A critical survey of concepts, theories, and the state of research in the area of psychopathology and therapeutic methods.",PSY100H1/PSY100Y5/PSYA02H3,,"Thought, Belief and Behaviour (2)",Science
PSY260H1 - Introduction to Learning and Plasticity,"Concepts, theories, and applications of classical and contemporary learning theories, including classical and operant conditioning. Current theories of the physiological and anatomical basis of learning and memory, including synaptic plasticity, the role of the hippocampus, amygdala, frontal cortex and other brain regions. Theories will be related to a practical understanding and applications such as drug addiction, phobias and other disorders.",PSY100H1/PSY100Y5/PSYA01H3/COG250Y1,,Living Things and Their Environment (4),Science
PSY270H1 - Introduction to Cognitive Psychology,"An introduction to research and theory on the neural and cognitive architecture of attention, memory, language, thinking and reasoning.",PSY100H1/PSY100Y5/PSYA01H3/COG250Y1,,"Thought, Belief and Behaviour (2)",Science
PSY280H1 - Introduction to Sensation and Perception,"An introduction to the physiological and psychological basis of perception across the different sensory modalities in humans and lower animals, with an emphasis on vision. Exploring visual perception such as shape and objects, scenes, colour, space, and motion as well as auditory perception of simple and complex sounds, and location. Further topics may include touch, including perception of temperature, pain and body posture, the chemical senses, and cross-modal influences of the senses on one another. In-class demonstrations may supplement the lectures.",PSY100H1/PSY100Y5/PSYA01H3/COG250Y1,,Living Things and Their Environment (4),Science
PSY290H1 - Behavioural Neuroscience,"Provides students with a solid background in the biological basis of behaviour. Animal and human research topics will include functional neuroanatomy and neural signalling. Further topics may include sensory and motor control, motivational systems, hormones, and emotions, among other topics.",PSY100H1/PSY100Y5/PSYA01H3,,Living Things and Their Environment (4),Science
PSY299H1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,Science
PSY299Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,Science
PSY305H1 - The Treatment of Psychological Data,"This course provides a practical yet intensive introduction to the research pipeline, with a focus on research data management and advanced statistical analysis and inference. Students learn how to find, organize, and analyze data sets in a transparent and reproducible way. Students also learn more about statistical inference, focusing on how the design and analysis of data shape the interpretation of results.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3,,The Physical and Mathematical Universes (5),Science
PSY306Y0 - Special Topics in Psychology Abroad,"Special Topics in Psychology for the Summer Abroad Program. Course topics, content, and instructor may vary from one year to another. More information about Psychology course offerings can be obtained from the Professional & International Programs office at Woodsworth College. For students in any Psychology and/or Social Science major or specialist.",Completion of 8.0 credits,,,Science
PSY307H1 - Special Topics in Psychology,A lecture course providing in-depth examination of specific topics/themes relating to Psychology. Content in any given year depends on instructor. Priority is given to PSY Major program students during the first enrolment period.,"PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and 0.5 PSY credit at the 200-level",,"Thought, Belief and Behaviour (2)",Science
PSY308H1 - Special Topics in Psychology,A lecture course providing in-depth examination of specific topics/themes relating to Psychology. Content in any given year depends on instructor. Priority is given to PSY Major program students during the first enrolment period.,"PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and 0.5 PSY credit at the 200-level",,"Thought, Belief and Behaviour (2)",Science
PSY309H1 - Research Specialization: Practicum,"Research Specialists learn about the research opportunities within our department, and develop skills in the areas of critical thinking, writing, and oral presentation. Students also conduct a pre-thesis research project under the supervision of a faculty member. Students should complete a PSY lab course (PSY3*9H1) prior to taking this course; however, taking the lab course concurrently will be considered in consultation with the instructor. Enrolment is restricted to PSY Research Specialists.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3,,,Science
PSY311H1 - Social Development,"Theory and research in social attachment, aggression, morality, imitation and identification, altruism, and parental discipline, with discussion of methodological issues.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY312H1 - Cognitive Development,"Examines the developmental of knowledge in fundamental domains such as spatial perception, navigation, object perception, number, language, and theory of mind. Emphasis is on current experimental findings and how they address centuries-old debates surrounding the origin and nature of human knowledge.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY210H1/PSY210H5/PSYB20H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
PSY313H1 - Psychology of Aging,"Age changes in sensory and perceptual processes, motor skill, learning, memory, and personality. Theory, methodological problems, social, cultural, and environmental influences that shape behaviour and attitudes towards and among the elderly.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY316H1 - Perceptual Development,"The course examines human perceptual development during the first 2-3 years of life. Vision and audition are emphasized. Some topics are: pattern and colour vision, depth perception, infant speech perception.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY280H1/PSY280H5/PSYB51H3",,"Thought, Belief and Behaviour (2)",Science
PSY319H1 - Developmental Laboratory,"Provides an overview of developmental psychology methods. The class conducts an original research project, including design, data collection, data analysis, and a written report. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY320H1 - Social Psychology: Attitudes,"Intensive study of social attitude development, description, measurement, modification, and organization.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H2/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY321H1 - Cross-Cultural Psychology,"One of the hallmarks of human behaviour is its diversity. Some of the ways in which we differ are thought to be relatively idiosyncratic (e.g., specific aspects of personality), whereas others are fairly systematic. Cultural psychology is one area of research in human behaviour that examines systematic differences resulting from individuals’ cultural backgrounds. This course will introduce you to the consideration of cultural variation in the study of human thought and behaviour.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY322H1 - Intergroup Relations,"An in-depth examination of theories and research in intergroup relations; focuses on stereotyping, prejudice, discrimination, and stigma.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY323H1 - Sex Roles and Behaviour,"The effect of sex-role expectations on how men and women behave and perceive the world: theories of sex-role development, physiological and cultural determinants of sex differences, power relationships between men and women.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of PSY210H1/PSY210H5/PSYB20H3 or PSY220H1/PSY220H5/PSYB10H3/SOC213H1 or PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY324H1 - Moral Thought and Behaviour,"Moral values vary considerably across individuals, groups, countries, and cultures. What explains the emergence of these differential moral systems? What psychological processes are involved in moral decisions and actions? How might insights from psychological research shed light on contemporary, ‘hot-button’ moral issues? How are moral decisions similar to – and different from – other types of everyday decisions? What is the role of emotion in moral decision making? As an introduction to the field of moral psychology, this 300-level course will cover research from a range of sub-disciplines within psychology including social-personality psychology, cognitive neuroscience, and developmental psychology. In addition, students will gain exposure to related material in other fields including philosophy, ethology, and economics. Students will gain a firm understanding of the key debates and issues in the study of the moral mind and will gain skills in critical thinking and writing.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY326H1 - Social Cognition,"An examination of theory and research on how we make sense of ourselves and our social world. Topics covered include goals, mood, memory, hypothesis testing, counterfactual thinking, stereotypes, and culture.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY328H1 - Psychology and the Law,"This course deals with psychological issues in the law, with particular reference to criminal law. It focuses mainly on research that has been done on pretrial publicity, eyewitness testimony, rules of evidence, and other factors that might affect jury decisions.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY329H1 - Social Psychology Laboratory,"Illustrates major methodologies within social psychology, such as attitude measurement, observation of small groups, and experiments. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY330H1 - Psychological Measurement,"This course focuses on the development and evaluation of psychological measures, including the measurement of knowledge, abilities, attitudes, and personality traits. We will discuss theoretical and methodological issues in psychological measurement, covering important concepts such as reliability and validity and how these affect the interpretation of test scores and research findings. There will be some discussion of the application of psychological measures to various settings and the ethics of psychological assessment.",PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3,,,Science
PSY331H1 - Social Psychology of Emotion,"An in-depth review of the role of emotion in human psychology, with an emphasis on the links between emotion and cognition. Topics include theories of emotion, emotion regulation, emotional expression, and emotional experience, the role of emotion in decision-making, and the relationships between emotion, motivation and behaviour.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY332H1 - Organizational Behaviour,"An analysis of the individual, group, and institutional structures and processes that influence behaviour within organizations. Topics may include motivation, leadership, communication, group processes and teamwork, and organizational culture.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of PSY220H1/PSY220H5/PSYB10H3/SOC213H1 or PSY230H1/PSY230H5/PSYB30H3",,Society and its Institutions (3),Science
PSY333H1 - Health Psychology,Examines research evidence concerning the impact of psychological factors on physical health and illness.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY336H1 - Positive Psychology,"A review of the field of positive psychology, which is the study of happiness and fulfillment. Topics include personal growth, meaning, hedonic and eudaimonic approaches to well-being, gratitude, awe, flow states, mindfulness and meditation.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of PSY220H1/PSY220H5/PSYB10H3/SOC213H1 or PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY337H1 - Advanced Personality Psychology,"This course covers major topics in personality psychology including prominent theories and current research in the area. Theoretical frameworks are integrated with specific applications in primary sources. Specific topics may include personality structure, personality development, psychodynamic approaches, genetic methodology, and emotion regulation.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY339H1 - Individual Differences Laboratory,Introduction to methods involved in individual differences or personality research. Group and individual projects focus on assessment of individual difference characteristics and on experimentation including such characteristics. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and one of PSY220H1/PSY220H5/PSYB10H3/SOC213H1 or PSY230H1/PSY230H5/PSYB30H3",,"Thought, Belief and Behaviour (2)",Science
PSY341H1 - Psychopathologies of Childhood,This course focuses on cognitive and neuropsychological aspects of neurodevelopmental and psychiatric disorders in children from clinical and theoretical perspectives.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and one of  PSY210H1/PSY210H5/PSYB20H3 or PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY342H1 - Cognition and Psychopathology,"Work in psychological disorders has increasingly used the theories and methodologies of cognitive psychology to guide research. This course will examine accounts of clinical disorders informed by cognitive experimental psychology, with emphasis on recent work in affective disorders.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3, and PSY270H1/COG250Y1/PSY270H5/PSYB57H3",,"Thought, Belief and Behaviour (2)",Science
PSY343H1 - Theories of Psychopathology and Psychotherapy,Examines various theories of how personality functioning may become impaired and corresponding psychotherapeutic interventions. Emphasis on empirical assessment of personality dysfunction and therapy effectiveness.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY349H1 - Laboratory in Social Psychological Field Methods,"This laboratory class introduces students to field methods in social psychology used to study social processes as they unfold in daily life and public spaces. Students will get hands on experience to collecting, managing, storing, and communicating data collected through observational and longitudinal methods, including data collection in public spaces around Toronto and online. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY359H1 - Human Neuroimaging Laboratory,"Introduction to brain imaging methods used in cognitive, developmental, and social neuroscience. Course projects will cover experimental design, imaging techniques, and data analysis. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY210H1/PSY210H5/PSYB20H3 or PSY220H1/PSY220H5/PSYB10H3/SOC213H1 or PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3",,Living Things and Their Environment (4),Science
PSY360H1 - Associative Learning,"Learning allows our experiences to shape what we know, what we can do and how we interact with our environments. This course addresses the fundamental concepts and more important research findings related to contemporary theories of associative learning in animals and humans. It examines the application of such fundamental research to issues such as the neural substrates of behaviour, drug use, and anxiety disorders. It is designed to foster skills in critical thinking, experimental design and reading primary sources in this area.","PSY201H1/ ECO220Y1/ EEB225H1/ GGR270H1/ POL222H1/ SOC202H1/ STA220H1/ STA238H1/ STA248H1/ STA288H1/ PSY201H5/ STA215H5/ STA220H5/ PSYB07H3/ STAB22H3/ STAB23H3/ STAB57H3, and  PSY260H1/ PSYB38H3",,Living Things and Their Environment (4),Science
PSY362H1 - Animal Cognition,"The study of memory, representation, concept learning, and other cognitive processes in non-human animals.","PSY201H1/ ECO220Y1/ EEB225H1/ GGR270H1/ POL222H1/ SOC202H1/ STA220H1/ STA238H1/ STA248H1/ STA288H1/ PSY201H5/ STA215H5/ STA220H5/ PSYB07H3/ STAB22H3/ STAB23H3/ STAB57H3, and  PSY260H1/ PSYB38H3 or ( PSY270H1/ PSY270H5/ PSYB57H3 +  PSY290H1/ PSY290H5/ PSYB55H3/ PSYB64H3/ HMB200H1/ PSL300H1)",,Living Things and Their Environment (4),Science
PSY369H1 - Psychobiology Laboratory,"This lab is an introduction to experimental methods in behavioural neuroscience, including neuroanatomical and psychopharmacological methods in rodents. Course projects will cover experimental design, laboratory techniques, data analysis, and scientific writing. Course capacity is limited to 12-15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY290H1/PSY290H5/PSYB55H3/PSYB64H3/HMB200H1",PSY399H1,Living Things and Their Environment (4),Science
PSY370H1 - Thinking and Reasoning,"Problem-solving as a model of directed thinking; conceptual behaviour and mental representation; induction, deduction and learning; probabilistic reasoning; creative thinking and complex problem solving.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
