Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CME321H1 - Geotechnical Engineering I,"An introduction to elements of geotechnical analysis and design. Basic site investigation techniques and quantitative descriptions of soil properties and behaviour. Permeability, seepage analysis, and internal stability of granular soil; granular filter design for internal hydraulic stability. Compaction of granular soil; engineered fills for earth dams, road bases, and backfills. Soil shear strength at constant volume; ultimate limit state design of retaining walls, shallow footings, natural slopes and constructed embankments. Groundwater flow analysis and slope stability analysis using commercial software. Physical laboratories for basic soil identification, model groundwater flow analysis, direct shear strength tests, and reinforced earth models.","CME270H1, CME210H1",,
CME358H1 - Survey CAMP (Civil and Mineral Practicals),"This two-week August field camp provides students with the opportunity to further their understanding of the vital interactions between the natural and the built environments. Through fieldwork, students gain hands-on experience in the use of various field instruments used by Civil and Mineral Engineers. The essentials of land surveying and the use of surveying instruments including Global Positioning Systems are taught as students carry out a series of field exercises that include route surveys, topographic surveys and construction surveys. Survey calculations, sources of error, corrections and adjustments are also introduced. In order to better understand our impact on the natural environment, students also perform several additional exercises. These may include the measurement of river flows, remote sensing of soil and rock, remediation of a borrow pit, and the evaluation of the renewable energy potential of the wind and solar radiation. Note: This course requires payment of an extra fee for room and board.",,,
CME368H1 - Engineering Economics and Decision Making,The incorporation of economic and non-monetary considerations for making decision about public and private sector engineering systems in urban and other contexts. Topics include rational decision making; cost concepts; time value of money and engineering economics; microeconomic concepts; treatment of risk and uncertainty; and public project evaluation techniques incorporating social and environmental impacts including benefit cost analysis and multi-objective analysis.,,,
CME499H1 - Individual Project,"Individual Projects are arranged between the student and a supervising faculty member. The individual project can have either a design project focus or a research focus. If the focus is on design then the design project can be either motivated by the CIV498H1 Group Design Project and MIN466 Mineral Project Design experience, or it can be entirely new. The student's work must culminate in a final design report or a thesis, as well as an oral presentation. The grading of both the final written submission as well as the oral presentation is carried out by the supervising faculty member. The Individual Project may be undertaken only once, either in the Fall (F) or Winter (S) Session (0.5 weight), or as a full year (Y) course (1.0 weight).",,,
CME499Y1 - Individual Project,"Individual Projects are arranged between the student and a supervising faculty member. The individual project can have either a design project focus or a research focus. If the focus is on design then the design project can be either motivated by the CIV498H1 Group Design Project experience, or it can be entirely new. The student's work must culminate in a final design report or a thesis, as well as an oral presentation. The grading of both the final written submission as well as the oral presentation is carried out by the supervising faculty member. The Individual Project may be undertaken in either the Fall (F) or Winter (S) Session, but not both (i.e., the Individual Project carries a maximum weight of 0.5; it cannot be made into a full year course)",,,
CME500H1 - Fundamentals of Acid Rock Drainage,"Geochemistry of acid rock / acid mine drainage (ARD/AMD) which covers the role of bacteria in generating this global mining pollution issue and how mines currently treat and attempt to prevent it. An introduction to the underlying chemical reactions involved, the role of microbes in these processes and the mitigation and treatment strategies currently available.|* Course offering pending Faculty Council approval for 2018-19 academic year.",APS110H1/CHE112H1 or equivalent,,
CME525H1 - Tunneling and Urban Excavation,Introduces fundamental concepts of underground tunneling and its impact on surrounding urban environment. Topics: role of geology on the choice of tunneling methodology; classical and mechanized tunneling excavation methods; interaction between tunnel and surrounding structures; tunnel support methodologies; innovation and current research in tunneling and underground construction.,,,
MAT186H1 - Calculus I,"Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems, curve sketching, optimization problems, L'Hopital's rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry, mechanics and other engineering problems.",,,
MAT187H1 - Calculus II,"Topics include: techniques of integration, an introduction to mathematical modeling with differential equations, infinite sequences and series, Taylor series, parametric and polar curves, vector-valued functions, partial differentiation, and application to mechanics and other engineering problems.",APS162H1/MAT186H1,,
MAT188H1 - Linear Algebra,"This course covers systems of linear equations and Gaussian elimination, applications; vectors in Rn, independent sets and spanning sets; linear transformations, matrices, inverses; subspaces in Rn, basis and dimension; determinants; eigenvalues and diagonalization; systems of differential equations; dot products and orthogonal sets in Rn; projections and the Gram-Schmidt process; diagonalizing symmetric matrices; least squares approximation. Includes an introduction to numeric computation in a weekly laboratory.",,,
MIN120H1 - Insight into Mineral Engineering,"A comprehensive introduction into the global minerals industry using international regulatory requirements as a thematic structure. Engineering applications together with current and emerging issues are emphasized throughout. Principal topics include: mineral resources in the economy; land and mineral ownership; legal and environmental issues; mineral exploration; surface and sub‑surface mine development and management; fundamentals of mineral processing; mineral industry finance. Graphics communication skills are developed in the associated laboratory sessions, and a visit to an operating mine is used to place the course material in context.",,,
MIN191H1 - Introduction to Mineral Engineering,"This is a seminar series that will introduce students to the community, upper-year experience, and core fields of Mineral Engineering. Seminar presenters will represent the major areas in Mineral Engineering and will also be drawn from an array of groups, including students, staff, faculty, and alumni. The format will vary and may include application examples, case studies, career opportunities, and research talks. The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices as they progress through the program. This course will be offered on a credit/no credit basis.",,,
MIN250H1 - Surface Mining,"Operational aspects of open pit mine design and mine planning. Topics will include: open pit design and pit optimization; long term and short term planning considerations; materials handling; equipment selection and optimization; industrial minerals production; mine safety and mine regulations; mining and the environment; mine personnel organization; ethics and professional issues. Pit dewatering, the location and stability of waste dumps and an examination of equipment cost and production statistics are also included.",,,
MIN301H1 - Mineral Reserve and Mineral Resource Estimation,"Introduction to Mineral Resource and Mineral Reserve Estimation is an advanced level course that focuses on the stages of a mineral resource and mineral reserve estimation program from assembling the database through to reporting under industry guidelines. Major course topics include: statistical analysis of sampling data, geologic interpretation and deposit models; mineral resources estimation approaches and methods, mineral reserve estimation, classification of resources and reserves, and reporting under regulatory standards and industry guidelines for professional practice.",,,
MIN320H1 - Explosives and Fragmentation in Mining,"Efficient drilling and blasting is important to successful mining in rock formations. This course studies the planning, design, and economics of rock blasting for a full range of surface and underground, mining and construction projects. Emphasis will be on optimization of fragmentation using blast geometry and those variables available to the field engineer. This course covers the selection of modern industrial explosives, their history, physical properties, and safe handling, including an introduction to the theory of detonation, and rock response. Safety procedures in storage and transportation will be studied along with the monitoring and control of blast side effects. A field trip is associated with this course.",,,
MIN329H1 - Engineering Rock Mechanics,"This course introduces students to the fundamental concepts of rock mechanics and their application to rock engineering. The following rock mechanics topics are covered: stress and strain; in situ stress; intact rock strength; discontinuity geometry, strength and stiffness; rock mass behavious; anisotropy, heterogeneity and the size effect; rock mass classifcation schemes. Rock engineering topics include: rock excavation; rock stabilisation; instability mechanisms in foundationas and slopes; rock slope design methods; underground openings in discontinuous and continuous rocks; rock-support interaction; synopsis of numerical methods. Associated laboratory sessions involve stress measurement, core logging, compressive strength determination and index testing.",,,
MIN330H1 - Mining Environmental Management,"This course provides an overview of the major aspects of mining environmental management from exploration, through design and development of the property, into operation, and final closure implementation. An applied approach is taken utilizing case studies and examples where possible. Participation and discussion is an integral part of the course. Topics include sustainable development, environmental impacts, designing for mitigation, environmental management systems and reclamation.",,,
MIN351H1 - Underground Mining,"Operational aspects of underground mine design and mine planning. Topics will include: underground mining methods for hard and soft rock; shaft sinking, hoisting and materials handling; equipment selection and optimization; mine safety and mine regulations; mine personnel organization; ethics and professional issues. Development and production costs associated with mining are an inherent aspect of this course.",,,
MIN400H1 - Geology Field Camp for Engineers,"At Geology Field Camp, students will learn to incorporate geological observations into their engineering data sets. The course will focus on the recognition of rock types in the field, mapping of geological structures related to mineralization of potential economic importance, and field measurement techniques for obtaining rock engineering data. Students will learn how to make geological observations that are of critical importance to their success as mineral engineers, and to foster a sense of excitement and curiosity about the rocks that form the physical environment within which they will work as professionals. The course will be taught in the Sudbury region where there are several operating mines, numerous excellent field exposures of rocks related to the formation of the impact-related Sudbury structure, inexpensive accommodations, as well as unrelated older rock sequences typical of Archean greenstone belts where much of Canada's mineral exploration takes place. Students attend the two week Geology Field Camp prior to the start of Fourth Year Fall Session.","GLG207H1, GLG345H1, MIN429H1",,
MIN450H1 - Mineral Economics,"Course covers the evaluation of mineral projects, mining operations, and mining companies. Topics will include: discounted cash flow techniques including net present value (NPV), internal rate of return (IRR), net asset value (NAV); feasibility studies and due diligence reports; reserves and resources, data sources; metal prices and markets; cash flow modeling including revenue calculations, capital and operating costs, taxes, depreciation, inflation; risk and risk assessment, discount rates, red flags, checklists; financing. Guest lectures will provide industry insights into financing, fund raising, consulting, project control, and evaluation. There are two assignments: review of an annual report; due diligence report and net asset value calculation.",CIV368H1/CME368H1,,
MIN466H1 - Mineral Project Design I,"Mineral Project Design is a two-part capstone course that draws on all course materials developed in the first three years of the Mineral Engineering Curriculum. The course will culminate in the design of a mining or civil rock engineering project. In the first half of the course (F) students perform individual detailed case history analyses. Additional instruction in technical aspects of communication is provided during both semesters (preparing and writing technical reports, industry research and analysis, presentation skills, as well as other technical elements as required). These skills will form a foundation for students to use in industry. Critical non-technical aspects of rock engineering projects will also be examined, and guest speakers will present on specialized topics such as: cultural and social effects of rock engineering projects on communities and the environment; economic planning and impact; ethical considerations; aboriginal land claims, etc.. The social license to operate will be emphasized. Students will receive a final grade at the end of each term course, but both courses must be taken in sequence. (MIN 467H1 S cannot be taken without successful completion of MIN 466H1 F)","MIN429H1, MIN350H1",,
MIN467H1 - Mineral Project Design II,"Mineral Project Design is a two-part capstone course that draws on all course materials developed in the first three years of the Mineral Engineering Curriculum. Part II (S) focuses on the design of a mining or civil rock engineering project. Students will be grouped into teams and provided with one or more data sets and a design problem to solve. The end product is a major engineering design report and oral presentation (including several interim reports and presentations). Technical aspects will serve to examine a ""cradle to grave"" view of a project, from initial planning through to final closure and site remediation. The course will include an intensive two-day Professional Supervisors Short Course. Topics include: Discovering a commonality among supervisors and their key role in maintaining standards. The importance of sharing information and expectations about costs, production goals and business objectives are explored in the context of motivation. The necessity of successful communication skills and techniques are discussed and demonstrated to achieve behaviours on the job, producing consistent results. A reliable methodology for handling difficult situations is provided. The fundamental rationale for safety and loss control is presented as well as a relevant perspective on management structure. A workable code of conduct that is a guide to professional behaviour is developed. Students will receive a final grade at the end of each term course, but both courses must be taken in sequence (MIN 467H1 S cannot be taken without successful completion of MIN 466H1 F)",MIN466H1,,
MIN470H1 - Ventilation and Occupational Health,"Hydraulics of air flow through underground openings is studied leading to mine ventilation design calculations and ventilation network analysis. Related topics discussed in the course include: statutory regulations and engineering design criteria; application and selection of ventilation fans; auxiliary fan design; air conditioning (heating and cooling); dust and fume control; ventilation economics. Health hazards related to mine gasses, dust and radiation along with relevant statutory requirements are reviewed. Air quality and quantity measurement and survey techniques are presented.",CIV270H1/CME270H1,,
MIN511H1 - Integrated Mine Waste Engineering,"The engineering design of conventional mine waste management systems, including tailings ponds, rock dumps, and underground mine backfill systems, is considered first. Emerging trends in integrated mine waste management systems, including paste stacking and ""paste rock"" on surface, and cemented paste backfill forunderground mining will then be covered. Engineering case studies will be used throughout, and each case study will be evaluated in terms of how the mine waste systems used contribute to the economic and environmental sustainability of the mining operation.",CME321H1,,
MIN565H1 - Design and Support of Underground Mine Excavations,"Geomechanical issues concerning the design of underground openings in hard rock are covered in the course: ground support [i.e. rock mass reinforcement] design, the dimensioning and sequencing of underground excavations and rock pillar design in hard rock applications. A review of modern concepts concerning rock and rock mass failure modes with application to support design is given. Both static and dynamic [rockburst] support design issues are addresses. Lastly instrumentation and monitoring techniques and backfill design and behaviour are also covered. Design issues are illustrated through the use of numerous field case studies .",MIN429H1/CIV529H1,,
MSE202H1 - Thermodynamics I,"The three laws of thermodynamics, Heat capacity theory and Debye's law. Calculations of enthalpy, entropy, and free energy of pure materials and reactions. Reversible and irreversible processes. Gibbs free energy, chemical equilibria, and phase rule. Introduction of Ellingham, Pourbaix, and pre-dominance area diagrams. Treatment of ideal and non-ideal solutions with the introduction of the concept of activity and activity coefficient. Binary and ternary phase diagrams and their applications to materials processing and materials properties. Thermodynamics of electrochemical systems.",,,
MSE301H1 - Mineral Processing,"Introduction to the theory and practice of mineral beneficiation. Topics covered include comminution, sizing, froth flotation, gravity separation, magnetic separation, electrostatic separation, dewatering and tailings management. The course also covers relevant aspects of sampling, particle size measurement, metallurgical accounting, material balances, surface chemistry and the movement of solid particles in liquid media. Open to 3rd and 4th year Minerals, Materials, and Chemical Engineering students, or with permission of the instructor.",MIN225H1 or MSE244H1,,
