Course Names,descriptions,prereq,Breadth requirements,distribution requirements
ESS234H1 - Introduction to Geological Field Methods,"A two-week field course in early May or late August. Students are introduced to field geology and to basic field measurement, mapping and documentation techniques (for example in the Espanola - Manitoulin Island area, west of Sudbury). Students are responsible for the cost of board and lodging and transport to and from the field area. Not eligible for CR/NCR option. Note: Enrollment is handled by the department. For registration deadlines, additional fees associated with the field course, course dates, and special registration requirements, please consult the departmental announcements or inquire with ugrad@es.utoronto.ca.","ESS224H1/ESS222H1, ESS241H1, ESS262H1/JEG100H1",The Physical and Mathematical Universes (5),Science
ESS241H1 - Geologic Structures and Maps,"Field observations, description and classification of geological structures: stratigraphic and intrusive contacts, unconformities; relative age determination; folds and fold systems; faults and fault systems; boudinage, foliations and lineations; spherical projections and mechanical principles (stress, strain, rheology). Practical work focuses on reading geological maps, constructing cross-sections, and interpreting both in terms of geological processes and histories.",,The Physical and Mathematical Universes (5),Science
ESS245H1 - Computational Geology,"A practical introduction to programming. This course will teach an operational knowledge on how to write and execute self written computer programs. Course topics touch upon using a computer without a graphical interface, using an integrated development environment, programming, documenting, debugging, reading and writing data, graphical output, how to navigate existing documentation and internet resources, and last but not least how to effectively ask for help. Students will work individually and in small groups in an inverted classroom setting on earth science related problem sets. Previous programming experience is not required.","1.0 credit from first-year math, or physics courses except MAT193H1, MAT198H1, MAT199H1, PHY196H1, PHY197H1, PHY198H1, PHY199H1",The Physical and Mathematical Universes (5),Science
ESS261H1 - Earth System Evolution,"Interrelationships between Earths atmosphere, hydrosphere, geosphere and biosphere through time; including patterns of evolution and extinction as they are related to changes at the earth's surface and recorded in the rock record. Laboratories cover major groups of fossils, their classification, use in biostratigraphy, and living analogues. NOTE: ESS261H1 and ESS262H1 may be taken in either order; and both are required for advanced courses.",,The Physical and Mathematical Universes (5),Science
ESS262H1 - Earth System Processes,"An introduction to how our planet works, focusing on physical processes that govern the nature and composition of Earth with an emphasis on the dynamic nature of the planet. Topics include surface processes (e.g., weathering and erosion, ocean and atmospheric circulation, weather and climate), crustal processes (e.g., plate tectonics, earthquakes, volcanoes, biogeochemical cycles), and earth-environment interactions (e.g., natural hazards, resource development, and sustainability).",,The Physical and Mathematical Universes (5),Science
ESS299Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,Science
ESS311H1 - Earth System Chemistry 2: Aqueous Geochemistry,"An introduction to aqueous environmental geochemistry emphasising the importance of chemical equilibria, mass transport, and microbiological activity in regulating the chemical composition of natural and contaminated systems.",ESS223H1/ENV233H1,The Physical and Mathematical Universes (5),Science
ESS312H1 - Hydrogeology,"Groundwater flow, the role of groundwater in geologic processes, and physical, chemical and biological constraints on contaminant source transport and attenuation.",ESS311H1,The Physical and Mathematical Universes (5),Science
ESS321H1 - Mineralogy,"Systematic mineralogy (including identification, classification, and description); physical and chemical properties of minerals; crystallography and crystal systems (symmetry, crystal structure, crystal systems); optical techniques in mineral identification.","ESS224H1, ESS234H1",The Physical and Mathematical Universes (5),Science
ESS322H1 - Igneous Petrology,"An overview of the nature and origin of igneous rocks, with particular emphasis on the interpretation of textures and mineral assemblages as they reflect rock-forming processes. Topics include the physical and chemical properties of magma, origin, and evolution of different magmatic series in specific igneous/tectonic environments, geochemical and isotopic characteristics of igneous rocks, and the assimilation, fractionation & crystallization processes.","ESS224H1, ESS234H1, ESS321H1/ESS221H1",The Physical and Mathematical Universes (5),Science
ESS323H1 - Metamorphic Petrology,"This course provides a basic understanding of the formative processes of metamorphic rocks through quantitative applications of simple thermodynamic and kinetic principles. Topics include processes of heat and mass transport in orogenic belts, fluid-rock interaction in metasomatic systems, pressure-temperature-time paths of metamorphic rocks, temporospatial patterns of metamorphism through geologic time, and metamorphism in extreme conditions.","ESS222H1/ESS224H1, ESS234H1, ESS221H1/ESS321H1",The Physical and Mathematical Universes (5),Science
ESS324H1 - Advanced Geological Field Methods,"A two-week advanced geological mapping project in a challenging field environment. Students learn to compile existing geoscience data, create a geological map and prepare a professional final report on their activities and findings. Not eligible for CR/NCR option. For registration deadlines, additional fees associated with the field course, course dates, and special registration requirements, please consult the departmental announcements or inquire with ugrad@es.utoronto.ca.","ESS322H1, ESS234H1/ESS330H1",The Physical and Mathematical Universes (5),Science
ESS331H1 - Sedimentation and Stratigraphy,"Formal principles of stratigraphy, types of stratigraphic unit, methods of dating and correlation (biostratigraphic methods, magnetostratigraphy, radiometric dating). Methods of study in surface and subsurface (outcrop measurement, elementary introduction to wireline logs, seismic methods). The principles of facies analysis; sediment transport - sedimentary structures, the flow regime, and sediment gravity flows. The carbonate factory and carbonate rock classification. Trace fossils. Laboratory exercises in understanding facies mapping, isopachs and isolith maps.",ESS224H1,The Physical and Mathematical Universes (5),Science
ESS361H1 - Atmosphere-Biosphere Interact,"Theory on the exchange of energy and matter (carbon, water) between the land surface and atmosphere, with a focus on the implications of ecosystem-level processes for regional micrometeorology. Examples will be taken from research on contemporary as well as palaeoclimate systems. Case studies to include how changes in vegetation type alter surface radiation balance, hydrological cycling and heat transfer in soils. There is no formal textbook for this course. Lecture material will be augmented with assigned readings from the scientific literature.",8.0 credits including 1.0 credit from: PHY131H1/PHY132H1/CHM135H1/CHM136H1/MAT135H1/MAT136H1,Living Things and Their Environment (4),Science
ESS362H1 - Oceanography,"An introduction to the physical, geological, chemical, and biological processes governing the world’s oceans. The course emphasizes critical thinking, environmental issues, and interrelationships among scientific disciplines.",Completion of 8.0 credits,The Physical and Mathematical Universes (5),Science
ESS381H1 - Special Topics in Earth Science,"A survey of current thinking in Earth science. Topics may include isotope geochemistry, ore genesis, or planetary remote sensing.",minimum of 1.0 credits in ESS at the 200+level,The Physical and Mathematical Universes (5),Science
ESS391H1 - Directed Studies,"An individual study program chosen by the student with the advice, and under the supervision, of a faculty member. Such work may involve obtaining data in the field or lab and analyzing it, an interdisciplinary research project, and supervised readings. Not eligible for CR/NCR option.","Enrolment in an Earth Science program of study, completion of at least 1.0 credit of 200-level ESS courses.",,Science
ESS392Y1 - Directed Studies,"An individual study program chosen by the student with the advice, and under the supervision, of a faculty member. Such work may involve obtaining data in the field or lab and analyzing it, an interdisciplinary research project, and supervised readings. Not eligible for CR/NCR option.",Enrolment in an Earth Sciences Program of Study; completion of at least 1.0 credit of 200-level ESS courses.,,Science
ESS398H0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Science
ESS398Y0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Science
ESS410H1 - Field Techniques in Hydrogeochemistry,"A ten-day field course in late summer at the Deep River field site designed to familiarize students in a variety of hydrogeological and biogeochemical field techniques; includes a mixture of lecture, laboratory and field exercises. Not eligible for CR/NCR option. Note: Enrollment is handled by the department. For registration deadlines, additional fees associated with the field course, course dates, and special registration requirements, please consult the departmental announcements or inquire with ugrad@es.utoronto.ca. Additional fee of up to $500 will apply.","ESS311H1, ESS312H1",The Physical and Mathematical Universes (5),Science
ESS423H1 - Mineral Deposits,"Geology and geochemistry of ore deposits. Origin and interpretation; systematic ore mineralogy, in hand specimen and reflected light microscopy.","ESS322H1, ESS323H1",The Physical and Mathematical Universes (5),Science
ESS425H1 - Advanced Methods in the Geosciences,"This course provides an in-depth exploration of methods which are commonly used in the Geosciences. The course content will vary from year to year; students should inquire with the Department about course topics and pre-requisites before the beginning of the Fall term. Topics taught in this course include, but are not limited to, laboratory analytical techniques (such as X-ray diffraction, X-ray fluorescence, stable isotopes, light and scanning electron microscopy and Inductively Coupled Plasma Mass Spectrometry), core logging, computational techniques including modeling, statistical methods, or spatial analysis tools for geological mapping applications such as plotting cross sections or correlating biostratigraphies.",8.0 ESS credits,The Physical and Mathematical Universes (5),Science
ESS431H1 - Basin Analysis,"Detailed study of each of the major sedimentary environments. Typical facies assemblages, cyclic sedimentation. Autogenic and allogenic processes. The principles of sequence stratigraphy. The history of the sequence concept; systems tracts and bounding surfaces. Sequence models. What causes sequences: mechanisms of change in base level and accommodation: – tectonism, climate change, eustatic sea-level change.",ESS331H1,The Physical and Mathematical Universes (5),Science
ESS441H1 - Advanced Structural Geology,"Principles of geological mechanics: stress, strain, rheology. Faulting, folding and development of tectonic foliations and lineations. Structural analysis of fractures, folds and tectonites.","8.0 ESS credits including: ESS322H1, ESS234H1, ESS241H1, ESS331H1",The Physical and Mathematical Universes (5),Science
ESS445H1 - Global Tectonics,Exploration of physical Earth processes and their relationship to large-scale geological phenomena. Mantle convection as plate tectonic engine; intraplate/plate boundary lithospheric deformation including orogenesis and crustal subsidence. Focus on reconciling geodynamic theory/modelling with geological/geophysical observations.,,The Physical and Mathematical Universes (5),Science
ESS450H1 - Geophysical Field Techniques,"A ten-day field course in late August at the Deep River field site. Students get hands-on experience using geophysical instrumentation, applying various data collection techniques, and performing data analysis in gravity, magnetic, seismic, electrical, electromagnetic, and radar surveys. Not eligible for CR/NCR option. Note: Enrollment is handled by the department. For registration deadlines, additional fees associated with the field course, course dates, and special registration requirements, please consult the departmental announcements or inquire with ugrad@es.utoronto.ca. Additional fee of up to $500 will apply.",,The Physical and Mathematical Universes (5),Science
ESS452H1 - Geophysical Imaging with Non-seismic Methods,"Current geophysical surface and borehole methodologies (gravity, magnetics, electrical, electromagnetic, nuclear) and their theoretical basis for investigating Earth's interior to depths ranging from several metres to tens of kilometers.",,The Physical and Mathematical Universes (5),Science
ESS461H1 - Palaeoenvironmental Studies,"The use of proxy data (terrestrial and aquatic microfossils) to infer past environmental conditions. The nature and extent of Quaternary environmental change is considered in the context of assessing current issues such as acidification, metal pollution, eutrophication and global climate change. Paleoenvironmental techniques are applied in the laboratory.",ESS261H1,Living Things and Their Environment (4),Science
ESS462H1 - Global Biogeochemical Cycles,"A seminar course focusing on the exchange of matter (i.e. elements, minerals) between the Earth’s atmosphere, ocean, and biosphere. Course-related topics include global biogeochemical cycling of carbon, nitrogen, phosphorous, silicon, iron, and zinc (amongst other elements) and will include both terrestrial and marine ecosystems. Examples and case studies will be viewed from the paleo-, contemporary and potential future global change perspectives. The overall content of course readings will be determined by student interest, as students have the freedom to choose topics (readings) of personal interest. Offered in alternate years.","10.0 credits from any of ESS/MAT/PHY/CHM/EEB/GGR, including  ESS361H1/ ESS362H1/ GGR305H1",The Physical and Mathematical Universes (5),Science
ESS464H1 - Biological Perspectives on Earth System Evolution,"A seminar course focussing on ways that the Earth's biosphere (terrestrial and marine) has altered the overall functioning of the Earth System over geological time, including (1) influence of terrestrial vegetation on surface processes such as palaeosol development, river geomorphology, erosion, and cycling of major biogeochemical nutrients on land, (2) influence of the marine biosphere on the concentration of O2 and CO2 in the atmosphere, including the origin of the stratospheric ozone layer, and (3) the interactive influence of the terrestrial and marine biosphere on atmospheric moisture transport, production of latent relative to sensible heat fluxes, and the development of the planetary boundary layer. Offered in alternate years.","ESS261H1/ESS262H1, ESS361H1/ESS362H1/GGR305H1 or permission of the instructor",Living Things and Their Environment (4),Science
ESS481H1 - Advanced Topics in Earth Sciences,"This course is offered on an irregular basis, typically in the winter term. Students are advised to consult the departmental notices with respect to course times and content, but should expect an in-depth study of modern earth science questions, for example mineralogy and material science, advanced petrology, or exploration geochemistry. Course instructors will often, but not always, be recruited from Industry.",appropriate 300-level ESS credits. Prerequisites change from year to year; consult Department for details.,The Physical and Mathematical Universes (5),Science
ESS490H1 - Geological Capstone Fieldtrip,"A two-week excursion to a challenging field setting. Students will integrate field observations with their accumulated knowledge of geodynamics, structural geology, and landscape evolution to understand large-scale geological events. Not eligible for CR/NCR option. This course can be offered in any given term. Note: Enrolment is handled by the department. For registration deadlines, additional fees associated with the field course, course dates, and special registration requirements, please consult the departmental announcements or inquire with ugrad@es.utoronto.ca. Additional fee of up to $900 may apply.",12.0 credits from any Earth Science program of study requirements. Students who do not meet the prerequisite are encouraged to contact the instructor.,The Physical and Mathematical Universes (5),Science
ESS491H1 - Undergraduate Thesis Project,"Research emphasising methods used in field and experimental work. Students must obtain the consent of an instructor and register with the undergraduate coordinator and are urged to do so toward the end of their third year. In addition to submitting a thesis, students are required to give an oral presentation of their research results to an open meeting of the department. Not eligible for CR/NCR option.","Completion of the required 300-level courses, and enrollment in a relevant program and permission of the department.",The Physical and Mathematical Universes (5),Science
ESS492Y1 - Undergraduate Thesis Project,"Research emphasising methods used in field and experimental work. Students must obtain the consent of an instructor and register with the undergraduate coordinator and are urged to do so toward the end of their third year. In addition to submitting a thesis, students are required to give an oral presentation of their research results to an open meeting of the department. Not eligible for CR/NCR option.",Completion of the required 300-level courses in an appropriate program and permission of the department.,The Physical and Mathematical Universes (5),Science
JEG100H1 - Introduction to Physical Geography and Earth Science,"This introduction to Physical Geography and Earth Sciences examines the atmosphere, lithosphere, hydrosphere, cryosphere and biosphere, emphasizing processes, flows of energy and materials, and the interconnectedness of these Earth systems. Specific topics include weather and climate, earth materials, geological and geomorphic processes involved in the genesis of landforms, river systems, glaciers, soils, and biomes.",,The Physical and Mathematical Universes (5),Science
JGA305H1 - Environmental and Archaeological Geophysics,"Application of near-surface geophysical methods to investigate environmental and archaeological sites; in particular magnetometry, resistivity, ground-probing radar, and seismic surveys. Course will cover background on the various methods, and allow students to run field surveys and present on case studies.",ESS241H1 or ANT200Y1 or GGR201H1,The Physical and Mathematical Universes (5),Science
JPE395H1 - Physics of the Earth,"Designed for students interested in the physics of the Earth and the planets. Study of the Earth as a unified dynamic system; determination of major internal divisions in the planet; development and evolution of the Earth's large scale surface features through plate tectonics; the age and thermal history of the planet; Earth's gravitational field and the concept of isostasy; mantle rheology and convection; Earth tides; geodetic measurement techniques, in particular modern space-based techniques.","PHY132H1/PHY152H1/PHY180H1/MIE100H1, MAT235Y1/MAT237Y1/MAT291H1/AER210H1, PHY254H1/PHY293H1/MAT244H1/MAT267H1/MAT290H1/MAT292H1",The Physical and Mathematical Universes (5),Science
JPE493H1 - Seismology,"Why do earthquakes occur and how are they related to tectonic motion of the Earth's surface? What is the physics behind the propagation of seismic waves through the Earth, and how can it be used to determine the internal structures of the Earth? This introductory course is aimed at understanding the physics behind seismic wave propagation, as well as asymptotic and numerical solutions to the elastodynamic equation. Travel time and amplitude of seismic waves are discussed based on seismic ray theory, while numerical methods are introduced to obtain accurate solutions to more complex velocity structures. Seismic tomographic methods, including their applications to hydrocarbon reservoir imaging, are also covered.","JPE395H1, APM346H1/APM351Y1/MAT351Y1",The Physical and Mathematical Universes (5),Science
