Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CIV312H1 - Steel and Timber Design,"An introduction to structural engineering design. Topics discussed include safety and reliability, load and resistance, probability of failure, performance factors, and material properties. A study of basic steel design examines tension members, compression members, beams, framing concepts and connections. Plasticity and composite action in steel structural systems are also discussed. Timber design aspects include beams, compression members and connections.","CIV214H1, CIV235H1",,
CIV313H1 - Reinforced Concrete I,"This course provides an introduction to the design of reinforced concrete structures. Concrete technology, properties of concrete and reinforcing steel, construction practice, and general code requirements are discussed. Analysis and design of members under axial load, flexure, shear, and restraint force are examined in detail. Other aspects of design covered include control of cracks, minimum and maximum reinforcement ratios, fire resistance, durability, distress and failure. A major design project, done in teams of two and accounting for 15% of the final mark, requires students to formulate a complete design for a structural system such as a pedestrian bridge or floor system. Project requirements include consideration of alternative designs in terms of structural efficiency and total costs.",CIV312H1,,
CIV324H1 - Geotechnical Engineering II,"Building on CME321, more complex aspects of geotechnical analysis and design are considered. Topics include: mineralogy; soil identification and classification; laboratory- and field-based soil index tests; correlations of index test results to engineering properties; vertical stress distribution; soil-foundation interaction; volume change and consolidation of clay and settlement. Shear strength of soil and slope stability analysis are also discussed. Laboratories are held for soil identification and classification, and confined triaxial compression tests of clay and sand.",CME321H1,,
CIV331H1 - Transport I - Introduction to Urban Transportation Systems,"This course introduces the fundamentals of transportation systems and the application of engineering, mathematical and economic concepts and principles to address a variety of transportation issues in Canada. Several major aspects of transportation engineering will be addressed, including transportation planning, public transit, traffic engineering, geometric design, pavement design and the economic, social and environmental impacts of transportation. The course focuses on urban transportation engineering problems.",,,
CIV332H1 - Transport II - Performance,"This course focuses on the fundamental techniques of transportation systems performance analysis with emphasis on congested traffic networks. Topics include transportation demand, supply and equilibrium, traffic assignment, network equilibrium, and system optimality, traffic flow theory, shockwaves, highway capacity analysis, introduction to deterministic and stochastic queuing analyses, intersection signal control types and related timing methods, and traffic simulation. The course also provides an introduction to basic elements of Intelligent Transportation Systems (ITS).",,,
CIV340H1 - Municipal Engineering,"Municipal service systems for water supply and wastewater disposal, land development, population forecasting, and demand analysis. Water supply: source development, transmission, storage, pumping, and distribution networks. Sewerage and drainage, sewer and culvert hydraulics, collection networks, and storm water management. Maintenance and rehabilitation of water and wastewater systems, and optimization of network design. Design projects.",CIV250H1,,
CIV342H1 - Water and Wastewater Treatment Processes,"Principles involved in the design and operation of water and wastewater treatment facilities are covered, including physical, chemical and biological unit operations, advanced treatment and sludge processing.",,,
CIV375H1 - Building Science,"The fundamentals of the science of heat transfer, moisture diffusion, and air movement are presented. Using these fundamentals, the principles of more sustainable building enclosure design, including the design of walls and roofs are examined. Selected case studies together with laboratory investigations are used to illustrate how the required indoor temperature and moisture conditions can be maintained using more durable and more sustainable designs.",,,
CIV380H1 - Sustainable Energy Systems,"This course will provide students with knowledge of energy demand and supply from local to national scales. Topics include energy demands throughout the economy, major energy technologies, how these technologies work, how they are evaluated quantitatively, their economics and their impacts on the environment. In addition, the ever changing context in which these technologies (and emerging technologies) are being implemented will be outlined. Systems approaches including life cycle assessment, will be refined and applied to evaluate energy systems. A particular focus will be placed on analysis of energy alternatives within a carbon constrained economy.","CIV375H1, CIV220H1, CME368H1",,
CIV382Y1 - Civil Engineering Communication Portfolio,"Students will assemble a portfolio of communication assignments drawn from their second and third year Civil Engineering courses as a showcase of their ability to meet the graduate attributes for communication. The student will demonstrate competence in discipline specific written, oral, and visual communication through the selection of assignments for the portfolio. Each entry will be framed by a short introduction speaking to the context of the work and its significance in the portfolio. Students whose communication work is not up to standard will be provided with opportunities for revision. The course will be offered on a credit/no credit basis; students who receive no credit must retake the course in year 4.",,,
CIV416H1 - Reinforced Concrete II,"This course covers the behaviour and ultimate strength of reinforced concrete structures. Members subjected to flexure, axial load, shear and torsion are treated. Detailing of reinforcement, the design of floor systems and the design of shear walls are covered. An introduction to the seismic design of reinforced concrete structures is made. Emphasis is given to the relationship between recent research results and current building codes. A brief treatment of the behaviour and design of masonry walls is included.",CIV313H1,,
CIV420H1 - Construction Engineering,"This course considers the engineering aspects of construction including earthmoving, equipment productivity, fleet balancing, formwork design, shoring, hoisting, aggregate production, equipment operating costs, and modular construction. Several construction projects will be reviewed to demonstrate methods and processes. Students will be expected to visit construction sites, so safety boots and hard hats are required.",,,
CIV440H1 - Environmental Impact and Risk Assessment,"Core Course in the Environmental Engineering Minor. The process and techniques for assessing and managing the impacts on and risks to humans and the ecosystem associated with engineered facilities, processes and products. Both biophysical and social impacts are addressed. Topics include: environmental assessment processes; environmental legislation; techniques for assessing impacts; engineering risk analysis; health risk assessment; risk management and communication; social impact assessment; cumulative impacts; environmental management systems; the process of considering alternative methods for preventing and controlling impacts; and stakeholder involvement and public participation. Examples are drawn from various engineering activities and facilities such as energy production, chemical production, treatment plants, highways and landfills.",,,
CIV477H1 - Special Studies in Civil Engineering,"A course covering selected topics in Civil Engineering not covered in other electives. The topics, which may be different every year, are selected by Staff. Course may not be offered every year and there may be limited enrolment in particular years.",,,
CIV498H1 - Group Design Project,"The Group Design Project is a significant design experience that integrates the mathematics, basic sciences, engineering sciences, complementary studies, and detailed design aspects of the different civil engineering sub-disciplines.",,,
CIV499H1 - Individual Project,"Individual Projects are arranged between the student and a supervising faculty member. The individual project can have either a design project focus or a research focus. If the focus is on design then the design project can be either motivated by the CIV498H1 Group Design Project and MIN466 Mineral Project Design experience, or it can be entirely new. The student's work must culminate in a final design report or a thesis, as well as an oral presentation. The grading of both the final written submission as well as the oral presentation is carried out by the supervising faculty member. The Individual Project may be undertaken only once, either in the Fall (F) or Winter (S) Session (0.5 weight), or as a full year (Y) course (1.0 weight).",,,
CIV510H1 - Solid Mechanics II,"This course provides a continuing study of the mechanics of deformable solids. Stress and equilibrium conditions, strain and compatibility conditions, stress-strain relations and yield/failure criteria are considered in the context of civil engineering materials. Two-and three-dimensional elasticity theory is developed, with an introduction to the use of tensor notation. Advanced topics in bending, shear and torsion of beams are also covered, as is elementary plate bending theory. The course concludes with a further development and application of energy methods including virtual work, potential energy, strain energy, and related approaches.",CME210H1,,
CIV513H1 - Collaborative Engineering and Architectural Design Studio,"Engineering and Architecture students are paired to form a design team for a specified building design project. Lectures are given on design development, aspects of structural system design, the relationship of structure to program and function, modeling and drawing, digital modeling, as well as topics related to the specific term design project. Studio design experience to familiarize students with both the synergistic and divergent goals of the engineering and architectural design and to develop collaboration skills for optimizing the outcome of the interdisciplinary professional interaction. Architecture students in this joint studio are enrolled in ARC3016Y S.","CIV313H1/CIV352H1, CIV357H1",,
CIV514H1 - Concrete Technology,"Material aspects of concrete production will be dealt with in the context of various performance criteria with emphasis on durability. The process of material selection, proportioning, mixing, transporting, placing and curing concrete will be the framework within which topics such as: the use of admixtures, choice of cements, environmental influences, methods of consolidation and testing techniques will be studied.",CIV209H1,,
CIV515H1 - Introduction to Structural Dynamics,"The concept of dynamic equilibrium and corresponding equation of motion will be introduced. The theoretical solution of a songle degree of freedom system will be derived and the effects of verious types of loads, such as impulse load, sinusoidal load, or random vibration on the structural response will be discussed. To solve dynamic problems of multi-degree of freedom (MDOF) systems, concepts of mass, stiffness, and damping matrix will be introduced, which will be followed by eigen value analysis and modal analysis. The concepts of Fourier Transformation will be introduced, which will be used to interpret dynamic responses of structures or dynamic nature of applied loads. Dynamic experiments of elastic systems will be demonstrated using an educational shaking table.",CIV312H1 and CIV313H1 or equivalent,,
CIV516H1 - Public Transit Operations and Planning,"This course covers a broad range of topics in urban transit operations and planning, with special emphasis on best-practice strategies of modern transit systems. The course will help students: Learn the history of transit and its relationship to urban development, emerging challenges, transit role in society, and new trends and issues; Understand and analyze the factors that affect transit performance and demand; Identify and analyze transit operational and planning problems; Identify possible solutions at the operational level (mostly short-term and line-based) and the strategic level (mostly long-term and network-based), and assess alternative solutions; Understand the relative performance of various transit modes (both conventional and new modes) and their domains of application; and gain knowledge of best-practice transit systems planning and emerging innovations.",,,
CIV517H1 - Prestressed Concrete,An introduction to procedures for predicting the load-deformation response of prestressed concrete elements and structures with emphasis on how these procedures can be used in the design of new structures and in the evaluation of existing structures. Topics include: prestressing technology; control of cracking; response to axial load and flexure; response to shear and torsion; disturbed regions; restraint of deformations; design codes.,CIV313H1/CIV357H1 or equivalent,,
CIV518H1 - Behaviour and Design of Steel Structures,"The behaviour and design of trusses, frames, members and connections in steel building and bridge structures is presented and design methods are developed. Ultimate strength, stability, and postbuckling are emphasized in topical examples including: plate girders, composite steel/concrete girders, second-order frame behaviour, high-strength bolted and welded framing connections. Design applications considering metal fatigue and brittle fracture, and methods of plastic analysis are also introduced. Canadian design standards and the Limit States Design concepts are used.",,,
CIV519H1 - Structural Analysis II,"The general flexibility and stiffness methods of analysis; multispan beams, trusses, frames and grids; loadings due to force, support displacement, temperature change and member prestrain; axial and flexural stability; basic plasticity. Topics in this course represent the basis for the finite element method of analysis.",CIV214H1,,
CIV521H1 - Rock Mechanics,"This course provides general analytical tools and experimental methods that are used in rock mechanics. The lectures are complemented with laboratory experiments. Theoretical topics include: stress and strain, linear elasticity, failure modes and models of rocks, fracture of rocks, inelastic behavior of rock, seismic waves in rocks.Experiments include: preparation of rock samples, uniaxial compressive strength measurements, Brazilian disc tests for rock tensile strength, fracture toughness measurements with core-based rock samples.",CME210H1,,
CIV523H1 - Geotechnical Design,"This course is built around a transportation project that contains all the essential geotechnical investigation and design elements and illustrates how they all come together on a project. The students will be taken through the entire design process from project initiation to construction. In essence, the project will include a bridge over a river with some property constraints requiring the use of a retaining wall as well as deep and shallow foundations and some groundwater control. The highway will require a soil cut. One section crosses a low-lying swampy area that will require embankment construction over deep soft soils. A short tunnel section is planned beneath a railway that cannot be taken out of service. A pavement design will be required along the entire route as well as materials testing and construction monitoring.",CME321H1; equivalent or permission of instructor,,
CIV531H1 - Transport Planning,"This course is intended to provide the student with the following: the ability to design and execute an urban transportation planning study; a working knowledge of transportation planning analysis skills including introductions to travel demand modelling, analysis of environmental impacts, modelling transportation - land use interactions and transportation project evaluation; an understanding of current transportation planning issues and policies; and an understanding of the overall process of transportation planning and its role within the wider context of transportation decision-making and the planning and design of urban areas. Person-based travel in urban regions is the focus of this course, but a brief introduction to freight and intercity passenger transportation is also provided. A ""systems"" approach to transportation planning and analysis is introduced and maintained throughout the course. Emphasis is placed throughout on designing transportation systems for long-run environmental, social, and economic sustainability.",CME368H1 or equivalent,,
"CIV536H1 - Urban Activity, Air Pollution, and Health","This is an interdisciplinary course where the challenge of air pollution is introduced with a focus on urban areas. The interdependencies between transportation, air quality, and health are demonstrated. The city and the behaviour of its inhabitants constitute the context for the following course topics: overview of air pollutants in urban areas, urban air quality monitoring networks, mobile source emissions, air pollution and meteorology, atmospheric dispersion, chemical processes specific to cities, personal mobility and exposure to traffic-related air pollution, epidemiology of air pollution.",,,
CIV541H1 - Environmental Biotechnology,"Principles involved in the design and operation of biologically-based treatment facilities are covered with considerations for energy efficiency and sustainability. The course includes water / wastewater biological unit operations, advanced treatment, sludge processing and composting, natural treatment systems and specialized bioengineered systems such as groundwater remediation and biological air treatment.",CIV342H1 or equivalent,,
CIV549H1 - Groundwater Flow and Contamination,Mechanics of saturated and unsaturated fluid flow in porous media. Confined and unconfined flow. Flow to wells. Analytical and numerical solutions of groundwater flow equations. Non-reactive and reactive contaminant transport on groundwater systems. Analytical and numerical solutions of contaminant transport equations. Flow and solute transport in fractured porous media. Assessment of environmental impacts of waste disposal operations. Remediation of contaminated groundwater.,"CME270H1, CIV250H1 or equivalent",,
CIV550H1 - Water Resources Engineering,"Global and national water problems, law and legislation. Hydraulic structures. Reservoir analysis. Urban drainage and runoff control: meteorologic data analysis, deterministic and stochastic modelling techniques. Flood control: structural and nonstructural alternatives. Power generation: hydro and thermal power generation. Low flow augmentation. Economics and decision making.","CIV250H1, CIV340H1 or equivalent",,
CIV576H1 - Sustainable Buildings,"Building systems including the thermal envelope, heating and cooling systems, as well as water and lighting systems are examined with a view to reducing the net energy consumed within the building. Life-cycle economic and assessment methods are applied to the evaluation of various design options including considerations of embodied energy and carbon sequestration. Green building strategies including natural ventilation, passive solar, photovoltaics, solar water heaters, green roofs and geothermal energy piles are introduced. Following the application of these methods, students are introduced to efficient designs including LEED designs that lessen the impact of buildings on the environment. Exemplary building designs will be presented and analyzed.",CIV375H1/CIV575H1 or equivalent,,
CIV577H1 - Infrastructure for Sustainable Cities,"Developing infrastructure for sustainable cities entails understanding the connection between urban morphology and physiology. This course uses a systems approach to analyzing anthropogenic material flow and other components of urban metabolism, linking them to the design of urban infrastructure. Elements of sustainable transportation, green buildings, urban climatology, urban vegetation, water systems and local energy supply are integrated in the design of sustainable urban neighbourhoods.","CIV340H1, [CIV375H1/CIV575H1]",,
CIV578H1 - Design of Building Enclosures,"A brief summary of the science involved in controlling heat, moisture and air movement in buildings is presented at the outset of the course. With this background, methods of designing enclosures for cold, mixed, and hot climates are examined. Design principles related to the design of walls, windows and roofs are presented and applied. In particular, topics related to the control of rain penetration, air movement, and interstitial condensation are studied in detail. Emphasis is placed on developing designs based on fundamentals which can be verified with computer modelling solutions.",CIV375H1/CIV575H1 or equivalent,,
CIV580H1 - Engineering and Management of Large Projects,"This technical elective course will investigate the role of stakeholders in major civil engineering projects; the complexities of managing project stages, multiple stakeholders, and technical challenges, and, social and environmental factors.|Each week includes a different speaker who can address issues related to technical, social, and environmental challenges in the project and how they were overcome.",,,
CME210H1 - Solid Mechanics I,"An introduction to the mechanics of deformable bodies. General biaxial and triaxial stress conditions in continua are studied, as are elastic stress, strain and deformation relations for members subjected to axial load, bending and shear. Properties of plane sections, moment-area theorems for calculating deflection, and Mohr's circle representation of stress and of moment of inertia are examined, followed by a look at stability.","CIV100H1, MAT186H1, MAT187H1",,
CME259H1 - Technology in Society and the Biosphere I,"Humanities and Social Science ElectiveThis course teaches future engineers to look beyond their specialized domains of expertise in order to understand how technology functions within human life, society and the biosphere. By providing this context for design and decision-making, students will be enabled to do more than achieve the desired results by also preventing or significantly reducing undesired consequences. A more preventively-oriented mode of practicing engineering will be developed in four areas of application: materials and production, energy, work and cities. The emphasis within these topics will reflect the interests of the class.",,,
CME261H1 - Engineering Mathematics I,"This course deals with both numerical methods for engineering analysis (solution of linear and non-linear equations, interpolation, numerical integration) and advanced topics in analytical calculus (multiple integrals and vector analysis). Within the numerical methods portion of the course emphasis is placed on problem formulation, solution algorithm design and programming applications. Within the analytical calculus portion emphasis is placed on the mathematical foundations of engineering practice and the interrelationship between analytical and numerical solution methods.","MAT188H1, MAT187H1",,
CME262H1 - Engineering Mathematics II,"This course continues the study of numerical and analytical methods for civil engineering analysis. Analytical and numerical methods for solving ordinary differential equations are treated in some detail, followed by numerical solution methods for partial differential equations. The final major topic of the course deals with an introduction to optimization. Emphasis is placed throughout the course on problem formulation, solution algorithm design and programming applications.",CME261H1,,
CME263H1 - Probability Theory for Civil and Mineral Engineers,"Probability theory as the study of random phenomena in Civil and Mineral Engineering systems, including the definition of probability, conditional probability, Bayes' theorem in discrete and continuous sample spaces. Common single and multivariate distributions. Mathematical expectation including mean and variance. Independence. An introduction to realizations of probability models and parameter estimation.",,,
CME270H1 - Fluid Mechanics I,"Fluid and flow characteristics, applications, dimensions and units. Fluid statics. One-dimensional flow including conservation of mass, energy and momentum. Introduction to dimensional analysis and similitude, laminar and turbulent flow, boundary layer concept, and flow about immersed objects. Calculation of flow in closed conduits and open channels.",,,
CME321H1 - Geotechnical Engineering I,"An introduction to elements of geotechnical analysis and design. Basic site investigation techniques and quantitative descriptions of soil properties and behaviour. Permeability, seepage analysis, and internal stability of granular soil; granular filter design for internal hydraulic stability. Compaction of granular soil; engineered fills for earth dams, road bases, and backfills. Soil shear strength at constant volume; ultimate limit state design of retaining walls, shallow footings, natural slopes and constructed embankments. Groundwater flow analysis and slope stability analysis using commercial software. Physical laboratories for basic soil identification, model groundwater flow analysis, direct shear strength tests, and reinforced earth models.","CME270H1, CME210H1",,
CME358H1 - Survey CAMP (Civil and Mineral Practicals),"This two-week August field camp provides students with the opportunity to further their understanding of the vital interactions between the natural and the built environments. Through fieldwork, students gain hands-on experience in the use of various field instruments used by Civil and Mineral Engineers. The essentials of land surveying and the use of surveying instruments including Global Positioning Systems are taught as students carry out a series of field exercises that include route surveys, topographic surveys and construction surveys. Survey calculations, sources of error, corrections and adjustments are also introduced. In order to better understand our impact on the natural environment, students also perform several additional exercises. These may include the measurement of river flows, remote sensing of soil and rock, remediation of a borrow pit, and the evaluation of the renewable energy potential of the wind and solar radiation. Note: This course requires payment of an extra fee for room and board.",,,
CME362H1 - Engineering Mathematics II,"This course continues the study of numerical and analytical methods for civil engineering analysis. Analytical and numerical methods for solving ordinary differential equations are treated in some detail, followed by numerical solution methods for partial differential equations. The final major topic of the course deals with an introduction to optimization. Emphasis is placed throughout the course on problem formulation, solution algorithm design and programming applications.",,,
CME368H1 - Engineering Economics and Decision Making,The incorporation of economic and non-monetary considerations for making decision about public and private sector engineering systems in urban and other contexts. Topics include rational decision making; cost concepts; time value of money and engineering economics; microeconomic concepts; treatment of risk and uncertainty; and public project evaluation techniques incorporating social and environmental impacts including benefit cost analysis and multi-objective analysis.,,,
CME499H1 - Individual Project,"Individual Projects are arranged between the student and a supervising faculty member. The individual project can have either a design project focus or a research focus. If the focus is on design then the design project can be either motivated by the CIV498H1 Group Design Project and MIN466 Mineral Project Design experience, or it can be entirely new. The student's work must culminate in a final design report or a thesis, as well as an oral presentation. The grading of both the final written submission as well as the oral presentation is carried out by the supervising faculty member. The Individual Project may be undertaken only once, either in the Fall (F) or Winter (S) Session (0.5 weight), or as a full year (Y) course (1.0 weight).",,,
CME499Y1 - Individual Project,"Individual Projects are arranged between the student and a supervising faculty member. The individual project can have either a design project focus or a research focus. If the focus is on design then the design project can be either motivated by the CIV498H1 Group Design Project experience, or it can be entirely new. The student's work must culminate in a final design report or a thesis, as well as an oral presentation. The grading of both the final written submission as well as the oral presentation is carried out by the supervising faculty member. The Individual Project may be undertaken in either the Fall (F) or Winter (S) Session, but not both (i.e., the Individual Project carries a maximum weight of 0.5; it cannot be made into a full year course)",,,
CME500H1 - Fundamentals of Acid Rock Drainage,"Geochemistry of acid rock / acid mine drainage (ARD/AMD) which covers the role of bacteria in generating this global mining pollution issue and how mines currently treat and attempt to prevent it. An introduction to the underlying chemical reactions involved, the role of microbes in these processes and the mitigation and treatment strategies currently available.|* Course offering pending Faculty Council approval for 2018-19 academic year.",APS110H1/CHE112H1 or equivalent,,
CME525H1 - Tunneling and Urban Excavation,Introduces fundamental concepts of underground tunneling and its impact on surrounding urban environment. Topics: role of geology on the choice of tunneling methodology; classical and mechanized tunneling excavation methods; interaction between tunnel and surrounding structures; tunnel support methodologies; innovation and current research in tunneling and underground construction.,,,
MAT186H1 - Calculus I,"Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems, curve sketching, optimization problems, L'Hopital's rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry, mechanics and other engineering problems.",,,
MAT187H1 - Calculus II,"Topics include: techniques of integration, an introduction to mathematical modeling with differential equations, infinite sequences and series, Taylor series, parametric and polar curves, vector-valued functions, partial differentiation, and application to mechanics and other engineering problems.",APS162H1/MAT186H1,,
